Star Number,RA,Dec
189,29.233711999999997,-6.3059069999999995
190,33.805586,-39.609774
191,19.851060999999998,-52.003527999999996
192,347.194615,-47.939271
193,66.34338199999999,-55.643175
194,84.35684599999999,-45.947035
195,17.768164,-40.710395
196,307.196916,-60.934959
197,27.400691,-47.157931
198,323.144533,-43.764361
199,355.85677499999997,1.1630859999999998
200,331.279943,-54.370813
201,345.001399,-51.609705999999996
202,341.01663,-51.233062
203,329.42703,-63.028237999999995
204,329.545829,-0.453345
205,85.869332,-50.225446
206,35.930088999999995,0.582575
207,11.70543,-43.753833
208,330.200479,-44.577816
209,8.218534,-58.54615
210,23.259148,-43.411761999999996
211,340.138727,-42.703962999999995
212,1.0597619999999999,-60.591632
213,40.312643,-50.986146
214,10.613173,-59.282506999999995
215,45.035275999999996,-48.633159
216,323.799555,-46.526225
217,355.58520599999997,-45.430834999999995
218,29.199337999999997,-5.6693229999999994
219,35.54922,-48.064707999999996
220,21.025806,-49.695862999999996
221,357.486583,0.738281
222,23.848727999999998,-44.243584
223,311.138612,-61.067544
224,17.608548,-5.267091
225,25.955068999999998,-2.814129
226,78.613764,-48.547430999999996
227,0.765528,-40.929413
228,350.829826,-41.774184999999996
229,51.909552999999995,-55.610369999999996
230,48.759623999999995,-54.571999
231,325.23405,-46.454699
232,3.9230329999999998,-45.449231
233,308.919603,-44.857302999999995
234,2.768323,-50.422328
235,5.346168,-55.085164999999996
236,15.687197,-50.522861
237,317.862217,-63.224849
238,349.913593,-45.528777999999996
239,31.502969999999998,-7.570529
240,31.033362999999998,-8.726086
241,336.36727,-49.960370999999995
242,54.795246,-55.146724999999996
243,356.532727,-51.641732999999995
244,30.422943999999998,-46.795795999999996
245,354.677327,-42.344541
246,328.67123,-43.134554
247,349.928827,-52.065143
248,76.490005,-53.015314
249,34.241579,-45.346525
250,1.136129,-46.373636
251,47.332803,-50.270452
252,4.421603,-50.581711
253,5.6790259999999995,-60.473188
254,302.135321,-58.937512
255,350.573781,-63.625743
256,315.504673,-49.874179
257,325.304877,-45.855694
258,315.740134,-41.709294
259,324.504027,-41.356412999999996
260,350.672448,-58.369332
261,340.06939,-1.1768129999999999
262,339.100873,-0.858644
263,315.184508,-45.976721999999995
264,8.840638,-5.279618
265,26.028803,-53.854372999999995
266,329.471109,-0.566379
267,312.638133,-41.919775
268,26.391993,-47.254121999999995
269,24.339575999999997,-40.142050999999995
270,5.343737,-48.859473
271,355.91814,-1.370738
272,354.94228599999997,-47.785782999999995
273,39.778203999999995,-6.662281999999999
274,312.857807,-52.848313999999995
275,40.557961999999996,-50.0726
276,32.188227,-5.621403
277,46.913742,-57.232208
278,321.844229,-46.781586
279,25.849607,-39.845735
280,36.667839,-47.030395
281,48.243275,-48.446673
282,333.53679,0.09844
283,25.110418,-4.526687
284,21.283545,-54.02297
285,37.136916,-48.303076999999995
286,10.795542,-56.835269
287,321.415253,-47.506532
288,338.5128,-44.899392
289,341.709788,-60.393974
290,317.242699,-42.881572999999996
291,303.351148,-52.602578
292,359.351419,-1.517688
293,337.958868,-53.942743
294,82.55366,-51.864321
295,335.129878,-43.026965
296,312.279094,-50.995335999999995
297,24.141347,-47.775579
298,335.369632,-63.243359
299,24.193796,-53.386919999999996
300,13.639721,-39.730900000000005
301,353.524291,-48.470591
302,324.406134,-59.135417
303,5.852288,-50.556182
304,333.300295,-57.46198
305,29.141551,-0.288533
306,64.584585,-55.238147
307,311.654891,-40.692572
308,356.247108,-1.160973
309,324.868113,-48.901477
310,319.80170499999997,-63.778174
311,347.741732,-60.613248
312,5.373218,-50.150974999999995
313,17.195218999999998,-0.070798
314,353.551082,-45.524588
315,18.681273,-51.985566999999996
316,38.672032,-46.971652
317,333.012808,-0.08946899999999999
318,336.368675,0.615439
319,9.653939,-44.283341
320,315.108828,-60.638068
321,6.792102,-53.415402
322,310.230558,-49.171596
323,84.48171099999999,-48.574225999999996
324,20.62726,-40.49657
325,344.481015,-0.020196
326,17.223833,-50.753865999999995
327,38.669857,-52.166430999999996
328,328.053856,-45.799582
329,329.342454,-40.746925999999995
330,344.840421,-41.425843
331,66.588216,-52.30079
332,336.387542,-54.04036
333,56.370266,-45.530048
334,320.513529,-46.189783999999996
335,320.890164,-47.91834
336,339.63936,-0.7225619999999999
337,359.878691,1.011455
338,57.870456,-27.185425
339,308.757522,-46.41547
340,328.907325,-45.063320999999995
341,349.174055,-49.064254999999996
342,34.728271,-0.384162
343,33.622096,-54.079111
344,308.941849,-54.876712999999995
345,318.111088,-1.847124
346,6.3176749999999995,-49.271856
347,80.583373,-46.391656
348,16.732993,-4.614135
349,2.056822,-5.2504219999999995
350,41.311867,-10.591342
351,60.232051,-28.89649
352,307.517907,-63.525262999999995
353,315.294171,-54.412028
354,10.629738,-1.366626
355,315.08592,-46.220873
356,348.730635,-57.910779
357,22.893449999999998,-47.652749
358,66.925584,-47.666776
359,333.596075,-59.818124
360,326.212094,-51.484407
361,14.157254,-0.050925
362,42.586849,-57.211952
363,337.995503,-45.474799
364,57.625364999999995,-58.325005999999995
365,75.043117,-49.350891
366,20.282964,-44.850169
367,36.701284,-63.651081
368,77.20544199999999,-52.990089999999995
369,10.111222999999999,-61.514089
370,349.009203,-44.76441
371,351.101434,-43.323108
372,4.9691719999999995,-1.1813609999999999
373,27.058854,-49.457648
374,40.118106,-58.887468
375,316.077816,-43.184621
376,6.3498339999999995,-1.183892
377,333.303969,-52.625403999999996
378,27.739112,-62.991083999999994
379,312.088087,-42.138774
380,48.954144,-60.866164
381,19.47993,-48.466944
382,57.803678999999995,-28.277559999999998
383,358.078685,-39.81579
384,1.1301139999999998,-45.968457
385,303.485489,-54.598867999999996
386,339.803322,-2.050325
387,51.727349999999994,-51.535757
388,57.971191999999995,-54.738533999999994
389,304.443287,-52.61964
390,39.354202,-54.881550999999995
391,65.623396,-57.991372
392,340.94268,-0.874626
393,305.298637,-58.443551
394,77.98443,-50.298193999999995
395,28.916653,-55.68429
396,88.67516599999999,-50.724506
397,19.299726,-47.15074
398,0.8794109999999999,-52.152345
399,338.443903,-41.374834
400,26.248535999999998,-60.698054
401,342.406932,-0.569593
402,348.068284,-43.28609
403,47.204065,-60.711076999999996
404,16.055023,-43.504205999999996
405,333.251359,-1.817143
406,49.966057,-45.409557
407,29.785691999999997,-50.655349
408,355.717272,-56.250515
409,344.3084,-60.357402
410,60.468284999999995,-52.857634999999995
411,359.252393,-39.549613
412,27.074561,-44.960581
413,329.395984,-55.891580999999995
414,342.38613499999997,-59.273047999999996
415,22.369049999999998,-47.79531
416,342.252502,-63.611200999999994
417,308.966221,-44.876819
418,325.02585799999997,-2.082591
419,45.600037,-62.413461
420,5.708305,-4.725082
421,41.950086,-46.679103
422,28.058783,-5.202146
423,38.006395,0.060169
424,72.16841099999999,-46.658972
425,31.932143,-63.655879
426,18.446475,-45.100753999999995
427,4.804562,-62.433662999999996
428,24.888437999999997,-50.539673
429,26.693396,-49.297715
430,322.084417,-56.590972
431,43.183192999999996,-10.681864
432,356.756171,-1.167435
433,356.243409,-1.76712
434,51.254767,-62.052405
435,30.169646,-4.732181
436,88.575167,-55.674138
437,305.2717,-58.845803999999994
438,80.381153,-47.345167
439,42.831587,-57.013932999999994
440,310.570505,-46.918256
441,34.236988,-10.905731999999999
442,309.048409,-48.577739
443,64.022947,-47.008493
444,64.68821299999999,-57.422787
445,358.246899,-47.586940999999996
446,44.796172,-53.630066
447,342.393117,-41.721627
448,41.15827,-48.023647999999994
449,81.05528799999999,-50.575973
450,353.374186,1.137517
451,59.283263999999996,-52.264955
452,341.560562,-49.38245
453,348.852328,-52.330849
454,330.741763,-56.086026999999994
455,330.512353,-57.323777
456,36.11025,-10.041487
457,350.027894,0.7747799999999999
458,338.449371,0.370691
459,308.29936,-56.941584999999996
460,48.481165999999995,-48.797599
461,344.450889,1.259576
462,328.460679,-1.5213189999999999
463,336.001786,-53.657885
464,78.102764,-53.300242999999995
465,345.587339,-47.48326
466,305.577128,-58.494941999999995
467,341.148554,-62.839237999999995
468,68.719427,-45.244316
469,318.388188,-54.851889
470,340.012238,-52.918822
471,309.633053,-52.955731
472,336.320921,-0.980167
473,315.448969,-43.566721
474,87.678101,-45.512737
475,31.891706,-1.93868
476,40.571134,-59.589465
477,31.872417,-40.219665
478,4.623208,-49.313593
479,315.919082,-43.208915999999995
480,328.257533,-0.073875
481,14.760750999999999,-2.198168
482,350.189249,-49.186419
483,71.366601,-55.347179
484,73.023681,-50.003572999999996
485,315.389783,-63.890411
486,6.862997,-53.183405
487,54.356061,-59.085625
488,80.688195,-55.499125
489,3.96453,-51.519026999999994
490,28.189617,-58.315929999999994
491,326.98268,-41.1739
492,312.483964,-43.092678
493,47.040226999999994,-62.348963
494,308.641854,-44.107620999999995
495,10.904319,-52.401889999999995
496,311.413277,-56.703415
497,22.823072999999997,-0.524655
498,320.286177,-47.347325
499,58.403352,-60.055868999999994
500,60.352937999999995,-48.837835
501,338.300719,-1.326044
502,37.949639999999995,1.295803
503,357.611295,-39.37367
504,10.677470999999999,0.33061599999999997
505,86.251898,-57.073549
506,10.642317,-3.531309
507,1.821192,-2.099662
508,86.531161,-56.775425
509,328.748148,-40.040583
510,7.918031,-5.330379
511,310.768072,-58.243044999999995
512,12.465024,-59.121466999999996
513,313.474197,-48.490662
514,340.407622,-51.529551999999995
515,38.423663999999995,-58.121883999999994
516,334.353493,-0.539478
517,306.688952,-44.349067999999995
518,355.798798,-0.16524999999999998
519,58.017548999999995,-58.619212999999995
520,37.135104999999996,-46.997057999999996
521,41.29963,-0.88998
522,30.713095,-10.787256
523,329.485347,-41.450921
524,37.724596,-46.046323
525,324.516273,-53.519821
526,314.038076,-57.79741
527,10.837760999999999,-45.659687999999996
528,77.122394,-54.208436
529,347.63634,-1.6067369999999999
530,24.394795,-48.183893
531,356.779921,-52.523686
532,82.206107,-48.912695
533,354.069134,-57.809045999999995
534,349.637017,-1.734108
535,58.113133,-59.775538
536,3.420435,-1.027836
537,332.526827,-1.9135199999999999
538,315.03991,-57.998211
539,39.357147,-61.233028999999995
540,24.282446,-46.469327
541,336.7043,0.19272
542,77.118906,-46.008500999999995
543,20.072885,-50.874144
544,342.770966,0.961847
545,331.281945,-50.155646
546,82.19543399999999,-48.421098
547,21.025461999999997,-45.097958999999996
548,344.159258,-60.005511
549,344.392016,-59.187329999999996
550,319.238229,-62.845067
551,75.66940699999999,-51.598788
552,33.664193,-61.561389
553,63.276128,-52.00572
554,27.056001,-58.834219999999995
555,352.793092,-62.46743
556,321.459061,-1.1660899999999998
557,23.599805,-39.995487
558,311.992518,-53.760892999999996
559,309.934193,-54.686229
560,342.514289,-54.651705
561,46.789662,-55.002050999999994
562,342.470449,-58.117380999999995
563,330.051051,-2.029222
564,341.018508,-54.442746
565,88.255072,-47.094383
566,321.318563,1.40883
567,358.416044,1.392091
568,304.118011,-59.38874
569,58.850410999999994,-56.875054999999996
570,6.618757,-59.443655
571,57.251819,-46.355855
572,307.956508,-61.611477
573,2.57828,-1.074527
574,352.192587,-45.770939
575,46.11232,-58.626718
576,22.749737,-39.675641999999996
577,333.934889,-0.337871
578,311.527031,-42.389624
579,333.922582,-2.347985
580,354.102614,-50.306425
581,313.342382,-61.606693
582,40.253893,-4.631993
583,30.739413,-4.235105
584,56.953430999999995,-56.88193
585,64.91861399999999,-51.172765
586,300.618912,-56.906613
587,316.790638,-46.219221999999995
588,343.817108,-43.738636
589,5.4049000000000005,-45.624886
590,308.898609,-51.362327
591,84.520433,-49.457865
592,322.814351,-41.336697
593,22.020274999999998,-59.306222
594,340.638768,-50.563887
595,322.363931,-44.629684999999995
596,44.364253999999995,-55.425169999999994
597,309.830312,-52.987164
598,352.479152,-46.040589
599,73.719101,-57.922895
600,346.273934,-55.767534
601,17.607782,-3.205783
602,35.700564,-53.206942
603,63.308974,-48.497498
604,19.181891,-4.349958
605,11.352463,-1.695196
606,351.140363,-41.994245
607,322.51846,-42.510545
608,336.11001,0.605773
609,58.839808,-54.006906
610,34.906313,-39.697393999999996
611,350.250244,-62.806962
612,340.258577,-57.200834
613,345.807548,-52.561755999999995
614,349.381205,-53.990969
615,43.164971,-48.359074
616,43.427563,-47.214735
617,14.836459,-40.812031
618,28.56579,-43.805048
619,36.161241,-7.367367
620,333.117805,-43.242549
621,58.845856,-55.158933
622,13.365549999999999,-1.6693069999999999
623,44.46789,-10.847736999999999
624,13.154041999999999,-2.832421
625,355.829882,-41.226445999999996
626,63.560202,-49.430049999999994
627,323.379818,-45.279784
628,25.115582,-53.317687
629,26.714776,-52.125921
630,7.602069999999999,0.718843
631,313.704143,-51.129605
632,36.27392,-11.411876999999999
633,350.551288,-39.896778
634,42.644585,-9.221349
635,320.184048,-0.143673
636,319.01572699999997,-41.957954
637,337.71772,-1.329369
638,349.22297100000003,-50.363879999999995
639,333.788939,-42.082372
640,2.337544,-43.055907999999995
641,358.851801,-58.243502
642,61.459851,-52.552662999999995
643,343.76379199999997,-54.911901
644,12.546368,-57.782894999999996
645,0.523848,-5.392939
646,19.993287,-40.325736
647,358.566262,-63.380813999999994
648,338.930967,-50.8384
649,15.978435,-54.540261
650,318.799611,-51.179258999999995
651,18.23094,-48.252891999999996
652,30.168888,-11.526100999999999
653,88.63224199999999,-57.833442
654,52.364114,-57.519206
655,353.016779,-41.655701
656,313.715113,-48.89472
657,4.707749,-3.478691
658,12.001063,-2.693304
659,324.239724,-47.441112999999994
660,320.798239,-45.152249
661,32.301762,1.1761549999999998
662,24.359075999999998,-3.733133
663,31.088144999999997,-0.700683
664,8.021037,-46.846439
665,344.46262,0.408655
666,14.543814,-1.125683
667,325.769363,-0.46790000000000004
668,345.707606,-53.703129999999994
669,32.871929,-0.8788539999999999
670,318.066621,-57.360554
671,309.903293,-49.775284
672,321.196839,-58.560772
673,30.469476999999998,-9.034976
674,302.476973,-55.562805
675,46.718798,-48.040237999999995
676,21.884166999999998,-42.869738999999996
677,33.682545,-40.144324
678,21.045938,-61.060475999999994
679,34.602433,-50.440131
680,41.347055,-48.043712
681,337.711309,-45.153878999999996
682,313.370996,-46.113645
683,22.629925,-50.380044
684,342.812942,-44.134903
685,313.575653,-44.867793999999996
686,309.189133,-55.603511999999995
687,340.797701,-62.338421999999994
688,309.089296,-56.066877999999996
689,315.937826,-63.105703
690,26.413508,-2.651485
691,345.028863,-47.066554
692,340.690805,-58.533797
693,58.581213999999996,-62.632661999999996
694,84.532707,-49.568335999999995
695,352.42961,-40.376749
696,333.10269900000003,-43.965305
697,342.930049,-0.074775
698,312.89593,-46.677924
699,321.189402,-46.016141
700,325.963222,0.849808
701,359.35042,-38.286119
702,58.0617,-56.405558
703,337.063401,-49.398905
704,41.898818,-48.056678
705,345.07444,-40.189457999999995
706,37.53362,-49.611359
707,316.264463,-45.370641
708,356.993126,-60.518795999999995
709,38.319302,-0.49783299999999997
710,66.912084,-48.346033
711,3.341366,1.20641
712,326.985176,-48.283387999999995
713,338.81949199999997,-60.547940999999994
714,75.23155,-54.665645999999995
715,22.211201,-54.599844999999995
716,330.686372,0.919334
717,12.20355,-47.996052
718,30.001043,-26.280227
719,84.064589,-49.139178
720,72.010899,-51.226668
721,59.21165,-54.748548
722,86.098705,-49.271575
723,354.319954,-2.066621
724,2.643477,1.267395
725,357.205273,-42.435061
726,311.852493,-40.863321
727,35.954488,-3.6274729999999997
728,32.515979,-40.202979
729,350.022703,-57.902024
730,328.503039,1.365959
731,330.12909,-60.921251999999996
732,329.005709,-59.458993
733,55.073496,-48.024876
734,345.297513,-42.544180999999995
735,26.920614999999998,-39.500333999999995
736,313.829084,-45.295939999999995
737,356.044316,-54.845687
738,31.737956999999998,-7.458931
739,6.032285,-58.298750999999996
740,3.488909,-2.5887409999999997
741,78.08362799999999,-49.147076
742,36.167435,0.305183
743,335.82492,-41.5831
744,27.027862,-39.566641
745,356.268466,-47.811707
746,336.066849,-55.519887
747,85.68195999999999,-51.638844
748,309.688417,-52.962672999999995
749,2.54982,-1.728335
750,0.823056,-53.870385
751,337.179826,-41.228885999999996
752,330.99726499999997,-40.742295999999996
753,321.04247,-48.719854
754,339.834676,-62.748438
755,69.50295299999999,-57.858973
756,36.210235,-51.280595
757,308.314974,-48.381093
758,319.716882,-47.839023
759,319.53886,-58.157677
760,70.40112599999999,-55.272068999999995
761,41.77569,-9.815325
762,76.77644099999999,-55.174324999999996
763,41.981874999999995,-59.882465999999994
764,3.05492,-55.130353
765,338.074339,-41.309180999999995
766,4.934355,-4.631144
767,47.337292999999995,-58.301137
768,39.038314,-54.133430999999995
769,337.161796,-1.5550659999999998
770,345.497477,-50.681898999999994
771,70.21046799999999,-46.562604
772,4.906349,-0.194436
773,32.889674,-59.001149999999996
774,354.413675,-0.27957899999999997
775,30.210659999999997,-63.186750999999994
776,34.659141999999996,-52.712879
777,7.212229,-54.345240999999994
778,333.179545,-42.107896
779,11.263183,-46.20735
780,18.68748,-3.409436
781,9.510176,-49.254376
782,24.975376999999998,-60.7717
783,88.236572,-57.329152
784,342.372432,-0.773393
785,310.909184,-41.304122
786,324.243154,0.15975699999999998
787,79.35611,-46.838012
788,44.829144,-47.282086
789,39.835721,-60.263898999999995
790,40.139195,-61.608652
791,28.035600000000002,-40.145266
792,54.308603999999995,-62.491265
793,1.141417,-47.552876
794,9.198898,-44.596816
795,1.5893039999999998,1.316872
796,29.495010999999998,-48.356274
797,37.053779,-58.760580999999995
798,36.522554,-58.897613
799,317.133153,-51.315445999999994
800,333.455868,-50.325272
801,0.290023,0.41748999999999997
802,49.297214999999994,-37.855919
803,15.37388,-52.109471
804,29.676244999999998,-7.409122999999999
805,8.293491999999999,-2.730169
806,17.490465999999998,-45.293546
807,31.867604,0.264277
808,311.437586,-55.524255
809,9.434159,-2.860128
810,306.079335,-43.777974
811,28.874073,-60.654517999999996
812,33.067803,-53.863305
813,43.862106,-46.703469999999996
814,35.535947,-2.44916
815,355.083513,-49.814741
816,27.903954,-0.11044799999999999
817,307.802141,-46.313219
818,310.928032,-47.564825
819,70.137129,-47.240280999999996
820,322.99172699999997,-50.305288999999995
821,326.154574,-46.515944999999995
822,339.818492,-63.173604999999995
823,4.748867,-46.747087
824,324.976356,-1.55165
825,34.089085,-47.590790999999996
826,30.986233,0.539053
827,25.546609,-63.011356
828,34.066902,-9.545529
829,320.138888,-41.951935999999996
830,87.72188899999999,-56.612064
831,77.273298,-53.446016
832,50.792145,-46.523255999999996
833,323.359884,-43.252893
834,359.113691,-43.576704
835,61.430229999999995,-46.942529
836,317.285265,-41.985034999999996
837,355.333661,-43.742419999999996
838,46.491361999999995,-48.675332999999995
839,31.94877,-7.607715
840,50.070265,-37.647154
841,322.06176800000003,-59.329372
842,319.285015,-61.126343999999996
843,25.120791999999998,-63.169360999999995
844,4.505182,-4.957377999999999
845,18.125034,-43.119234999999996
846,358.402591,-54.621669
847,79.548588,-49.323059
848,27.654694,-55.825160999999994
849,32.116782,-39.669787
850,21.101815,-44.986540999999995
851,45.177183,-47.573843
852,315.616346,-52.405088
853,27.503314999999997,-58.528513
854,70.24168999999999,-54.934326999999996
855,318.492803,-55.286159999999995
856,38.202788,-5.919554
857,59.798227,-28.817422999999998
858,56.586189,-26.543131
859,84.04607399999999,-56.57832
860,2.032384,-44.421166
861,27.274773999999997,-40.205732999999995
862,34.119308,-57.048106999999995
863,21.045465,0.8053969999999999
864,354.551722,-61.659085
865,349.181972,-52.250527
866,80.59380399999999,-52.417027999999995
867,55.973834999999994,-28.175027999999998
868,319.830876,-50.313911999999995
869,53.844255,-47.092203999999995
870,343.240715,-52.648219
871,12.569450999999999,-50.095638
872,32.835988,-63.403825
873,58.712900000000005,-27.558332
874,29.370175999999997,-2.85308
875,40.092675,-50.8049
876,0.364618,-63.730427999999996
877,336.153075,-0.713429
878,346.62280699999997,-63.653046999999994
879,331.883964,1.191837
880,53.310899,-49.329871999999995
881,312.067994,-63.337008
882,50.17687,-36.810099
883,19.394219,-53.76904
884,6.834114,-5.390852
885,61.601639999999996,-49.142415
886,9.270711,-54.193405999999996
887,53.365711999999995,-28.229858
888,43.929539999999996,-47.735153999999994
889,33.926586,-49.691869
890,47.226822999999996,-62.24364
891,13.050844,0.204205
892,342.201273,-1.448551
893,21.238581,-48.504373
894,338.318438,-0.162805
895,9.453377,-1.8508959999999999
896,307.136997,-44.982454
897,60.037476,-50.837337
898,314.317935,-55.126898999999995
899,15.899745999999999,-5.3956349999999995
900,305.930192,-47.93457
901,61.730385999999996,-52.331621
902,21.402226,0.652855
903,354.754127,-51.151772
904,30.237823,-45.162661
905,25.144337999999998,-45.207739
906,42.940813999999996,-47.297649
907,311.153346,-49.399955999999996
908,1.564509,-60.926047
909,36.637802,-62.080067
910,335.595702,-52.04006
911,20.957200999999998,-1.466982
912,40.245866,-50.663357
913,8.964191999999999,-5.1970849999999995
914,58.548531,-58.366012
915,29.17867,-55.225125999999996
916,57.029899,-60.377224
917,32.496537,-7.861959
918,21.859379,-60.18835
919,350.60402899999997,-2.2900609999999997
920,43.874148,-59.662323
921,9.065667999999999,-56.706163999999994
922,300.397504,-52.409524999999995
923,32.490432,-50.169609
924,9.831731999999999,-52.850964
925,54.45921,-46.250350999999995
926,305.744578,-51.939800000000005
927,25.560845,-45.68494
928,14.825600000000001,-59.899054
929,345.09108200000003,-46.918802
930,16.687303,-3.626222
931,313.389555,-51.211223
932,348.634806,-57.867619
933,19.343038,-1.619157
934,350.316016,-49.720129
935,3.696977,-1.9081199999999998
936,35.580588999999996,0.127533
937,356.080509,-53.700252
938,29.298156,-61.045424
939,42.788422,-8.866538
940,308.655049,-54.220296999999995
941,331.479144,-63.20778
942,321.034798,-45.875035999999994
943,344.472728,-62.287077
944,23.323783,1.428329
945,320.615346,-41.210169
946,351.147778,-42.954651
947,322.001947,-0.368975
948,336.474449,-63.699070999999996
949,356.779344,-43.196157
950,341.139513,-50.159011
951,33.882186,-3.729751
952,347.721244,-47.747105
953,38.495903999999996,0.968494
954,347.26957,-50.548342999999996
955,59.879551,-51.222829
956,32.153033,-55.008558
957,335.223999,-44.274274999999996
958,334.300243,-42.28601
959,313.77351,-44.754493
960,9.219161999999999,-49.996719999999996
961,351.233067,0.48865
962,15.736295,0.513442
963,9.453685,0.422047
964,316.727037,-64.187849
965,56.920140999999994,-62.002114999999996
