Designation,M?,2MASS Number,RA,DEC,DIST,+/-,SPEC,V,r,R,i,I,J,H,Ks,K,W1,W2,W3,Teff K,RAD Rj,MASS Mj,a AU,PER yr,DISC PUBL,STAT,PM?,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra_x,ra_error,dec_x,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr,angDist
2MASS J07134978-0656011,,J07134978-0656011,108.4575,-6.933611111111111,32.35,17.55,L3,,,,,19.13,15.43,14.68,14.03,,,,,,,,,,2012.0,,,108.45742832883,-6.93368111204,0.0142744,0.0107746,42.9,3052184458407291520,108.45709556721,0.5711,-6.93350599746,0.692,19.4035,0.9231,21.0207,84.122,-74.324,0.782,39.401,0.805,227,2.4279,307.99,2.909,3.132,95,1.1983,0.151,15,1.116,false,146.022,0.958987,20.276321,30.2369,13.6584,21.637197,254.798,18.732407,1.952,2.904791,,,0,,,99681084571780100,,63479297,,0.007644,0.490449,0.025811,20.252079,0.007498,149.319,0.485,12.5184,12.7726,0.2734,0.359316
2MASS J07171626+5705430,,J07171626+5705430,109.3175,57.095555555555556,12.0,1,L3,,,,,,14.64,13.59,12.95,,12.3,11.94,11.34,2100,,,,,2000.0,,,109.31777900783,57.0953049675,0.0075504,0.007138,100.13,989832319249728128,109.31757310796,0.4327,57.09550750075,0.4266,34.5471,0.5821,59.3458,52.058,-25.167,0.463,45.57,0.44,290,8.5498,641.27,3.216,12.15,95,1.0403,0.1322,20,1.378,false,232.407,1.22638,19.771746,41.4409,8.28571,21.29497,453.656,18.106077,2.13,3.188892,,,0,,,176511093176305259,,,,0.006357,0.217101,0.019916,19.746155,0.006237,237.949,0.622,7.5379,7.1511,-0.0195,1.054299
2MASSI J0218291-313322,,J02182913-3133230,34.62125,-31.55638888888889,26.0,2,L3,,,,,,14.73,13.81,13.15,,12.61,12.29,12.15,,,,,,2003.0,,,34.62125703558,-31.55643915678,0.0078423,0.0074952,108.06,4971581089304028288,34.62053613811,0.2665,-31.55699116855,0.3449,42.8368,0.4438,96.5215,185.822,-138.216,0.486,-124.202,0.462,376,5.7035,591.55,2.047,5.366,95,1.2505,0.0871,22,1.216,false,205.115,3.41941,19.907373,37.2624,5.58314,21.410364,419.511,18.191038,2.227,3.219326,,,0,,,70130346205982045,,10974087,,0.018309,0.162703,0.023296,19.881782,0.017892,210.007,0.714,7.8096,7.5293,-0.0267,0.182247
2MASS J10170754+1308398 B,x,J10170754+1308398,154.28125,13.144444444444444,34.48,1.78,L3,,,,,,,,,13.53,,,,,,80.0,3.4,23.0,2003.0,UNCON,,154.28147307164,13.14438452793,0.0102308,0.0082441,91.32,3886930903070855936,154.28163987614,0.5496,13.14384128225,0.418,32.6953,0.5896,55.4559,127.577,36.548,0.635,-122.23,0.507,219,17.6067,931.46,3.744,26.88,95,1.2113,0.1159,16,1.963,false,403.561,3.21522,19.172594,54.3892,7.85517,20.99976,841.009,17.435894,2.219,3.563866,,,0,,,123771542815683341,1237661069787005216,,,0.009078,0.156832,0.017663,19.147003,0.008887,413.186,0.656,10.2298,8.2453,-0.01,0.81122
WISE J003338.45+282732.4,,,8.410416666666666,28.45888888888889,41.0,3,L3,,,,,,,,,,,,,,,,,,2015.0,,,8.40980548133,28.4587268679,0.0118894,0.002,87.07,2857671063218290816,8.40980548133,11.8743,28.4587268679,2.088,,,,,,,,,65,2.6588,93.2,8.517,3.436,3,,,5,,false,69.2423,1.67811,21.086437,47.4579,26.5686,21.14777,112.546,19.619572,2.311,1.528198,,,0,,,,,,,0.026457,0.607838,0.182317,21.086437,0.026457,69.2423,1.037,11.8743,2.088,0.2831,2.020412
SDSS J082348.15+242857.9,,J08234818+2428577,125.95083333333334,24.482777777777777,29.0,3,L3,,,,19.56,,14.99,14.06,13.38,,12.81,12.48,12.03,,,,,,2000.0,,,125.95073536337,24.48270757426,0.0144255,0.008029,121.47,679088656539598592,125.94995341969,0.6286,24.48290110308,0.4967,40.1088,0.7611,52.697,165.933,-160.118,0.811,43.544,0.651,268,2.7808,373.29,2.677,4.622,95,1.1025,0.1221,16,1.123,false,178.295,0.959,20.059523,22.1023,3.78803,21.977448,320.8,18.482311,1.923,3.495136,,,0,,,137371259502229977,1237664094508220965,,,0.006457,0.186101,0.031729,20.033932,0.006334,182.547,0.37,12.9983,10.1786,-0.4834,0.408536
2MASSI J0251148-035245,,J02511490-0352459,42.812083333333334,-3.8794444444444447,12.1,1.1,L3,,,,,,13.06,12.25,11.66,,,,,2100,0.45,,,,2003.0,,,42.81249545424,-3.8800207773,0.0031244,0.0025063,52.73,5185493447310441728,42.81745198144,0.1567,-3.8882601693,0.1525,86.2932,0.1886,457.4599,2162.132,1112.662,0.183,-1853.86,0.172,204,3.4731,470.09,1.074,11.19,95,1.0569,0.0472,14,1.178,false,1186.08,2.82376,18.002083,29.4775,6.54894,21.664816,2179.92,16.401794,1.863,5.263022,,,0,,,103330428165205942,1237673700208410843,15643521,,0.003778,0.241231,0.006085,17.976492,0.003737,1214.37,0.066,2.913,2.7492,0.2094,2.548702
2MASSW J1430436+291541 B,x,J14304358+2915405,217.68166666666667,29.261388888888888,29.4,2,L3,,,,,,,,,,,,,,,79.0,2.6,15.0,2003.0,,,217.6815559461,29.26131064852,0.0058198,0.005458,37.93,1284172681516099072,217.68052561398,0.1933,29.26190438615,0.2451,30.0486,0.3408,88.177,242.382,-202.244,0.35,133.59,0.352,453,6.5931,819.4,1.945,9.884,95,1.0987,0.0624,21,1.228,false,382.857,1.38471,19.229774,45.6607,5.68939,21.189684,717.357,17.608557,1.993,3.581127,,,0,,,143112176809094589,1237665126945653046,,597196381,0.004797,0.135313,0.009908,19.204183,0.004723,391.988,0.428,5.5974,5.6858,0.0622,0.447497
SDSS J155120.86+432930.3,,,237.83708333333334,43.49166666666667,40.0,7.6,L3,,,,19.58,,15.13,14.2,13.63,,,,,,,,,,2010.0,,,237.83701422477,43.49175880935,0.0148884,0.0113724,12.14,1396308578194528384,237.83718422313,0.5254,43.49159411097,0.6119,22.1527,0.6549,33.8278,46.295,27.749,0.727,-37.057,0.917,361,10.1831,792.68,4.777,15.35,95,1.0286,0.1649,28,1.405,false,139.409,1.39869,20.326641,27.3999,4.79952,21.74417,339.984,18.419249,2.635,3.324921,,,0,,,160192378370850587,1237659162810057901,,,0.011236,0.190204,0.025356,20.30105,0.01099,142.734,1.107,11.5505,14.7506,0.1114,0.377639
SDSS J081301.02+322807.9,,,123.25416666666666,32.46888888888889,57.2,10.9,L3,,,,20.24,,15.95,15.09,14.54,,,,,,,,,,2010.0,,,123.25427391682,32.46885041797,0.0290337,0.0210252,95.63,901999138535923840,123.25403685618,1.3178,32.468774708,1.4062,16.6521,1.6173,10.296,48.117,-45.001,1.814,-17.035,1.336,126,3.7371,194.37,3.779,2.283,95,1.3101,0.3747,12,1.248,false,100.33,1.25738,20.683786,38.8626,11.9795,21.364712,173.365,19.15049,2.115,2.214222,,,0,,,146961232541143154,1237657630045045963,,,0.013883,0.334694,0.073803,20.671203,0.013729,101.5,0.75,28.9673,21.1166,-0.0639,0.353966
2MASSW J1551066+645704,,J15510662+6457047,237.7775,64.95138888888889,12.0,,L3,,,19.2,,15.3,12.89,12.15,11.72,,,,,,,,,,,UNCON,,237.77752571643,64.95131904869,0.0021437,0.0018234,65.43,1641189157936120704,237.77514310506,0.0912,64.95136235115,0.0891,43.5202,0.0914,475.9075,227.182,-226.973,0.13,9.739,0.117,287,-0.6855,615.17,0.693,9.839,95,1.066,0.0241,25,0.97,false,2054.46,2.55559,17.405624,73.6608,6.40453,20.670452,3681.02,15.832974,1.828,4.837479,,,0,,,185942377760732360,,,775182375,0.003069,0.094442,0.004859,17.380033,0.003055,2103.46,0.09,2.0919,1.8826,0.122,0.254462
SDSS J084307.94+314129.2,,J08430796+3141297,130.78291666666667,31.691388888888888,47.5,9.1,L3,,22.29,,20.35,,15.99,15.22,14.65,,,,,,,,,,2008.0,,,130.78310170093,31.69153986403,0.0384807,0.0210276,126.93,709888240682536448,130.78284527115,1.4049,31.69134295162,0.796,17.0885,1.5646,10.9217,66.13,-49.093,2.091,-44.305,1.801,194,5.6563,326.13,3.91,3.356,95,1.3269,0.2787,13,1.304,false,84.5498,0.679004,20.869585,30.3605,7.21807,21.63277,146.079,19.336424,2.087,2.296347,,,0,,,146031307829540286,1237660963473523606,,,0.009144,0.258144,0.070271,20.855536,0.009038,85.651,0.71,33.2544,28.5844,-0.5248,0.785279
2MASS J08072925-3056330,,J08072925-3056330,121.87208333333334,-30.9425,30.55,16.55,L3,,,,,,15.27,14.45,13.88,,,,,,,,,,2012.0,,,121.8718852836,-30.94256984373,0.0085832,0.0064025,6.72,5595984980999231616,121.87204803027,0.3141,-30.94330823567,0.4378,26.4704,0.549,48.2194,169.081,31.407,0.401,-166.138,0.534,392,2.5425,523.15,2.095,3.199,95,0.9356,0.1024,25,1.092,false,164.703,0.850045,20.14561,43.1558,5.77783,21.250946,323.196,18.47423,2.224,2.776716,,,0,,,,,,,0.006244,0.145389,0.027563,20.123323,0.006142,168.119,0.777,6.4373,8.5571,0.0689,0.661185
DENIS-P J185950.9-370632 B,x,J18595094-3706313,284.9625,-37.10861111111111,129.0,11,L3,,,,,,,,,,,,,,,14.0,7.8,,,,,284.96227545682,-37.10874815943,0.0039003,0.0031494,59.16,6730829994739866624,284.96229839424,0.2024,-37.1088735782,0.1982,6.358,0.2367,26.8601,28.518,4.116,0.232,-28.219,0.207,217,1.6112,308.55,0.976,3.772,31,,,16,1.078,false,716.217,2.18104,18.549755,56.4835,11.9775,20.958738,1275.88,16.983368,1.86,3.97537,,,0,,,,,211871295,,0.004304,0.23025,0.012846,18.549755,0.004304,716.217,0.244,3.7177,3.363,0.1863,0.811789
SDSS J081253.19+372104.2,,,123.22166666666666,37.35111111111111,53.5,10.2,L3,,,,20.21,,15.75,14.98,14.28,,,,,,,,,,2010.0,,,123.22166240589,37.35125074103,0.0295241,0.0168292,73.54,907818338184084096,123.22173014285,1.2798,37.3505677008,1.4584,17.6056,1.9284,9.1296,154.161,12.115,1.781,-153.684,1.174,147,2.8686,220.93,4.679,4.744,95,1.1666,0.2918,12,1.173,false,109.686,1.42338,20.586992,38.0514,10.3196,21.387617,195.372,19.020739,2.128,2.366879,,,0,,,152821232216971608,1237657608571454318,,,0.014356,0.294466,0.062785,20.571686,0.014163,111.243,0.741,28.7128,18.1788,0.3064,0.502816
2MASS J21420580-3101162,,J21420580-3101162,325.52416666666664,-31.02111111111111,43.0,4,L3,,,,,,15.84,14.77,13.97,,,,,,,,,,2000.0,,,325.52425982857,-31.02123164739,0.0430404,0.0192007,56.72,6593114518388811392,325.52452045329,1.8562,-31.02175602288,1.2832,29.204,1.4605,19.996,128.241,50.254,2.256,-117.984,1.714,201,2.1151,272.29,1.647,0.6586,95,1.2512,0.2264,15,1.107,false,93.7536,0.679701,20.757397,36.2231,8.25981,21.441078,154.368,19.276506,2.033,2.164572,,,0,,,70773255244184415,,1132224,,0.00834,0.247592,0.042892,20.745698,0.00826,94.7693,0.675,37.4912,28.5579,0.6358,0.520484
2MASS J13204427+0409045,x,J13204427+0409045,200.18458333333334,4.1513888888888895,33.0,3,L3,,,,,,15.25,14.3,13.62,,,,,,,84.0,2200.0,,2004.0,UNCON,,200.18452750765,4.15127163247,0.0126851,0.0096207,109.3,3715937882671184128,200.18227499792,0.5509,4.15218577431,0.3934,32.3992,0.5958,54.379,545.729,-505.485,0.775,205.681,0.624,268,1.7999,340.65,1.723,1.75,95,0.921,0.14,16,1.078,false,144.223,1.58163,20.28978,42.0987,7.6494,21.27787,268.592,18.675163,2.154,2.602707,,,0,,,112982001831522609,1237655124479246386,,,0.012221,0.1973,0.034455,20.270355,0.012016,146.827,0.732,12.3875,10.0011,-0.1721,0.467297
SDSS J144016.20+002638.9,,J14401622+0026390,220.0675,0.4444444444444445,48.0,4,L3,,22.94,,20.71,,16.07,15.41,14.82,14.82,14.28,13.96 >,12.12,,,,,,1991.0,,,220.06749274357,0.44425968658,0.0014486,0.0010889,86.59,3651711938158972672,220.06749274357,1.4475,0.44425968658,1.0904,,,,,,,,,84,0.5478,85.38,1.248,0.1732,3,,,8,,false,75.337,1.29366,20.994846,33.4992,11.2432,21.525955,108.044,19.663897,1.879,1.862059,,,0,,,108532200675653557,1237648705130005757,112574842,,0.018846,0.364412,0.097582,20.994846,0.018846,75.337,0.563,1.4475,1.0904,0.0344,0.665641
SDSSp J032817.38+003257.2,,J03281738+0032572,52.0725,0.5491666666666667,46.0,4,L3,,22.9,,20.61,,15.99,14.98,14.16,,,,,,,,,,2002.0,,,52.0732778638,0.54932939649,0.0159355,0.0032055,39.11,3264440097197783040,52.0732778638,10.355,0.54932939649,12.5295,,,,,,,,,49,3.155,79.73,9.555,4.853,3,,,5,,false,71.8434,1.68633,21.0464,37.5018,20.0106,21.403414,102.877,19.717096,1.954,1.686317,,,0,,,,,,,0.025633,0.579344,0.252003,21.0464,0.025633,71.8434,0.661,10.355,12.5295,0.9192,2.860805
2MASSW J1438549-130910,,J14385498-1309103,219.72916666666666,-13.152777777777779,37.0,7,L3,,,,,19.1,15.49,14.5,13.86,,13.29,12.97,11.81,,,,,,2000.0,,,219.72921766708,-13.15289364141,0.0360135,0.0153856,140.7,6323293059262371584,219.72986838007,0.9212,-13.15309338391,0.9106,30.9565,0.9867,31.3753,149.485,142.57,1.596,-44.942,1.828,169,1.7371,206.31,1.555,0.445,95,0.6401,0.2673,12,1.096,false,99.7448,0.972328,20.690142,47.0698,14.5372,21.156687,163.46,19.214367,2.111,1.94232,,,0,,,92212197297226754,,109474965,,0.010937,0.335334,0.072587,20.682316,0.010863,100.466,0.784,25.7294,29.5243,-0.6841,0.453811
2MASSW J0326137+295015,,J03261367+2950152,51.55708333333333,29.8375,32.26,1.56,L3.5,,,,,19.7,15.48,14.4,13.84,,,12.75,,,,,,,1999.0,,,51.55701544936,29.83756727014,0.0303227,0.0151261,56.82,120793859256662144,51.55692272211,1.1286,29.8378636999,0.9323,24.9676,1.2363,20.196,69.108,-18.098,1.674,66.697,1.341,140,1.6181,173.44,2.221,1.23,95,1.4842,0.2645,9,1.098,false,102.004,0.889152,20.665825,55.1907,7.60165,20.983877,183.847,19.086752,2.343,1.897125,,,0,,,143800515568885960,,,,0.009857,0.149569,0.068145,20.658759,0.009798,102.67,1.023,26.6953,20.8717,0.5678,0.321848
2MASS J16415790-3042028,,J16415790-3042028,250.49125,-30.700833333333332,28.89,15.79,L3.5,,,,,,15.22,14.42,13.96,,,,,,,,,,2012.0,,,250.49129414793,-30.7007917913,0.0176656,0.0106831,77.07,6030797054741935104,250.49119310659,0.7845,-30.70095033454,0.418,9.5126,0.7604,12.51,40.677,-19.548,1.09,-35.672,0.694,228,2.5349,293.73,2.201,2.54,95,1.3832,0.1409,15,1.121,false,171.431,1.11546,20.102146,56.8784,11.4456,20.951174,297.454,18.564344,2.067,2.386829,,,0,,,71152504912159210,,144286736,,0.007583,0.218499,0.023058,20.086485,0.007489,173.921,0.677,17.3829,11.1372,0.2229,0.202585
2MASS J06523073+4710348 A,x,J06523073+4710348,103.12791666666666,47.17638888888889,11.0,1,L3.5,21.4,,,,,13.51,12.38,11.69,,10.87,10.51,9.86,1600,0.59,79.0,,,2003.0,UNCON,,103.12799279804,47.17636849846,0.0050995,0.0045872,130.24,954697944875755136,103.12722334041,0.2478,47.17695671421,0.257,109.7651,0.2782,394.5419,177.102,-117.683,0.302,132.348,0.292,238,4.2893,470.7,1.638,8.674,95,1.0539,0.067,16,1.204,false,565.028,1.72664,18.807192,38.4233,6.08045,21.377054,1091.35,17.152987,1.999,4.224068,,,0,,,164611031274782788,,,686199879,0.004313,0.171839,0.011058,18.781601,0.004254,578.504,0.348,4.8923,4.8076,-0.104,0.200239
SDSS J040707.56+154645.2,,J04070752+1546457,61.78125,15.779444444444445,33.0,3,L3.5,,,,,,15.48,14.35,13.56,,,,,,,,,,2000.0,,,61.78135250444,15.77931387927,0.0284926,0.0196926,95.45,45365815403062528,61.78164425642,1.329,15.7790807346,0.7762,28.2801,1.4093,20.0664,82.112,63.17,1.78,-52.458,1.246,200,2.2498,275.2,4.497,3.497,95,1.2301,0.2549,12,1.115,false,105.376,1.01963,20.630514,45.4648,10.5772,21.194355,186.9,19.06887,2.205,2.125485,,,0,,,126930617814895548,1237673328689676977,,,0.010861,0.252609,0.080237,20.619507,0.010759,106.449,0.853,28.4253,19.7896,-0.0713,0.589097
2MASS J08063490-4320470,,J08063490-4320470,121.64541666666666,-43.34638888888889,31.2,17.08,L3.5,,,,,18.66,15.39,14.55,14.11,,,,,,,,,,2012.0,,,121.64544255556,-43.34638104063,0.0102783,0.0083362,175.77,5532863251097603456,121.64518565602,0.3748,-43.34608262025,0.5016,15.3454,0.5174,29.6597,79.217,-42.035,0.522,67.145,0.652,276,3.088,394.54,2.204,3.424,95,0.9635,0.1565,20,1.134,false,164.733,0.829778,20.145414,53.444,23.0019,21.018795,293.155,18.58015,2.104,2.438644,,,0,,,,,444372483,,0.006124,0.4673,0.02184,20.128836,0.00605,167.268,0.706,8.348,10.2687,-0.031,0.07343
2MASS J00193927-3724392,,J00193927-3724392,4.91375,-37.41083333333333,,,L3.5,,,,,,15.52,,,,,,,1700,,,,,,,,4.91372889393,-37.41090143768,0.0246977,0.0155896,16.83,4998742462483975424,4.91465475009,0.9278,-37.41082451742,0.6939,25.008,1.3855,18.0504,166.369,165.466,1.02,17.308,1.498,258,1.6206,352.62,4.057,3.409,95,1.1129,0.2247,15,1.072,false,92.5885,1.67793,20.770973,40.9698,8.59189,21.307383,194.532,19.025415,2.544,2.281967,,,0,,,,,9041814,,0.019868,0.22771,0.046864,20.757181,0.019622,93.7722,1.169,16.5468,24.0669,0.2554,0.252495
SDSS J144825.69+103158.8,,J14482563+1031590,222.10666666666665,10.533055555555556,22.0,2,L3.5,,,,19.63,,14.56,13.43,12.68,,,,,,,,,,2002.0,,,222.1068280356,10.53307387714,0.0106863,0.0081944,132.02,1175003649462887040,222.10784025932,0.4622,10.53254689141,0.3966,69.6352,0.5322,130.8507,253.37,223.913,0.607,-118.572,0.588,202,1.4491,268.08,1.81,2.375,95,1.0046,0.1273,14,1.072,false,217.687,1.11365,19.842787,46.4292,13.6182,21.171564,393.887,18.259466,2.023,2.912098,,,0,,,120632221074899765,1237662199891755378,,,0.0062,0.31847,0.034265,19.818438,0.00609,222.624,0.555,9.6496,9.393,-0.2581,0.574935
ULAS J085559.77+003048.3,,,133.99916666666667,0.5133333333333333,,,L3.5,,24.21,,22.06,,17.54,16.78,,16,15.29,14.95,11.95,,,,,,2015.0,,,133.99979570466,0.51385481216,0.0127075,0.0085754,113.37,3074734445455132288,133.9997957774,0.5962,0.51385480266,0.3643,0.5653,0.7883,0.7171,0.017,0.016,0.75,-0.002,0.579,406,1.353,480.63,0.619,0.1599,31,,,16,1.047,false,118.346,0.632919,20.50448,74.6696,5.79231,20.655682,75.6744,20.050524,1.27,0.605158,,,0,,,108611339997937046,1237650796751552830,77720172,,0.006427,0.084269,0.072687,20.50448,0.006427,118.346,0.085,12.1511,9.3472,-0.2819,2.941438
DENIS-P J1454078-660447,,J14540797-6604476,223.53333333333333,-66.08,11.0,2,L3.5,,,,,,13.06,12.17,11.72,,,,,,,,,,2003.0,,,223.53319450566,-66.07983214043,0.0061334,0.0036149,20.78,5848753805085988352,223.53849427609,0.2241,-66.08142937993,0.2821,93.9418,0.3651,257.2753,602.416,483.494,0.245,-359.358,0.361,589,29.9027,4201.91,3.364,102.5,95,0.9799,0.0707,28,1.992,false,776.716,1.86945,18.461712,30.9675,2.73533,21.611277,1713.98,16.662884,2.247,4.948393,,,0,,,,,384120167,,0.003797,0.095943,0.005556,18.436121,0.003756,795.241,0.494,4.0196,5.8761,0.3447,0.637366
DENIS-P J1454078-660447,,J14540797-6604476,223.53333333333333,-66.08,11.0,2,L3.5,,,,,,13.06,12.17,11.72,,,,,,,,,,2003.0,,,223.53345226165,-66.08035930517,0.0035585,0.002113,19.74,5848753805073566848,223.53348893216,0.131,-66.08036518918,0.1675,0.0347,0.2101,0.1653,3.598,3.345,0.141,-1.324,0.21,579,0.79,624.08,0.0,0.0,95,1.4414,0.0446,27,1.023,false,428.168,0.724683,19.108332,154.151,3.71529,19.86868,358.885,18.360508,1.198,1.508171,,,0,,,,,,,0.003312,0.026316,0.013087,19.107123,0.003311,428.644,-0.073,2.3237,3.4246,0.3274,1.305095
WISE J000603.34-522744.3,,J00060303-5227433,1.51375,-52.46222222222222,,,L3.5,,,,,,15.75,14.79,14.06,,13.6,13.34,,,,,,,2015.0,UNCON,,1.51252980468,-52.46199928871,0.0215584,0.0137097,175.58,4972371672524763520,1.51465453067,0.6776,-52.46243229191,0.9002,23.4339,1.2842,18.2478,307.138,291.278,0.867,-97.421,1.343,484,26.5174,2239.33,8.194,29.32,95,1.0814,0.2332,24,1.97,false,99.7107,0.835074,20.690514,29.7573,5.04432,21.654558,210.963,18.937382,2.414,2.717176,,,0,,,,,503750866,,0.009501,0.18407,0.027023,20.669183,0.009332,101.689,0.975,13.7696,21.5202,-0.0718,2.794152
2MASS J00165953-4056541,,J00165953-4056541,4.247916666666667,-40.94833333333333,31.0,3,L3.5,,,,,,15.32,14.21,13.43,,,,,,,,,,2002.0,,,4.24807522143,-40.94830878655,0.0187051,0.0137503,14.75,4995583325059035008,4.24932963734,0.5465,-40.94823084805,0.7281,28.8236,0.9661,29.8335,213.899,213.179,0.871,17.538,1.171,347,4.2166,482.95,3.284,3.44,95,1.3124,0.1737,16,1.165,false,113.159,0.773005,20.553143,53.6056,10.3263,21.015516,196.5,19.014488,2.21,2.001028,,,0,,,,,8970096,,0.007912,0.20917,0.041286,20.544312,0.007856,114.083,0.875,14.1244,18.4243,0.1522,0.440087
2MASS J07003664+3157266 A,x,J07003664+3157266,105.1525,31.9575,11.36,0.18,L3.5,,,,,,13.17,12.21,11.58,,,,,2100,0.84,74.0,,,1999.0,,,105.1530138752,31.9570730186,0.0058659,0.0047675,97.08,890663968222557440,105.15346805779,0.3112,31.9546298467,0.2806,89.0182,0.3676,242.1412,556.51,86.704,0.365,-549.714,0.295,217,18.0972,1295.29,2.588,52.29,31,,,16,1.995,false,1041.6,4.95361,18.14311,42.9773,8.74868,21.255444,2278.25,16.353895,2.229,4.901548,,,0,,,146341051533596926,,,610153712,0.005853,0.221036,0.008244,18.14311,0.005853,1041.6,0.482,5.8507,4.7861,-0.051,2.196896
2MASS J13153094-2649513 A,x,J13153094-2649513,198.87875,-26.830833333333334,18.0,2,L3.5,,,< 17.70,,,15.14,14.14,13.46,13.45,12.73,12.28,11.87,1760,0.84,70.0,,,2002.0,,,198.87858242815,-26.8310637031,0.0136322,0.0080184,104.16,6186534394250282752,198.87515444036,0.6968,-26.8323486641,0.475,54.5626,0.7956,68.5817,746.515,-688.26,0.827,-289.107,0.521,227,0.8085,254.04,0.381,0.06216,95,1.3867,0.1637,16,1.037,false,138.271,0.978827,20.335537,27.8857,4.4484,21.725088,264.314,18.692596,2.113,3.032492,,,0,,,75801988761211963,,99117730,,0.008165,0.173222,0.046678,20.309946,0.007997,141.569,0.627,13.3628,8.4599,-0.255,0.988722
DENIS-P J0053189?363110,,J00531899-3631102,13.329166666666667,-36.519444444444446,21.0,2,L3.5,,,,,18.1,14.45,13.48,12.94,12.91,12.31,12.03,11.52,,,,,,2003.0,,,13.32909379966,-36.5194949535,0.0079811,0.0069374,13.76,5001668709601989248,13.32943371432,0.4431,-36.5199777052,0.4585,40.199,0.7514,53.5004,124.804,61.464,0.429,-108.619,0.484,556,24.0869,1964.64,5.343,37.07,95,1.2366,0.1229,20,1.807,false,238.594,1.43894,19.74322,34.4769,5.63464,21.49472,522.104,17.953503,2.333,3.541218,,,0,,,,,9121356,,0.007104,0.177466,0.015948,19.717629,0.006964,244.284,0.774,7.0006,7.9257,0.0649,0.2784
2MASSW J0036159+182110 A,x,J00361617+1821104,9.0675,18.352777777777778,8.76,0.06,L3.5,21.33,,,,16.11,12.47,11.59,11.06,11.03,,10.24,,2000,0.45,,,,2000.0,,,9.06713287075,18.35285740849,0.0027805,0.0017674,65.72,2794735086363871360,9.07135464104,0.1082,18.35341013814,0.0769,114.4735,0.1381,828.645,910.118,901.582,0.164,124.354,0.122,426,-0.8693,1055.33,0.819,15.61,95,1.0211,0.0248,20,0.969,false,1847.11,2.88316,17.521132,90.835,11.9207,20.44291,3431.92,15.909052,1.907,4.533857,,,0,,,130020090705414505,1237679457613250864,,542003174,0.003235,0.142514,0.005358,17.495541,0.003214,1891.17,0.212,2.6367,1.9755,0.3315,1.286778
2MASS J15500845+1455180 A,x,J15500845+1455180,237.53541666666666,14.921666666666667,33.0,3,L3.5,,,,19.75,,14.78,14.42,13.26,,,,,1910,,73.0,,,2000.0,,,237.5352790209,14.9217773411,0.0257297,0.0157946,70.32,1192782134013894144,237.53577276042,1.396,14.92113444411,0.8321,32.0268,1.5319,20.9063,180.131,107.345,1.56,-144.652,1.074,197,1.8827,236.44,2.511,1.64,95,0.7707,0.2845,13,1.096,false,84.375,0.893646,20.871832,,,,,,,,,,0,,,,,,,0.011825,,,20.871832,0.011825,84.375,,24.8035,17.2127,0.3065,0.622903
2MASS J15500845+1455180 A,x,J15500845+1455180,237.53541666666666,14.921666666666667,33.0,3,L3.5,,,,19.75,,14.78,14.42,13.26,,,,,1910,,73.0,,,2000.0,,,237.53523632006,14.92153716961,0.0121713,0.0060715,60.9,1192782138303692800,237.5357031295,0.5292,14.92089854054,0.3655,29.2295,0.643,45.4548,175.919,101.49,0.699,-143.692,0.503,465,1.6457,575.89,1.375,1.39,95,0.981,0.1122,19,1.054,false,159.79,0.681219,20.178495,33.8666,5.1905,21.514114,422.487,18.183361,2.856,3.330753,,,0,,,125902375355216015,1237665565006430675,,,0.005387,0.166427,0.02411,20.152904,0.005294,163.6,1.327,11.0374,7.9486,0.539,0.781605
SDSS J110009.62+495746.5,,J11000965+4957470,165.04041666666666,49.963055555555556,25.1,4.8,L3.5,,,,20.09,,15.28,14.19,13.47,,12.96,12.61,12.17,,,,,,2002.0,,,165.04016829758,49.96299054497,0.0167264,0.010553,169.04,833043374172123520,165.03915509803,0.4867,49.96238995126,0.7258,39.2773,0.8238,47.6805,199.417,-146.649,0.674,-135.135,1.008,311,2.9806,420.81,2.557,2.84,95,0.7289,0.179,20,1.122,false,130.296,0.787954,20.400038,38.9344,12.5719,21.362709,235.643,18.817257,2.107,2.545452,,,0,,,167951650395595840,1237657628449899552,,,0.007121,0.350596,0.047007,20.381594,0.007019,132.529,0.694,10.8378,16.5433,-0.1754,0.620969
