Designation,M?,2MASS Number,RA,DEC,DIST,+/-,SPEC,V,r,R,i,I,J,H,Ks,K,W1,W2,W3,Teff K,RAD Rj,MASS Mj,a AU,PER yr,DISC PUBL,STAT,PM?
2MASSW J0306268+154514,,J03062684+1545137,46.611666666666665,15.75388888888889,36.0,6,L6,,,,,,17.11,16.24,15.13,,,,,,,,,,2000.0,,
USco J155150.2-213457,,,237.95916666666668,-21.5825,145.0,2,L6,,,,,21.9,18.13,17.22,,16.41,15.85,15.26,,,,9.0,,,2008.0,,
2MASS J22551861-5713056 A,x,J22551861-5713056,343.8275,-57.218333333333334,12.0,1,L6,,,,,,14.08,13.19,12.58,,,,,,,79.0,,,2002.0,,
LP 261-75 B,x,J09510549+3558021,147.77291666666667,35.967222222222226,43.0,5,L6,,,,,20.7,17.23,15.9,15.14,15.1,,,,,,20.0,820.0,,1997.0,,
WISE J143414.79-275342.6,,,218.56166666666667,-27.89527777777778,32.2,3.9,L6,,,,,,16.32,15.43,,14.59,14.07,13.56,>12.05,,,,,,2015.0,,
2MASS J05185995-2828372 A,x,J05185995-2828372,79.75,-28.47694444444444,23.36,0.49,L6,,,,,,16.67,15.11,14.3,,13.41,12.82,11.73,,,73.0,,,2002.0,,
2MASS J15382417-1953116,,J15382417-1953116,234.60083333333333,-19.886666666666667,21.0,8,L6,,,,,,15.93,,14,,,,,,,,,,2002.0,,
SDSS J162051.17+323732.1,,J16205116+3237322,245.21333333333334,32.62555555555556,41.0,7,L6,,,,,,17.51,16.3,15.52,,,,,,,,,,2003.0,,
ULAS J133148.66-011700.6,,,202.95291666666665,-1.283611111111111,,,L6,,,,,,15.33,14.67,,14.05,13.41,13.12,12.26,,,,,,2002.0,,
GJ 417 C,x,J11122567+3548131,168.10708333333332,35.80361111111111,21.93,0.21,L6,,,,,,15.49,14.45,,13.63,,,,1630,1.0,48.0,2.85,15.65,2003.0,,
SDSS J162255.27+115924.1,,J16225533+1159238,245.73041666666666,11.989999999999998,43.0,2,L6,,,,,,16.88,16.15,15.55,,,,,,,,,,2000.0,,
ULAS J095126.87+075756.8,,,147.86208333333335,7.965833333333333,,,L6,,25.2,,22.61,,17.62,16.64,,15.87,15.05,14.8,>12.93,,,,,,2015.0,,
ULAS J131610.13+031205.5 A,x,,199.04208333333332,3.2016666666666667,,,L6,,24.51,,22.83,,16.75,16.13,,15.43,14.18,13.78,>12.29,,,,,,2015.0,,
2MASSI J1010148-040649,,J10101480-0406499,152.56166666666667,-4.113888888888889,16.72,2.27,L6,,,,,,15.51,14.39,13.62,,,,,,,,,,2000.0,,
WISE J044552.98+362935.0,,,71.47083333333333,36.49305555555556,36.3,4.4,L6,,,,,,16.72,15.79,,14.94,14.24,13.83,>12.51,,,,,,2015.0,,
ULAS J134414.90+092405.0,,,206.06208333333333,9.401388888888889,,,L6,,24.79,,22.79,,17.29,16.3,,15.46,14.59,14.06,>13.02,,,,,,2015.0,,
WISE J122221.95-213948.6,,,185.59166666666667,-21.66361111111111,30.5,2.5,L6,,,,,,,,,,,,,,,,,,2015.0,,
SDSS J133148.92-011651.4,,J13314894-0116500,202.95375,-1.2805555555555554,14.86,2.78,L6,,22.78,,20.69,,15.46,14.48,14.07,,13.41,13.12,12.26,1900,1.0,,,,2002.0,,
2MASS J08503593+1057156 A,x,J08503593+1057156,132.64958333333334,10.954444444444444,32.79,0.86,L6   <,22.5,,22.86,,20.43,16.88,15.65,14.47,14.86,,,,1590,1.0,42.0,7700.0,,1999.0,,
2MASS J06523073+4710348 B,x,J06523073+4710348,103.12791666666666,47.17638888888889,8.8,,L6.5,,,,,,,,,,,,,,,74.0,2.0,10.0,,,
WISE J085039.11-061023.7,,,132.66291666666666,-6.173333333333334,25.5,4.5,L6.5,,,,,,,,,,,,,,,,,,,,
2MASS J22443167+2043433,,J22443167+2043433,341.13208333333336,20.72861111111111,19.0,2,L6.5,,,,,20.1,16.48,15,14.02,,12.78,12.11,11.14,,,,,,2002.0,,
SDSS J042348.57-041403.5 A,x,J04234858-0414035,65.9525,-4.234444444444445,13.64,0.26,L6.5,,22.64,,20.14,,15.02,13.91,13.26,,12.18,11.56,10.54,,,63.0,,,2002.0,,
SDSS J082957.04+265509.8,,J08295707+2655099,127.48791666666666,26.919444444444444,31.0,3,L6.5,,,,,20.6,17.11,15.81,14.96,,13.9,13.39 >,12.63,,,,,,2000.0,,
SDSS J152531.32+581053.1,,J15253132+5810525,231.38041666666666,58.18138888888889,39.0,1,L6.5,,,,,,17.06,15.83,15.55,,,,,,,,,,1995.0,,
SDSS J142227.25+221557.1,,J14222720+2215575,215.61333333333334,22.266111111111112,42.0,1,L6.5,,,,,,17.06,16.03,15.64,,14.93,14.65 >,12.83,,,,,,2003.0,,
SDSS J080140.52+462849.0,,J08014056+4628498,120.41916666666667,46.480555555555554,26.0,2,L6.5,,23.36,,21.28,19.7,16.28,15.45,14.54,,13.94,13.67 >,12.85,,,,,,2000.0,,
2MASS J23512200+3010540,,J23512200+3010540,357.84166666666664,30.18166666666667,,,L6.5,,,,,,15.85,14.57,,14.02,,,,,,,,,2010.0,,
ULAS J094136.50+094214.2,,,145.40208333333334,9.703888888888889,,,L6.5,,24.02,,23.16,,17.51,16.46,,15.55,14.43,13.96,>12.75,,,,,,2015.0,,
2MASSI J0439010-235308,,J04390101-2353083,69.75416666666666,-23.885555555555555,9.06,0.33,L6.5,,,,,,14.41,13.41,12.82,,,,,,,,,,2003.0,,
WISE J000458.47-133655.1,,,1.24375,-13.615277777777777,,,L7,,,,,,16.84,16.12,>15.41,,15.12,14.46,,,,,,,2015.0,UNCON,
DENIS-P J020529.0-115925 B,x,J02052940-1159296,31.3725,-11.991666666666665,19.76,0.59,L7,,,,,,,,,,,,,,,52.0,9.2,105.0,1997.0,,
2MASS J11193254-1137466,,J11193254-1137466,169.88541666666666,-11.629722222222222,25.6,8.6,L7,,,,,,17.23,15.7,14.6,,,,,,,6.0,,,,,
2MASS J03185403-3421292,,J03185403-3421292,49.725,-34.35805555555556,13.72,1.45,L7,,,,,,15.57,14.35,13.51,,12.62,12.12,11.16,,,,,,2004.0,,
WISE J000536.63-263311.8,,J00053630-2633123,1.4025,-26.553333333333335,,,L7,,,,,,17.17,15.85,15.19,,14.92,14.26,,,,,,,2015.0,UNCON,
WISE J000627.85+185728.8,,J00062779+1857320,1.61625,18.958055555555553,33.0,2,L7,,,,,,17.14,15.69,14.84,,14.11,13.79,,,,,,,2015.0,,
WISE J062858.69+345249.2,,,97.24458333333334,34.88027777777778,,,L7,,,,,,,,,,,,,,,,,,2015.0,UNCON,
2MASS J05325346+8246465,,J05325346+8246465,83.22291666666666,82.77972222222222,23.65,0.98,L7,,,,,,15.18,14.9,14.92,,13.82,13.26,,,,70.0,,,2002.0,,
2MASS J11582077+043501.4,,,179.58666666666667,4.583611111111111,,,L7,,,,,,15.61,14.68,14.44,,13.7,13.36,,,,,,,,,
2MASS J15423630?0045452,,J15423630?0045452,235.65125,-0.7625,31.0,?,L7,,,,21.87,,16.71,15.98,15.41,,,,,,,,,,2011.0,,
SDSS J104409.43+042937.6,,J10440942+0429376,161.03916666666666,4.493888888888889,19.49,3.84,L7,,,,,,15.88,14.95,14.26,,,,,,,,,,2004.0,,
ULAS J130435.66+154252.6 A,x,J13043568+1542521 A,196.14875,15.714722222222221,,,L7,,25.31,,23.61,,17.19,16.44,15.76,15.86,15.05,14.62,>12.44,,,,,,2015.0,,
WISE J004555.13+795848.7,,,11.479583333333334,79.98027777777779,,,L7,,,,,,,20.94,,,,,,,,,,,2015.0,UNCON,
WISE J220745.53-070325.1,,,331.93958333333336,-7.0569444444444445,34.1,4.1,L7,,,,,,17.54,16.45,,15.5,14.51,13.86,>12.18,,,,,,2015.0,,
HD 218396 b,x,J23072869+2108033,346.8695833333333,21.134166666666665,39.4,1.09,L7,,,,,,16.3,14.87,14.05,,,,,870,1.1,7.0,68.0,450.0,2008.0,,P
2MASS J03400942-6724051,,J03400942-6724051,55.03916666666667,-67.40138888888889,11.0,3,L7,,,,,,14.74,13.59,12.93,,,,,,,,,,2003.0,,
WISE J024502.87-744519.3,,,41.26208333333334,-74.75527777777778,,,L7,,,,,,,,,,,,,,,,,,2015.0,UNCON,
SDSS J163030.53+434404.0,,J16303054+4344032,247.62708333333333,43.73416666666667,25.0,1,L7,,,,,,16.63,15.44,14.65,,,,,,,,,,2004.0,,
SDSS J222551.65+001637.7 B,x,,336.46541666666667,0.2772222222222222,190.0,20,L7,,,,,,,,,,,,,,,47.0,350.0,,2011.0,UNCON,
WISE J034909.44+151436.0,,,57.28916666666667,15.243333333333332,25.2,3,L7,,,,,,17.29,16.04,,14.9,13.85,13.21,>12.07,,,8.0,,,2015.0,,
ULAS J222711-004547,,,336.795,-0.7630555555555556,49.5,18.5,L7,,,,,,18.11,16.61,,15.32,14.3,13.64,12.28,,,,,,2014.0,,
WISE J071350.14+381230.6,,,108.45875,38.20861111111111,29.1,3.5,L7,,,,,,16.68,15.66,,14.84,13.98,13.51,>12.69,,,,,,2015.0,,
2MASS J10020752+1358556 A,x,J10020752+1358556 A,150.53125,13.982222222222223,,,L7,,,,,,17.72,16.56,15.78,,,,,,,,,,,,
WISEA J005757.64+201304.0,,,14.49,20.217777777777776,,,L7,,,,,,16.32,15.45,14.97,,14.32,13.87,,,,,,,2014.0,,
2MASS J21011544+1756586 A,x,J21011544+1756586,315.31416666666667,17.949722222222224,33.18,3.76,L7,,,23.25,,20.73,16.85,15.86,14.89,16.92,,13.51,,,,71.0,,,2000.0,,
2MASS J09153413+0422045 B,x,J09153413+0422045,138.89208333333335,4.368055555555555,14.8,3,L7,,,,,,,,,,,,,,,75.0,10.8,132.0,,,
2MASS J09153413+0422045 A,x,J09153413+0422045,138.89208333333335,4.368055555555555,14.8,3,L7,,,,,,14.55,13.53,13.01,,12.08,11.7,10.95,,,75.0,,,2007.0,,
WISE J192714.29+383754.2,,,291.8095833333333,38.63166666666667,,,L7,,,,,,,,,,,,,,,,,,2015.0,UNCON,
2MASS J0028208+224905,,J0028208+224905,7.086666666666667,22.818055555555556,,,L7,,,,,,,,,,,,,,,,,,,,
SDSS J152613.92+204339.0,,J15261405+2043414,231.55875,20.728055555555553,20.62,3.7,L7,,,,,19.1,15.59,14.5,13.92,,13.15,12.79,12.18,,,,,,2000.0,,
SDSS J140023.12+433822.3,,J14002320+4338222,210.09666666666666,43.63944444444444,23.7,11.1,L7,,,,,,16.3,15.09,14.49,,,,,,,,,,2005.0,,
PSO J318.5338-22.8603,,J21140802-2251358,318.53333333333336,-22.860000000000003,24.57,1.45,L7,,,,,,16.71,15.72,14.74,14.41,13.22,12.46,11.8,1160,1.53,7.0,,,2013.0,,
TWA 27B,x,J12073346-3932539,181.88958333333332,-39.54833333333333,52.77,1.03,L7,28.91,,,,22.74,18.33,18.09,16.94,16.94,,,,1000,1.5,5.0,55.0,2400.0,2004.0,,P
SDSS J104335.08+121314.1,,J10433508+1213149,160.89625,12.220833333333333,14.6,2.26,L7,,,,,,16,14.97,14.26,,,,,,,,,,2006.0,,
ULAS J150140.69-005146.8,,,225.41958333333332,-0.8630555555555556,,,L7,,,,,,17.57,16.56,,15.62,13.41,13.34,12.83,,,,,,2015.0,,
WISE J230606.72-155626.1,,,346.52791666666667,-15.940555555555555,27.1,3.3,L7,,,,,,16.56,15.5,,14.63,13.86,13.36,>12.09,,,,,,2015.0,,
2MASS J17281150+3948593 A,x,J17281150+3948593,262.04791666666665,39.81638888888889,26.53,0.49,L7,,,,,19.6,16.59,15.31,13.91,14.38,13.11,12.6,11.87,1450,1.0,72.0,,,2000.0,,
2MASSW J0030300-145033,,J00303013-1450333,7.625416666666666,-14.842500000000001,26.72,3.21,L7,,,,,18.6,16.28,15.27,14.48,14.51,,13.24,,,,,,,2000.0,,
WISE J174102.78-464225.5,,,265.26166666666666,-46.70722222222223,20.0,10,L7,,,,,,15.79,14.53,13.44,,12.3,11.68,11.43,1450,,13.0,,,2014.0,,
WISE J051526.68-230954.2,,,78.86125,-23.165,,,L7,,,,,,,,,,,,,,,,,,2015.0,UNCON,
DENIS-P J020529.0-115925 A,x,J02052940-1159296,31.3725,-11.991666666666665,19.76,0.59,L7,,,,,18.3,14.59,13.57,13,,12.22,11.72,10.87,,,52.0,,,1997.0,,
WISE J135501.90-825838.9,,,208.75791666666666,-82.9775,,,L7,,,,,,,,,,,,,,,,,,2015.0,UNCON,
WISE J001851.51+515330.6,,,4.714583333333334,51.89194444444444,23.4,2.8,L7,,,,,,16.7,15.4,,14.51,13.58,13.04,12.55,,,10.0,,,2015.0,,
2MASS J23254530+4251488,,J23254530+4251488,351.43875,42.86361111111111,,,L7,,,,,,,,,,,,,1200,,,,,,,
WISE J041318.68+210326.5,,,63.32791666666667,21.0575,,,L7.5,,,,,,,,,,,,,,,,,,2015.0,UNCON,
SDSS J112118.57+433246.5,,J11211858+4332464,170.3275,43.54611111111111,46.0,6,L7.5,,,,,,17.01,16.23,15.57,,,,,,,,,,2006.0,,
Luhman 16 A,x,,162.315,-53.318333333333335,2.02,0.02,L7.5,23.25,,18.85,,15.29,11.53,10.37,9.46,9.44,7.89,7.33,6.2,1310,,47.0,,,2013.0,,
WISE J032744.41-620336.3,,,51.935,-62.059999999999995,,,L7.5,,,,,,,,,,,,,,,,,,2015.0,UNCON,
SDSS J151506.11+443648.3,,J15150607+4436483,228.77541666666667,44.61333333333334,25.0,1,L7.5,,,,,,16.58,15.64,14.76,,13.98,13.47,12.33,,,,,,2002.0,,
WISE J063552.52+514820.4,,,98.96875,51.80555555555555,,,L7.5,,,,,,,,,,,,,,,,,,2015.0,UNCON,
WISE J103534.63-071148.2,,,158.89416666666668,-7.196666666666667,,,L7.5,,,,,,,,,,,,,,,,,,2015.0,UNCON,
SDSS J154508.93+355527.3,,J15450901+3555271,236.2875,35.924166666666665,31.0,4,L7.5,,,,,,16.83,16,15.43,,14.59,14.12 >,12.57,,,,,,2000.0,,
DENIS-P J180026.4+013457,,J18002648+0134565,270.11083333333335,1.581388888888889,8.8,1,L7.5,,,,,,14.3,13.12,12.42,12.45,,,,1430,0.9,53.0,,,2011.0,,
LHS 2397aB,x,J11202634-1440017,170.11,-14.667222222222222,14.25,0.43,L7.5,,,,,,15.23,14.4,,13.6,,,,1350,1.0,71.0,3.086,14.26,2003.0,,
SDSS J115553.86+055957.5,,J11555389+0559577,178.97458333333333,5.999444444444444,17.27,3.04,L7.5,,,,21.28,,15.66,14.7,14.12,14.09,13.3,12.85,12.42,,,,,,2002.0,,
SDSS J093109.56+032732.5,,J09310955+0327331,142.79,3.459166666666667,36.0,8,L7.5,,,,,,16.62,16.27,15.74,,,,,,,,,,1999.0,,
HD 203030 B,x,J21185820+2613500,319.74583333333334,26.229444444444443,40.85,1.75,L7.5,,,,,,18.13,16.85,16.21,,,,,,,20.0,490.0,,2000.0,,
WISEP J004701.06+680352.1,,J00470038+6803543,11.754583333333333,68.06444444444445,15.0,1,L7.5,,,,,,15.6,13.97,13.05,,11.88,11.27,10.33,1350,,,,,2012.0,,
ULAS J223756.91+071656.8,,,339.4870833333333,7.2825,,,L7.5,,24.5,,23.2,,17.49,16.45,,15.66,14.85,14.49,>12.02,,,,,,2013.0,,
DENIS-P J013035.5-444541 B,x,J01303563-4445411,22.649166666666666,-44.76138888888889,40.0,14,L7.5,,,,,,17.28,16.13,15.34,15.34,,,,1450,,69.0,130.0,3860.0,2011.0,,
WISE J223444.44-230916.1,,,338.685,-23.154444444444444,,,L7.5,,,,,,,,,,,,,,,,,,2015.0,UNCON,
2MASS J21321145+1341584 B,x,J21321145+1341584,323.04791666666665,13.699444444444445,27.78,0.54,L7.5,,,,,,17.05,15.9,15.08,,,,,,,79.0,1.8,10.0,,UNCON,
SDSS J082519.45+211550.3,,J08251968+2115521,126.33208333333333,21.264444444444443,10.7,0.1,L7.5,22.5,,21.75,20.6,19.22,15.1,13.79,13.03,12.93,12.08,11.57,10.39,,,,,,2000.0,,
ULAS J131307.47+123540.7 A,x,,198.28125,12.594722222222222,,,L7.5,,24.7,,23.62,,17.43,16.91,,16.51,16.04,15.27,>12.28,,,,,,2015.0,,
SDSS J102552.43+321234.0,,J10255227+3212349,156.46791666666667,32.209722222222226,29.0,1,L7.5,,,,,,> 15.91,15.59,15.07,,14.4,14.03,12.51,,,,,,2004.0,,
GJ 584 C,x,J15232263+3014562,230.84416666666667,30.24888888888889,18.62,0.43,L8,24.4,,,,20.27,16.06,14.93,14.35,14.31,13.56,12.99,11.92,,,63.0,3600.0,,2000.0,,
WISE J233432.53+131315.3,,,353.6354166666667,13.220833333333333,24.0,2.9,L8,,,,,,16.6,15.58,,14.66,13.78,13.26,12.4,,,,,,2015.0,,
SDSS J092933.56+342952.4,,J09293364+3429527,142.39,34.49805555555556,25.1,5.2,L8,,,,,,16.6,15.44,14.64,,13.87,13.25,12.09,,,,,,2000.0,,
GJ 337 C,x,J09121469+1459396,138.06125,14.994444444444444,20.48,0.39,L8,,,,,,15.51,14.62,14.76,14.04,,,,,,20.0,880.0,,2001.0,,
WISE J130729.56-055815.4,,,196.87333333333333,-5.970833333333333,28.0,2,L8,,,,,,,,,,,,,,,,,,2015.0,,
SDSS J121209.31+013627.7 B,x,,183.03875,1.607777777777778,150.0,,L8,,,,,,,,,,,,,,,50.0,0.003,,2008.0,,
SDSSp J003259.36+141036.6,,J00325937+1410371,8.2475,14.176944444444445,33.18,5.68,L8,,,,,,16.83,15.65,14.95,14.99,,13.6,,,,,,,2002.0,,
SDSSp J132629.82-003831.5,,J13262981-0038314,201.62416666666667,-0.6419444444444444,20.01,2.53,L8,,,,,,16.1,15.05,14.21,14.16,13.27,12.72,11.82,,,,,,2000.0,,
WISE J205202.06-204313.0,,,313.00875,-20.720277777777778,29.0,2,L8,,,,,,,,,,,,,,,,,,2015.0,,
2MASS J21481326-6323265,,J21481326-6323265,327.05541666666664,-63.39083333333333,15.0,?,L8,,,,,,15.33,14.34,13.77,,13.48,13.31,12.28,,,,,,,,
WISE J151314.61+401935.6,,,228.31083333333333,40.32666666666667,29.0,2,L8,,,,,,17.08,16.15,15.22,,14.39,13.86,12.68,,,,,,2013.0,,
2MASS J06453153-6646120,,,101.38125,-66.77,,,L8,,,,,,15.6,14.7,14.37,,13.76,13.31,,,,,,,,,
2MASS J08503593+1057156 B,x,J08503593+1057156,132.64958333333334,10.954444444444444,32.79,0.86,L8,,,,,,17.7,16.45,,15.77,,,,1380,1.0,31.0,3.23,24.0,1999.0,,
SDSS J173101.41+531047.9 B,x,J17310140+5310476,262.7558333333333,53.18,,,L8,,,,,,,,,,,,,,,,,,2008.0,UNCON,
2MASS J17281150+3948593 B,x,J17281150+3948593,262.04791666666665,39.81638888888889,26.53,0.49,L8,,,,,,16.91,15.76,,15.04,,,,1280,1.0,69.0,5.3,31.3,2003.0,,
2MASS J08564793+2235182 B,x,J08564793+2235182,134.19958333333332,22.58833333333333,30.86,0.95,L8,,,,,,,,,,,,,,,67.0,3.4,24.0,2003.0,,
SDSSp J085758.45+570851.4,,J08575849+5708514,134.49375,57.1475,10.3,2,L8,,23.02,,20.71,,15.04,13.79,12.96,12.94,12.03,11.42,10.3,,,,,,2002.0,,
WISE J110827.18+083759.5,,,167.11333333333334,8.633333333333335,28.8,3.5,L8,,,,,,16.56,15.65,,14.99,14.13,13.66,>12.62,,,,,,2009.0,,
WD 0137-349 B,x,J01394284-3442393,24.928333333333335,-34.71083333333333,,,L8,,,,,,17.5,18.33,16.8,,,,,1350,0.77,56.0,0.003,0.000217,2006.0,,
WISE J150406.66-455223.9,,,226.02791666666667,-45.873333333333335,23.0,1,L8,,,,,,16.56,15.43,14.83,,14.15,13.81 >,12.34,,,,,,2013.0,,
SDSS J222030.68-004107.9 B,x,J22203068-0041070,335.1279166666667,-0.6852777777777778,60.0,10,L8,,,,,,,17.84,17.18,,,,,1450,,49.0,55.0,,2009.0,,
SDSS J010752.34+004156.1,,J01075242+0041563,16.968333333333334,0.6988888888888889,15.59,1.1,L8,,24.06,,21.52,,15.82,14.51,13.71,,12.69,12.17,11.45,,,,,,2000.0,,
SDSS J151603.03+025928.9 A,x,J15160303+0259292,229.0125,2.991388888888889,26.0,1,L8,,,,,,17.23,16,15.43,,14.65,14.03,,,,,,,2003.0,,
WISE J023038.90-022554.0,,,37.662083333333335,-2.4316666666666666,25.0,2,L8,,,,,,16.68,15.72,14.93,,14.23,13.63,11.85,,,,,,2013.0,,
2MASS J02572581-3105523,,J02572581-3105523,44.3575,-31.097777777777775,10.03,0.67,L8,,,,,,14.67,13.52,12.88,,12.02,11.59,10.6,1400,1.0,,,,2002.0,,
WISE J000856.39-281321.7,,J00085614-2813211,2.235,-28.222777777777775,29.0,5,L8,,,,,,16.73,15.66,15.05,,14.12,13.64,,,,,,,2015.0,UNCON,
2MASS J21011544+1756586 B,x,J21011544+1756586,315.31416666666667,17.949722222222224,33.18,3.76,L8,,,,,,,,,,,,,,,68.0,7.8,84.0,2003.0,,
2MASS J23254530+4251488,,J23254530+4251488,351.43875,42.86361111111111,14.0,1,L8,,,,,,15.49,14.45,13.76,,,,,,,,,,2003.0,,
DENIS-P J025503.5-470050,,J02550357-4700509,43.765,-47.01416666666667,4.97,0.1,L8,,,20.06,,17.24,13.25,12.2,11.56,12.93,,10.19,,1380,0.9,65.0,,,1999.0,,
WISE J055105.96-123913.5,,,87.775,-12.65388888888889,25.5,3.1,L8,,,,,,16.52,15.52,,14.71,13.87,13.4,>11.98,,,,,,2015.0,,
WISEP J060738.65+242953.4,,J06073908+2429574,91.91291666666666,24.499166666666667,7.8,1.28,L8,,22.77,,20.02,,14.22,13.04,12.47,,11.54,10.95,10.14,1460,0.8,,,,2011.0,,
SDSS J104307.51+222523.5,,J10430758+2225236,160.78166666666667,22.423333333333336,16.0,1,L8,,,,,,15.97,14.73,13.99,,,,,,,,,,2007.0,,
WISE J003110.04+574936.3,,J00310928+5749364,7.788750000000001,57.82666666666667,11.0,1,L8,,,,,,14.95,13.78,13.22,,12.41,11.84,11.3,,,,,,2013.0,,
SDSS J100711.74+193056.2,,J10071185+1930563,151.79958333333335,19.515555555555554,28.3,6.7,L8,,,,,,16.87,15.76,15,,,,,,,,,,2002.0,,
WISE J211219.83-491717.0,,,318.0825,-49.28805555555555,,,L8,,,,,,,,,,,,,,,,,,2015.0,UNCON,
WISE J080700.23+413026.8,,,121.75083333333333,41.5075,17.0,1,L8,,,,,,15.84,14.78,14.35,,13.47,13.11,12.09,,,,,,2013.0,,
2MASSI J0328426+230205,,J03284265+2302051,52.17791666666667,23.034722222222225,30.18,3.83,L8,,,,,20.3,16.69,15.55,14.92,14.88,,,,,,,,,2000.0,,
2MASS J22551861-5713056 B,x,J22551861-5713056,343.8275,-57.218333333333334,11.6,3.1,L8,,,,,,,,,,,,,,,74.0,1.6,7.5,,,
SDSSp J083008.12+482847.4,,J08300825+4828482,127.53458333333333,48.480000000000004,13.09,0.59,L8,,23.59,,21.26,,15.44,14.34,13.68,13.69,,,,,,,,,2002.0,,
WISE J010631.20-231415.1,,,16.63,-23.2375,,,L8,,,,,,,,,,,,,,,,,,2015.0,UNCON,
SDSS J121951.45+312849.4,,J12195156+3128497,184.965,31.480555555555554,19.0,2,L8,,,,,,15.91,14.91,14.31,,,,,,,,,,2006.0,,
HQT-5,,,244.71833333333333,66.61777777777777,134.0,44,L8,,,,,25.12,20.2,,,,,,,,,,,,2010.0,,
SDSS J163229.25+190440.3,,J16322911+1904407,248.12125,19.078055555555554,15.24,0.49,L8   >,25.14,,22.67,,19.98,15.87,14.61,14,13.96,13.14,12.6,11.7,,,,,,1999.0,,
SDSS J135923.99+472843.2,,J13592403+4728431,209.85,47.478611111111114,28.0,3,L8.5,,,,,,17.16,16.05,15.49,,,,,,,,,,2004.0,,
WISE J230516.86-110955.2,,,346.3204166666667,-11.165277777777778,33.8,4.2,L8.5,,,,,,17.13,16.24,,15.51,14.62,14.09,>12.24,,,,,,2015.0,,
WISE J024610.23+015644.4,,,41.5425,1.9455555555555555,27.7,3.4,L8.5,,,,,,16.91,15.85,,15.1,14.28,13.65,11.75,,,,,,2015.0,,
WISE J140533.32+835030.5,,,211.38875,83.84194444444444,9.7,1.7,L8.5,,,,20.56,,14.63,13.49,12.85,,12.08,11.5,10.5,1460,,,,,2013.0,,
ULAS J002827.56+142349.1,,,7.115,14.396944444444443,,,L8.5,,25.4,,22.79,,17.56,16.62,,15.85,15.04,14.53,11.38,,,,,,2013.0,,
2MASS J21265916+7617440 A,x,J21265916+7617440 A,321.74666666666667,76.29555555555555,12.0,2,L8.5,,,,,,,13.59,,,,,,,,,,,,,
2MASS J00150206+2959323,,J00150206+2959323,3.75875,29.992222222222225,,,L8.5,,,,,,16.16,15.23,,14.48,,,,,,,,,2010.0,,
WISE J032838.73+015517.7,,,52.16125,1.9216666666666664,,,L8.5,,,,,,,,,,,,,,,,,,2015.0,UNCON,
WISE J060202.67+724235.4,,,90.51125,72.70972222222223,27.0,4,L8.5,,,,,,,,,,,,,,,,,,2015.0,UNCON,
WISE J155254.84+503307.6,,,238.22833333333332,50.55222222222222,35.0,2,L9,,,,,,17.5,16.08,15.53,,15.0,14.41,13.5,,,,,,2013.0,,
WISE J233527.07+451140.9,,,353.86291666666665,45.19472222222222,24.0,2,L9,,,,,,16.7,> 15.26 >,14.46,,13.48,12.93,12.72,,,,,,2013.0,,
WISE J222219.93+302601.4,,,335.5829166666667,30.433611111111112,17.0,1,L9,,,,,,15.89,15.49,14.91,,14.0,13.58 >,12.55,,,,,,2013.0,,
2MASS J09201223+3517429 B,x,J09201223+3517429,140.05083333333334,35.29527777777778,28.82,0.75,L9,,,,,,16.4,15.53,13.98,14.9,,,,1320,1.0,71.0,1.44,6.7,2000.0,,
WISE J095608.17-144708.2,,,149.03416666666666,-14.785555555555556,17.7,2.1,L9,,,,,,15.99,15.07,,14.46,13.52,12.77,11.14,,,,,,2015.0,,
WISE J182717.60+222616.9,,,276.8233333333333,22.438055555555557,24.1,2.9,L9,,,,,,16.48,15.62,,14.82,14.01,13.43,>12.09,,,,,,2015.0,,
WISEPC J004928.48+044100.1,,,12.36875,4.683333333333334,19.2,,L9,,,,22.3,,15.85,14.67,14.17,14.13,13.45,12.94,12.24,,,,,,2010.0,,
WISE J033053.14-035027.3,,,52.72125,-3.8408333333333333,19.1,2.3,L9,,,,,,16.26,15.24,,14.58,13.65,12.93,12.07,,,,,,2015.0,,
2MASS J06143818+3950357,,J06143818+3950357,93.65916666666666,39.843333333333334,26.1,1.3,L9,,,,,,16.59,15.6,,15.02,14.33,13.66,12.19,1420,,58.0,,,2012.0,,
WISEPC J134806.99+660327.8,,,207.02916666666667,66.05777777777777,27.9,,L9,,,,,,17.17,15.84,15.55,,14.44,13.75,12.72,,,,,,2011.0,,
HD 46588 B,x,J06462756+7935045,101.615,79.58472222222221,17.87,0.09,L9,,,,,,16.26,15.08,14.6,,13.58,12.93,,1360,,67.0,1420.0,,2011.0,,
SDSS J154009.36+374230.3,,J15400942+3742316,235.03916666666666,37.70888888888889,19.2,3.9,L9,,,,,,16.56,15.35,14.74,,14.0,13.57,12.11,,,,,,2002.0,,
ULAS J234716.98-011009.1,,,356.8208333333333,-1.1691666666666667,,,L9,,24.38,,22.62,,17.57,16.72,,15.9,15.04,14.65,>12.14,,,,,,2013.0,,
WISE J161628.34+062135.2,,,244.11791666666667,6.359722222222222,32.6,4,L9,,,,,,17.51,16.35,,15.54,14.78,14.09,>12.36,,,,,,2015.0,,
WISE J034409.71+013641.5,,,56.040416666666665,1.6116666666666668,,,L9,,,,,,,,,,,,,,,,,,2015.0,UNCON,
