Star Number,RA (Decimal Degrees),DEC (Decimal Degrees),ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr,angDist
123,139.15641232856098,-60.713370438335744,139.1538276723,-60.7136953789,0.0088965,0.0035843,57.87,5299038398215364096,139.1538276723,7.7715,-60.7136953789,5.6213,,,,,,,,,42,-0.8546,29.55,0.0,0.0,3,,,5,,false,84.9065,1.23268,20.865015,14.3046,4.02292,22.449856,65.8833,20.200958,0.944,2.248898,,,0,,,,,,,0.016002,0.305358,0.209754,20.865015,0.016002,84.9065,-0.426,7.7715,5.6213,0.6835,4.699586
124,330.5767265295484,38.25364144556988,330.57604287785,38.25409418537,0.0068039,0.0046868,141.62,1955807091602610688,330.57604562524,0.2487,38.25409819544,0.2885,0.6104,0.4111,1.4847,1.025,0.485,0.343,0.902,0.372,650,0.5061,739.51,1.164,1.481,95,1.1664,0.0753,25,1.014,false,187.169,0.558882,20.006784,56.7546,4.48376,20.953539,183.192,19.090628,1.282,1.862911,,,0,,,153903305762145479,,,,0.004255,0.085821,0.027071,20.000285,0.00424,188.292,-0.034,5.5987,6.0757,-0.3481,2.52818
125,349.5129686692678,66.68257217499985,349.51352724443,66.68170032522,0.0085499,0.0072096,141.47,2213528189040148224,349.51349592193,0.3709,66.68169156989,0.3384,0.3336,0.4235,0.7877,3.415,-2.79,0.489,-1.97,0.502,302,1.4222,349.49,1.315,1.266,95,1.3066,0.1021,24,1.058,false,183.393,0.751854,20.028912,52.2946,5.84637,21.0424,193.797,19.029526,1.342,2.012875,,,0,,,188013495134468783,,,,0.005235,0.121414,0.039276,20.019877,0.005204,184.925,0.005,7.7571,8.0564,-0.1647,3.238016
127,191.97884703225898,-76.85571192432727,191.97766812333,-76.85437011594,0.00134,9.071E-4,31.22,5789177557764874112,191.97758226703,0.0501,-76.85436923385,0.0517,0.1621,0.0611,2.6534,4.398,-4.393,0.064,0.198,0.077,345,1.269,391.71,0.161,0.9455,31,,,25,1.048,false,3026.08,2.19988,16.985165,748.205,6.54725,18.153492,3410.09,15.91598,1.374,2.237512,,,0,,,,,407120023,,0.002866,0.009902,0.004742,16.985165,0.002866,3026.08,0.006,1.0412,1.2387,0.3343,4.92599
133,320.5627253681498,82.41761271861344,320.57483919831,82.41898198433,2.531E-4,2.092E-4,32.09,2298681722480045696,320.57479422067,0.01,82.41898529396,0.011,0.08,0.0118,6.7961,1.529,-1.335,0.014,0.745,0.015,331,0.9773,330.28,0.0,0.0,31,,,24,1.037,false,71205.9,19.1038,13.556077,22611.8,35.2379,14.452703,70453.6,12.628139,1.307,1.824564,-71.36,0.95,8,5000.0,3.0,206903205753163563,,,863034278,0.002771,0.003263,0.00387,13.556077,0.002771,71205.9,-0.004,0.2224,0.2415,0.1701,7.576646
134,227.93541378824483,-43.58022075934933,227.9332739471,-43.58082870995,0.0015835,0.0012223,87.57,6003436876110117376,227.9332647138,0.0685,-43.58083369432,0.0535,0.5244,0.0834,6.2878,1.877,-1.505,0.098,-1.121,0.077,296,-1.0124,277.81,0.0,0.0,31,,,17,0.957,false,2250.77,1.68693,17.306538,1029.19,6.66092,17.8073,1724.09,16.656498,1.223,1.150803,,,0,,,,,310308001,,0.002873,0.007561,0.006231,17.306538,0.002873,2250.77,-0.008,1.5829,1.2231,0.0222,5.994252
135,193.7423091131646,4.289817805482556,193.74072383704,4.28995590965,0.0071076,0.0022489,101.71,3704731488361738112,193.74072383704,6.9745,4.28995590965,2.6328,,,,,,,,,296,36.1961,2326.21,29.018,705.0,3,,,12,,true,78.1541,0.851718,20.954987,231.239,9.24183,19.42839,642.695,17.727882,11.182,1.700508,,,0,,,113141937407818516,1237655124476428392,,472136828,0.012149,0.043483,0.014,20.954987,0.012149,78.1541,9.887,6.9745,2.6328,-0.4922,5.712681
136,100.38150111515435,46.557871530123094,100.38070557866,46.56025911825,0.0089426,0.0047975,128.72,966359086026340224,100.38071587373,0.3539,46.56024936518,0.3351,-0.2101,0.4198,-0.5004,2.712,1.593,0.472,-2.194,0.412,322,-0.795,308.11,0.0,0.0,95,1.4833,0.0756,17,0.968,false,246.058,0.896222,19.709776,80.6613,16.575,20.57188,273.921,18.653833,1.441,1.918047,,,0,,,163871003807262973,,,,0.00482,0.223124,0.036886,19.702359,0.004798,247.744,0.117,7.5948,6.7309,-0.5437,8.818019
138,87.8714809887956,-64.49161947824643,87.87140984496,-64.49367715029,0.0313854,0.0272807,141.38,4756075126638258560,87.8714229521,1.1601,-64.49363525252,1.1268,0.5163,1.0869,0.4751,9.512,1.27,1.847,9.427,1.86,158,34.2834,2083.6,6.031,35.01,31,,,15,3.5,false,95.8507,1.09489,20.73338,65.0375,6.5682,20.805632,61.3538,20.278292,1.319,0.52734,,,0,,,,,495317660,,0.012705,0.109685,0.080789,20.73338,0.012705,95.8507,0.138,28.9494,29.8532,-0.1359,7.40844
143,266.81530064509656,-43.0147245740457,266.8152014856,-43.01634898509,3.652E-4,2.427E-4,80.81,5957150808177483008,266.81518208541,0.0188,-43.01636844808,0.0156,0.3578,0.0209,17.1196,5.419,-3.192,0.022,-4.379,0.015,336,1.2703,364.73,0.04,0.732,31,,,19,1.049,false,42077.8,8.32241,14.127234,18133.9,17.4311,14.692317,34436.5,13.405347,1.249,1.28697,,,0,,,,,133282725,,0.002764,0.002979,0.003925,14.127234,0.002764,42077.8,0.004,0.3626,0.2466,0.1312,5.853702
145,225.58716973907065,-21.765257603100153,225.5856090182,-21.76436210897,0.0020181,0.0015753,117.97,6231698651133329280,225.58550286516,0.098,-21.76438373789,0.0805,0.8696,0.1121,7.759,22.709,-22.182,0.12,-4.866,0.105,196,-1.1437,176.59,0.0,0.0,31,,,15,0.94,false,1694.58,1.89661,17.614712,618.206,10.7591,18.36071,1492.55,16.813076,1.246,1.547634,,,0,,,81882255855443097,,118492443,,0.003011,0.019101,0.010931,17.614712,0.003011,1694.58,-0.03,1.9294,1.6827,-0.203,6.133593
147,244.29674893873243,39.23913249743998,244.2948555416,39.23961138522,3.127E-4,2.346E-4,18.36,1380428709711176192,244.29481919756,0.0123,39.23952297539,0.014,0.6385,0.0153,41.8251,20.876,-6.333,0.015,-19.892,0.019,421,6.4786,637.74,0.094,5.288,31,,,30,1.232,false,40165.0,6.04397,14.177748,19879.3,17.4853,14.592541,28806.2,13.599181,1.212,0.99336,,,0,,,155082442948628088,1237665356695470169,,647223003,0.00276,0.002949,0.003861,14.177748,0.00276,40165.0,-0.004,0.2434,0.3059,0.1718,5.553604
148,191.29071567054433,-53.168634974607684,191.29236528746,-53.16861390265,0.0142874,0.008728,49.11,6075095145565587584,191.29228824123,0.6029,-53.16863059586,0.4669,1.2342,0.7338,1.682,11.05,-10.392,0.743,-3.756,0.7,611,0.807,754.08,2.376,2.965,95,1.1205,0.1338,20,1.023,false,107.175,0.5003,20.612133,31.6643,2.87656,21.587116,127.815,19.481441,1.488,2.105675,,,0,,,,,,,0.005769,0.098674,0.032855,20.601476,0.005725,108.232,0.138,12.2185,11.4463,0.4528,3.560786
149,43.95630385268745,42.83718543098655,43.9555646173,42.8348297652,0.0041764,0.0036203,70.53,336568686881186944,43.95554901371,0.1277,42.83481057283,0.145,0.2755,0.2058,1.3389,5.028,-2.575,0.258,-4.318,0.233,327,0.3404,344.11,0.0,0.0,31,,,15,1.012,false,737.847,1.16467,18.51745,311.039,6.99812,19.106504,575.544,17.847698,1.202,1.258806,,,0,,,159400439555062433,1237661121312326332,,665051958,0.003245,0.024587,0.021281,18.51745,0.003245,737.847,-0.041,4.1183,3.6862,0.0897,8.702039
150,289.7198319236253,-42.42277434458193,289.72138350189,-42.42068472083,0.0011992,0.0010236,48.17,6713104119251193856,289.72137009463,0.0565,-42.42071444301,0.0604,0.1582,0.0615,2.5726,7.049,-2.227,0.069,-6.687,0.067,213,-0.9476,196.3,0.0,0.0,31,,,16,0.952,false,3895.84,3.08227,16.710863,2070.6,13.264,17.048304,2620.92,16.20176,1.204,0.846544,,,0,,,,,210722628,,0.002886,0.007494,0.006513,16.710863,0.002886,3895.84,0.001,1.1245,1.1051,0.156,8.578589
152,278.6021863750639,62.12366034523083,278.60389340501,62.12340334649,0.0055448,0.0046762,56.2,2159683416705719680,278.60387869324,0.2465,62.12335937057,0.2326,0.8862,0.2455,3.6105,10.015,-1.548,0.332,-9.895,0.307,321,-1.0377,300.91,0.0,2.265E-15,95,1.4479,0.0802,25,0.958,false,259.833,0.86142,19.650633,79.4692,6.17271,20.588045,274.27,18.65245,1.361,1.935595,,,0,,,182542786038468827,,,,0.004533,0.08438,0.034609,19.642921,0.004513,261.685,0.035,5.2912,4.9613,0.1563,3.018622
157,329.81545256967684,20.282136996191014,329.81625343028,20.28194846886,9.375E-4,8.889E-4,123.79,1780755185371560832,329.81638657522,0.0506,20.28187196015,0.0432,0.8216,0.06,13.6821,32.954,28.1,0.057,-17.214,0.055,384,-0.5339,380.16,0.0,0.0,31,,,16,0.98,false,4282.52,2.08344,16.608118,1914.67,9.0901,17.133308,3402.56,15.918382,1.242,1.214927,,,0,,,132333298163438815,1237666428828188807,,552636698,0.002805,0.005861,0.004642,16.608118,0.002805,4282.52,0.004,0.9228,0.9042,-0.0492,2.788204
158,101.5294139184922,-53.67604859435178,101.53184803325,-53.67453099311,0.001165,0.0010674,167.64,5498412738589677568,101.53185148819,0.0516,-53.67451523697,0.0585,0.6312,0.0553,11.4219,3.575,0.46,0.066,3.545,0.071,327,-1.1652,305.27,0.0,0.0,31,,,27,0.953,false,2386.8,1.89535,17.242825,1035.71,10.0209,17.800444,1883.31,16.560593,1.223,1.239851,,,0,,,,,471655042,,0.002887,0.010869,0.0065,17.242825,0.002887,2386.8,-0.018,1.0721,1.1607,-0.0366,7.53606
165,325.7946895555515,43.478374363797286,325.7908945222,43.47866782859,0.0083282,0.0072055,7.75,1972941507150331904,325.79086151345,0.3655,43.4786633867,0.4195,0.1043,0.4928,0.2116,5.481,-5.389,0.451,-0.999,0.511,391,4.0332,538.15,2.404,5.059,95,1.3601,0.1112,26,1.148,false,155.049,0.740426,20.211193,42.3322,4.27782,21.271866,191.606,19.04187,1.509,2.229996,,,0,,,160173257909135226,,,,0.005871,0.109753,0.032756,20.198329,0.005818,156.897,0.141,7.2275,8.3091,0.0388,9.96981
167,260.5626395700654,-1.8166055088407376,260.56479487751,-1.81704256282,0.0249764,0.0195394,113.6,4367273761920034816,260.56479957908,1.1426,-1.81704434573,1.0153,-1.0824,1.3212,-0.8192,1.131,1.057,1.477,-0.401,1.228,267,3.9268,379.61,3.322,2.592,95,1.5992,0.23,15,1.175,false,99.4482,0.856123,20.693375,42.4672,6.37123,21.26841,121.84,19.533424,1.652,1.734985,,,0,,,105812605647269987,,200546437,,0.009744,0.162914,0.075919,20.688922,0.009708,99.8569,0.353,24.1872,20.5082,-0.179,7.913204
168,172.26769150998678,-48.47368669911932,172.26994195661,-48.47587105954,0.0067392,0.0054509,47.71,5373489491616486144,172.26990199792,0.3028,-48.47586435527,0.3018,-0.2717,0.485,-0.5602,6.148,-5.96,0.384,1.508,0.382,446,-1.5747,415.97,0.0,0.0,95,1.4674,0.0906,23,0.947,false,160.871,0.684551,20.171173,60.9586,4.88294,20.875956,123.737,19.516647,1.148,1.359308,,,0,,,,,,,0.005379,0.087015,0.043192,20.171749,0.005381,160.785,-0.106,6.1892,6.0682,0.2082,9.522864
172,294.2520527132902,-15.402602906859187,294.25195982659,-15.40420062776,0.0016621,0.0012024,97.94,4182729870594599808,294.25195349613,0.0947,-15.40419344034,0.0676,0.5478,0.0958,5.72,2.122,-1.373,0.104,1.617,0.075,166,-0.3891,160.28,0.0,0.0,31,,,13,0.976,false,3252.57,2.87468,16.9068,1481.59,18.7443,17.411722,2551.39,16.230955,1.24,1.180767,,,0,,,89512942519565341,,265316017,,0.002918,0.014017,0.007975,16.9068,0.002918,3252.57,0.005,1.6545,1.2128,-0.0898,5.760823
182,322.3731875647784,64.0220080550178,322.37781372068,64.02163610281,0.0023609,0.0019297,33.63,2217351397131778688,322.37781372068,2.0716,64.02163610281,2.2375,,,,,,,,,62,2.0249,80.63,4.032,1.352,3,,,6,,false,83.117,1.17702,20.888142,45.9566,10.4899,21.182673,81.9924,19.96346,1.539,1.219212,,,0,,,184823223776456710,,,,0.01562,0.247843,0.201479,20.888142,0.01562,83.117,0.301,2.0716,2.2375,0.184,7.416876
184,303.54626732873754,-72.76462424890624,303.54017953251,-72.76500630285,0.0056309,0.0038871,152.94,6373839563001757952,303.54016020629,0.1909,-72.76499764085,0.2195,0.875,0.335,2.6117,2.336,-1.288,0.267,1.949,0.332,379,0.0296,405.84,0.192,0.06693,95,1.2595,0.0697,25,1.0,false,318.094,0.809729,19.430979,72.7888,7.76024,20.68338,380.125,18.29808,1.424,2.3853,,,0,,,,,484177009,,0.003903,0.115787,0.023388,19.415345,0.003875,322.707,0.034,4.3063,5.3171,-0.2937,6.637674
188,77.52674167307752,35.35823981259037,77.52881788806,35.36030286784,0.0038183,0.0023529,94.83,185331687113706368,77.52881910884,0.1623,35.36029749046,0.0776,0.5237,0.1898,2.7591,1.23,0.224,0.236,-1.21,0.146,610,-0.2799,620.18,0.0,3.268E-15,31,,,17,0.991,false,748.847,0.893458,18.501385,263.838,6.89262,19.285198,670.368,17.682112,1.248,1.603087,,,0,,,150430775288022975,,,627088564,0.003045,0.028501,0.010136,18.501385,0.003045,748.847,-0.035,3.81,2.3664,-0.0841,9.608185
190,194.36606772528359,0.16319883596274565,194.36556688533,0.16499645765,0.0196308,0.0143484,111.08,3689394705609539840,194.36553870871,0.8437,0.1649733863,0.5688,0.3089,0.8646,0.3573,8.194,-6.34,1.206,-5.191,0.958,223,1.3139,290.67,2.014,1.251,95,1.1538,0.2018,15,1.062,false,104.846,0.763778,20.635986,41.2829,9.37658,21.299118,135.844,19.415298,1.689,1.88382,,,0,,,108191943655498481,1237648704581862045,112355862,,0.008376,0.246619,0.062963,20.629142,0.008329,105.509,0.37,19.0303,15.1357,-0.2091,6.717915
192,288.45956824168434,-59.20811248879299,288.46079612944,-59.20591143433,0.0269359,0.0155277,34.46,6638623820059671936,288.46088071501,0.854,-59.20597191582,1.0287,0.2427,1.0233,0.2372,16.737,9.743,1.223,-13.608,1.472,153,0.7198,166.68,1.877,0.772,95,0.9854,0.2515,13,1.04,false,98.4596,0.844808,20.704222,34.2417,5.03894,21.502155,139.391,19.387306,1.763,2.114849,,,0,,,,,479311892,,0.009715,0.159799,0.098361,20.693403,0.009626,99.4456,0.413,19.9054,23.8836,0.4754,8.240605
194,287.5772979304871,2.910488700704363,287.57765723799,2.91033348404,0.0104309,0.0074156,65.18,4268144130068728704,287.57764805887,0.4213,2.91031507265,0.4698,0.4266,0.5363,0.7954,4.628,-2.063,0.624,-4.143,0.51,130,-0.2195,131.59,0.583,0.3675,95,1.244,0.1275,11,0.983,false,375.891,1.70269,19.249712,117.152,15.1845,20.166666,360.291,18.356262,1.27,1.810404,,,0,,,111492875776212851,,,,0.005637,0.140754,0.033145,19.244068,0.005615,377.85,-0.039,9.9662,8.0293,0.2562,1.407509
198,236.56998802722237,-41.17872557546689,236.57099754882,-41.17837234771,0.0056211,0.0037504,125.9,6007842481768896000,236.57100223423,0.2281,-41.1783758343,0.1914,0.8032,0.2752,2.9187,1.116,0.793,0.319,-0.784,0.288,377,0.4467,407.22,0.0,0.0,95,1.3501,0.0475,18,1.016,false,394.644,0.935765,19.196854,92.3983,4.20657,20.424381,449.569,18.115906,1.373,2.308476,,,0,,,,,309815253,,0.003771,0.049508,0.016074,19.182589,0.003748,399.863,-0.005,5.0565,4.4826,-0.3674,3.016509
199,326.45070512657713,36.17084279750773,326.45127859196,36.16997702794,0.0115307,0.0094626,147.05,1952326866718932096,326.45125301698,0.4477,36.16993840993,0.5935,0.8098,0.8376,0.9667,9.853,-4.645,0.638,-8.689,0.666,485,1.2635,576.34,1.863,1.453,95,1.2365,0.153,19,1.04,false,111.086,0.627781,20.573215,48.2405,4.16414,21.130013,124.59,19.509184,1.556,1.620829,,,0,,,151403264513714584,,,,0.006726,0.093763,0.055617,20.570464,0.006712,111.368,0.271,10.1185,10.9596,-0.1787,3.534366
200,244.2981959396977,-59.450794441048565,244.29941218525,-59.45112553583,0.0157578,0.0137349,21.85,5831581254520544384,244.29934936663,0.5697,-59.45112333666,0.5935,1.2844,0.9557,1.3439,7.201,-7.184,0.867,0.495,0.966,242,0.2297,257.7,0.0,0.0,95,1.3417,0.1483,15,1.009,false,130.958,0.963709,20.394537,,,,,,,,,,0,,,,,,,0.008452,,,20.394537,0.008452,130.958,,14.0326,15.4933,0.0948,2.524573
201,313.1719966383302,-32.14944982969624,313.17179840738,-32.14809814559,0.0046304,0.0024009,53.33,6781807653067845504,313.17176298467,0.2127,-32.14810207691,0.1507,1.4988,0.2343,6.3971,6.806,-6.748,0.243,-0.885,0.206,376,-0.277,389.3,0.0,0.0,95,1.3226,0.0418,17,0.989,false,570.399,1.05659,18.79692,143.699,10.9349,19.944908,670.843,17.681343,1.428,2.263565,,,0,,,69423131718302609,,234191800,,0.003411,0.082667,0.017464,18.783456,0.003397,577.516,0.056,3.9811,3.3699,0.5598,4.903431
202,136.76935711822364,-58.5468855242479,136.76712479276,-58.54836684196,0.0029715,0.002159,114.6,5303574364706148864,136.76712479276,2.8473,-58.54836684196,2.3203,,,,,,,,,78,2.3911,105.02,2.917,0.5783,3,,,7,,false,89.1523,1.63431,20.812035,43.0936,5.33325,21.25251,59.5335,20.310993,1.151,0.941517,,,0,,,,,,,0.020093,0.134399,0.140264,20.812035,0.020093,89.1523,-0.06,2.8473,2.3203,-0.2388,6.783943
208,123.10978090700398,-75.52105851426057,123.11251316707,-75.51996879315,2.298E-4,1.845E-4,164.52,5213652524215274752,123.1124557875,0.0092,-75.51993111244,0.0107,0.8788,0.0098,89.923,9.072,-3.228,0.012,8.478,0.014,384,-0.4883,366.68,0.0,0.0,31,,,28,0.981,false,72349.1,9.15508,13.538783,33444.5,23.0532,14.027729,55339.1,12.890314,1.227,1.137415,,,0,,,,,461698161,,0.002759,0.002889,0.003802,13.538783,0.002759,72349.1,-0.003,0.1881,0.2268,-0.1129,4.630158
210,238.88337962735957,-5.90885809177459,238.88119720458,-5.91009537431,0.0021992,0.0015838,74.21,4398097608330941824,238.88119720458,2.1596,-5.91009537431,1.6373,,,,,,,,,178,21.8997,981.62,9.002,22.58,3,,,13,,false,83.0881,1.12445,20.88852,54.6158,9.37296,20.995247,111.207,19.632566,1.996,1.36268,,,0,,,100902388811578283,,170360806,,0.01495,0.186351,0.130172,20.88852,0.01495,83.0881,0.742,2.1596,1.6373,0.1725,8.99521
213,258.4432197743856,-85.59920759272647,258.42551087166,-85.60100075802,0.0489346,0.0339581,139.4,5767091014860708352,258.42537460716,1.0299,-85.60098886143,1.3526,2.2265,1.5271,1.4579,3.563,-2.352,2.542,2.677,2.674,103,0.5834,110.55,0.0,0.0,95,1.4222,0.3697,11,1.039,false,93.2013,1.24375,20.763811,40.6716,9.94846,21.315315,104.995,19.694971,1.563,1.620344,,,0,,,,,,,0.014749,0.265591,0.111452,20.761067,0.014713,93.4371,0.278,40.9752,43.2294,-0.3463,8.09894
214,348.0838250304271,20.59480753014364,348.082553221,20.59565872012,0.0056445,0.0040256,53.59,2837579408070606208,348.08253722775,0.226,20.59564751093,0.2217,0.715,0.2932,2.4389,4.208,-3.368,0.32,-2.522,0.291,281,1.6555,330.33,0.821,1.785,31,,,17,1.07,false,378.557,0.846534,19.242039,178.208,6.50168,19.711226,290.71,18.589243,1.239,1.121983,,,0,,,132713480825345327,1237672815976775969,,,0.003672,0.03971,0.026686,19.242039,0.003672,378.557,0.01,5.1327,4.6605,0.3126,5.268656
217,322.1868325697165,63.393967028478556,322.18701417455,63.39338115432,0.0024702,0.0022034,140.43,2217224231741861760,322.18699170142,0.1,63.39337250021,0.1081,0.386,0.1083,3.5638,2.987,-2.265,0.144,-1.947,0.146,305,0.9352,336.93,0.279,0.6532,31,,,25,1.037,false,958.18,1.41922,18.23375,400.124,5.44945,18.833055,810.338,17.47623,1.263,1.356825,,,0,,,184073221870102772,,,767280992,0.00319,0.015048,0.017472,18.23375,0.00319,958.18,0.01,2.3154,2.3656,-0.1118,2.129374
221,111.04143428135767,-58.07777753142954,111.04410862809,-58.0786438808,0.0385395,0.0238532,95.18,5486229423903997440,111.04412727398,1.7754,-58.07864140359,1.2899,1.7573,2.3017,0.7635,2.287,2.218,2.354,0.557,1.477,80,0.7782,86.36,3.013,0.8977,95,2.0414,0.4634,9,1.06,false,86.4477,1.40937,20.845482,68.5629,12.6879,20.74832,64.8573,20.217999,1.543,0.530321,,,0,,,,,,,0.017914,0.20094,0.230392,20.848258,0.017959,86.227,0.362,38.4424,24.0095,-0.0893,5.970157
223,259.91100482592014,-9.10990211788733,259.91329969503,-9.11106585305,0.0266471,0.0143142,71.73,4167452126460126720,259.91327610871,0.9692,-9.11109215182,0.7977,-0.4467,1.1031,-0.405,7.904,-5.24,1.587,-5.917,0.962,215,0.4249,222.25,0.0,0.0,95,1.3244,0.2244,13,1.019,false,94.6959,0.896639,20.746538,57.3789,8.26333,20.94166,67.8851,20.168459,1.323,0.773201,,,0,,,97062599132947161,,,,0.010643,0.156385,0.129929,20.750321,0.010678,94.3665,0.125,25.6988,15.9541,0.3668,9.170231
224,196.4306396068147,-52.505156842111724,196.43301951125,-52.50473659975,0.0339373,0.0201762,73.85,6080289204140112128,196.43298393981,1.8239,-52.50472982047,1.2219,2.1544,2.0256,1.0636,5.105,-4.872,2.034,1.525,1.343,129,5.1026,227.75,6.694,5.256,95,1.0002,0.448,10,1.339,false,87.8254,1.0567,20.828316,45.6657,9.56869,21.189568,59.6663,20.308573,1.199,0.880995,,,0,,,,,,,0.013351,0.22752,0.149527,20.832058,0.013395,87.5233,-0.007,33.0775,21.5569,0.279,5.430079
226,328.862336833875,64.7919717169072,328.8567387843,64.79056718818,0.0123559,0.0085548,102.44,2218381394710956928,328.85675064278,0.5429,64.79055385288,0.4499,-0.7914,0.5156,-1.5348,3.208,1.136,0.762,-3.0,0.54,280,2.921,384.26,2.654,4.813,95,1.2251,0.1452,23,1.126,false,152.307,0.981348,20.23057,54.3728,7.24788,21.000088,159.362,19.241936,1.403,1.758152,,,0,,,185743288567339415,,,,0.007519,0.144755,0.055617,20.225756,0.00749,152.984,0.101,12.2056,8.7678,-0.1563,9.962061
227,343.47264074634296,61.296663237767376,343.46834330063,61.29747330537,0.0366368,0.0281055,13.66,2206826184635394944,343.46829079103,1.4934,61.29745724945,1.2176,-2.4367,1.6825,-1.4483,6.727,-5.674,1.76,-3.613,2.244,111,3.3477,164.58,3.549,1.416,95,0.8239,0.4532,13,1.236,false,84.2937,1.23461,20.872879,36.9212,12.097,21.420351,109.776,19.64663,1.74,1.773722,,,0,,,181553434683387728,,,,0.016139,0.355745,0.12706,20.86782,0.016066,84.6873,0.436,28.648,36.2141,0.1221,7.981944
230,81.69519795517444,-18.28198301509363,81.69571258743,-18.28216313105,0.0015131,0.0011872,141.66,2969791214545807616,81.69569059789,0.0587,-18.28227066296,0.0649,1.667,0.0827,20.1629,24.647,-4.698,0.081,-24.195,0.085,446,-1.7781,407.97,0.0,0.0,31,,,24,0.94,false,1730.11,1.54222,17.592182,367.22,6.46911,18.926228,2034.06,16.476986,1.388,2.449242,,,0,,,86060816956631637,,23693702,,0.00292,0.019329,0.005757,17.592182,0.00292,1730.11,-0.011,1.3221,1.3967,-0.2319,1.874857
234,151.1633732455552,55.469315473449115,151.16153530073,55.46908682069,0.0138294,0.0118284,86.87,1044998429681867520,151.16158832768,0.5904,55.46871168231,0.571,2.2136,0.7625,2.9033,84.677,6.763,0.859,-84.406,0.726,277,3.3135,373.89,2.56,2.314,95,1.4072,0.1895,17,1.144,false,107.973,0.680589,20.604084,35.9851,4.11618,21.448235,129.188,19.469841,1.53,1.978394,,,0,,,174561511616473234,,,,0.007378,0.124224,0.055776,20.595643,0.007328,108.815,0.198,13.8239,11.8348,0.0171,3.839881
237,304.31965492326884,44.67804551325955,304.31988083325,44.67711960197,0.0156154,0.0119672,170.14,2081356892703835008,304.31986497541,0.5101,44.67709590197,0.5768,0.4521,0.651,0.6944,5.905,-2.537,0.756,-5.333,0.973,240,1.2292,296.93,1.81,1.176,95,1.1486,0.1854,19,1.056,false,116.062,0.723784,20.52564,46.3723,6.55137,21.172895,127.889,19.48081,1.501,1.692085,,,0,,,161613043199363227,,,,0.00731,0.153416,0.049752,20.521842,0.007288,116.469,0.208,12.0899,15.5207,-0.0905,3.383074
243,81.36897363824716,-7.339714852222713,81.36784312339,-7.34059531369,0.0145904,0.0120195,111.94,3207304697016373120,81.36784903646,0.6944,-7.34057388873,0.6278,0.3025,1.0601,0.2853,4.998,1.32,0.884,4.821,0.755,265,0.5395,320.4,2.387,1.645,95,1.0574,0.1781,19,1.022,false,102.802,0.721919,20.657358,55.7175,11.071,20.973562,117.183,19.575737,1.682,1.397825,,,0,,,99190813678141658,,26044274,,0.008107,0.215752,0.077634,20.657503,0.008108,102.789,0.424,14.2593,12.4105,-0.134,5.132261
248,165.21070289010478,-73.30523916981683,165.21192383717,-73.30624576106,0.021544,0.0167262,78.33,5226362878633444992,165.21183496682,1.2763,-73.30622960397,0.8278,-0.2621,1.0417,-0.2516,6.798,-5.744,1.32,3.635,1.05,141,0.6228,147.27,0.477,0.04436,95,1.3387,0.2551,13,1.036,false,90.9615,0.877371,20.790224,38.1744,6.79067,21.384113,80.2304,19.98705,1.302,1.397064,,,0,,,,,,,0.010829,0.193157,0.109335,20.790378,0.01083,90.9486,0.044,21.3681,16.9503,0.1009,3.837405
251,309.46957104811395,-75.99280276573758,309.46633569534,-75.99538465948,0.0042624,0.0032581,154.28,6369302909306107648,309.46630168913,0.1615,-75.9953906145,0.1947,0.3481,0.2339,1.4884,2.286,-1.852,0.216,-1.34,0.252,429,0.2708,461.04,0.0,0.0,95,1.3182,0.0551,29,1.009,false,341.713,0.774409,19.353212,85.846,7.32978,20.504242,394.756,18.257074,1.406,2.247168,,,0,,,,,,,0.003694,0.092745,0.028795,19.340041,0.003674,345.884,0.037,3.4696,4.0921,-0.208,9.712868
256,298.8279539653918,18.510523043234258,298.82714404637,18.51151319187,0.0019706,0.0017481,75.39,1821398155991129856,298.82713919847,0.0849,18.51149873917,0.0806,0.071,0.1201,0.5916,3.412,-1.034,0.122,-3.252,0.11,413,1.0443,456.62,0.313,1.167,31,,,21,1.036,false,1101.69,1.27648,18.082214,536.817,6.19963,18.513977,833.815,17.44522,1.244,1.068756,,,0,,,130212988271414334,,,543505320,0.003029,0.012846,0.009982,18.082214,0.003029,1101.69,0.021,1.9572,1.7631,0.0585,4.511136
