Star Number,RA,Dec,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra_x,ra_error,dec_x,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr,angDist
7756,312.176204,-51.46246,312.17622944572,-51.46255932072,0.0018812,0.0013621,145.36,6477609997258003456,312.17622944572,1.5489,-51.46255932072,1.7306,,,,,,,,,132,5.0309,224.26,6.712,39.13,3,,,10,,false,89.4503,0.757281,20.808413,30.2678,6.56461,21.636091,229.185,18.84743,2.901,2.788662,,,0,,,,,,,0.009596,0.235496,0.030164,20.808413,0.009596,89.4503,1.451,1.5489,1.7306,-0.2937,0.362081
7760,26.730611,-48.106792,26.72997559981,-48.10703659995,0.0054581,0.0043824,151.72,4941915647111378176,26.73078993809,0.2479,-48.1067787942,0.2797,17.1067,0.3631,47.1151,135.402,122.348,0.29,58.007,0.332,495,-0.1179,573.13,0.956,1.038,95,0.8239,0.0771,30,0.996,false,218.656,0.648629,19.837961,44.172,5.05732,21.225676,386.898,18.278904,1.971,2.946772,,,0,,,,,504085293,,0.004239,0.124339,0.015674,19.813112,0.004183,223.719,0.498,4.6456,5.236,-0.1816,1.763066
7795,28.243285,-40.201086,28.24337672361,-40.20111692479,0.0018384,8.723E-4,152.3,4960949116806336768,28.24337672361,1.1519,-40.20111692479,1.6774,,,,,,,,,178,4.744,276.18,4.956,3.538,3,,,13,,false,72.9391,0.705164,21.029966,26.9297,6.90726,21.762964,128.017,19.479727,2.124,2.283238,,,0,,,,,10442343,,0.010852,0.278497,0.078753,21.029966,0.010852,72.9391,0.749,1.1519,1.6774,-0.5579,0.275684
7841,43.915594,-63.946527999999994,43.91523937671,-63.9465652654,0.0285977,0.0233526,141.03,4721043341848034048,43.91572376226,1.4153,-63.94650880546,1.0263,7.568,1.3812,5.4794,49.525,47.868,1.605,12.704,1.677,114,1.1835,129.18,0.0,0.0,95,1.8818,0.3612,12,1.078,false,84.9129,1.10471,20.864933,65.7973,17.9087,20.793022,137.645,19.400993,2.396,1.392029,,,0,,,,,499480501,,0.014392,0.295529,0.108199,20.865144,0.014394,84.8964,1.138,25.556,26.647,-0.1956,0.57654
7903,50.952259999999995,-59.406796,50.9524279289,-59.40678508255,0.0343823,0.0071913,120.71,4723113967056148608,50.9524279289,29.7879,-59.40678508255,18.6157,,,,,,,,,43,0.1857,38.96,0.188,0.001458,3,,,5,,false,69.7217,2.06257,21.078947,28.662,75.4125,21.695276,156.66,19.2605,2.658,2.434776,,,0,,,,,499661033,,0.032237,2.856676,0.366513,21.078947,0.032237,69.7217,1.261,29.7879,18.6157,-0.8951,0.310176
7920,324.225526,-59.617746999999994,324.22560366152,-59.6176697294,0.0145364,0.0127573,162.06,6458224610828092672,324.22556223562,0.6403,-59.61779010638,0.5918,8.2736,0.9761,8.4764,27.492,-4.714,0.785,-27.085,0.883,387,4.9129,548.74,3.059,3.763,95,1.3266,0.1738,19,1.182,false,104.063,0.651249,20.644121,27.0794,4.92344,21.756943,178.526,19.118643,1.976,2.6383,,,0,,,,,,,0.007332,0.197423,0.049187,20.624095,0.007217,106.001,0.549,12.9366,14.3771,-0.0765,0.312051
8094,37.688131999999996,-9.884951,37.68750117236,-9.88479855467,0.0081828,0.0069603,112.55,5175327809475722624,37.68818669545,0.419,-9.88499169482,0.35,33.833,0.4695,72.0631,158.045,151.953,0.51,-43.456,0.447,172,-0.7875,185.65,0.0,0.0,95,0.9629,0.1048,16,0.955,false,268.603,1.25305,19.614592,31.6119,9.40195,21.588917,471.648,18.06385,1.874,3.525066,,,0,,,96130376880898508,,15334094,,0.005766,0.32293,0.027665,19.589001,0.005663,275.009,0.317,8.0146,7.1532,-0.1144,2.303594
8217,324.414893,-42.133502,324.41596825994,-42.13344969234,0.0133022,0.0115796,52.04,6578367696637888000,324.41486027381,0.6375,-42.13354081373,0.6189,12.7358,0.9171,13.8873,186.008,-184.875,0.785,-20.501,0.748,296,3.9012,418.2,3.541,4.615,95,0.8273,0.1864,19,1.165,false,106.69,0.736819,20.617058,35.8703,9.687,21.451704,193.381,19.03186,2.149,2.419844,,,0,,,,,488458271,,0.007988,0.293223,0.05311,20.600812,0.007884,108.298,0.754,12.678,12.2598,0.1337,2.876794
8237,348.465953,-46.719978999999995,348.46621218426,-46.71998337111,0.0090805,0.0053261,16.97,6527719479484030720,348.46594546513,0.2821,-46.72001525339,0.4428,15.5571,0.5022,30.9749,41.763,-41.142,0.355,-7.173,0.542,445,5.3536,663.74,2.431,6.345,95,1.2499,0.0952,22,1.185,false,196.259,0.748406,19.955294,29.4105,5.07483,21.667284,363.176,18.347603,2.0,3.319681,,,0,,,,,490333751,,0.004973,0.187366,0.017279,19.929703,0.004893,200.939,0.473,5.7424,8.8231,0.298,0.639869
8239,38.671656,-3.9724579999999996,38.67162016276,-3.97214632017,0.0089764,0.0076416,58.76,2495282781006346240,38.67170059815,0.4398,-3.97252962162,0.3788,13.1648,0.466,28.2482,88.112,18.054,0.538,-86.243,0.501,192,2.3609,278.81,1.925,3.29,95,0.9929,0.1331,14,1.123,false,222.789,1.15095,19.81763,35.289,7.1577,21.469444,401.259,18.239332,1.959,3.230112,,,0,,,103230386716613546,1237679323399848734,,,0.006249,0.220239,0.050733,19.792039,0.006132,228.103,0.445,8.6376,8.0226,0.1419,1.129405
8242,317.950741,-2.197748,317.9507374159,-2.19769978775,0.0478389,0.029017,68.19,2688658117232457600,317.95073478515,1.8657,-2.19778407521,1.4898,8.8235,1.9721,4.4741,18.974,-0.591,2.793,-18.965,1.945,123,2.0059,153.91,3.927,2.001,95,1.3156,0.3579,9,1.131,false,89.7378,1.01509,20.804928,39.1164,9.44353,21.357643,159.048,19.244072,2.208,2.113571,,,0,,,105363179507273080,1237678879928485584,4703955,,0.012587,0.262134,0.07941,20.794132,0.012468,90.6346,0.858,45.7036,32.2757,0.3383,0.174042
8267,36.331842,-58.624962,36.33115516484,-58.62489089526,0.0033456,0.0029696,44.55,4738227407213866368,36.3320163463,0.1592,-58.62495743709,0.1596,24.2515,0.1744,139.0186,101.987,100.882,0.196,-14.971,0.197,327,2.1051,684.59,1.306,11.89,95,0.9776,0.0436,28,1.083,false,805.969,1.37633,18.421572,45.5391,5.67029,21.192581,1502.19,16.806082,1.92,4.386499,,,0,,,,,499792877,,0.003321,0.135219,0.0069,18.395981,0.003297,825.192,0.246,3.1603,3.1661,0.1186,1.312536
8291,36.064529,-50.409496,36.06403891905,-50.40977894238,0.0339713,0.0176257,176.57,4746188214997135104,36.06467877383,0.7859,-50.40945653601,0.9587,25.154,1.1119,22.6219,116.963,91.749,1.118,72.542,2.134,194,1.5085,235.01,2.763,1.433,95,1.4781,0.2501,17,1.077,false,86.5982,0.814074,20.843596,37.9865,6.92333,21.389467,149.189,19.313553,2.161,2.075914,,,0,,,,,503713421,,0.010572,0.197903,0.079314,20.833462,0.01048,87.4102,0.816,17.7112,33.9268,-0.0839,1.51715
8297,17.923388,-43.977160999999995,17.92350259288,-43.9768023374,0.0104895,0.0074806,143.75,4983518418328906368,17.92345381319,0.4279,-43.97721301644,0.5119,12.3078,0.7342,16.7639,92.74,-7.898,0.545,-92.403,0.605,567,8.8805,1020.53,4.38,12.36,95,1.2098,0.1193,28,1.276,false,135.384,0.574172,20.358452,34.8734,5.64517,21.482306,249.077,18.75706,2.097,2.725246,,,0,,,,,,,0.005366,0.175777,0.024,20.33699,0.005289,138.086,0.657,8.6526,9.5457,-0.3122,1.324874
8333,325.562761,-62.849008999999995,325.5627913268,-62.8490314192,0.0041525,0.0036172,124.59,6403594855910804096,325.5627913268,3.9878,-62.8490314192,3.798,,,,,,,,,65,2.7642,94.75,6.1,2.342,3,,,5,,false,,,,,,,121.96,19.532349,,,,,0,,,,,,,,,0.125466,,,,,3.9878,3.798,-0.1284,0.094848
8367,77.530697,-53.107188,77.53054939597,-53.1072528758,0.0211653,0.0149243,166.36,4771128329876131072,77.53074611398,0.7884,-53.10716122701,0.7773,11.1812,0.8278,13.5065,33.634,26.571,0.954,20.621,1.308,225,0.8798,291.47,2.874,1.837,95,1.2125,0.2272,18,1.041,false,98.0293,1.16238,20.708977,27.9038,6.42824,21.724384,172.535,19.155703,2.045,2.568682,,,0,,,,,501030512,,0.013166,0.250139,0.053816,20.690133,0.012949,99.7455,0.628,15.3382,20.8673,-0.1613,0.395354
8386,322.739646,-44.100781,322.73968019748,-44.10081769237,0.0016612,9.767E-4,65.21,6576303088680438272,322.73968019748,1.5627,-44.10081769237,1.1275,,,,,,,,,215,9.5535,471.79,7.611,8.257,3,,,17,,false,73.0941,0.834353,21.02766,34.0798,5.58277,21.5073,151.663,19.2957,2.541,2.211599,,,0,,,,,488394554,,0.012696,0.177881,0.077202,21.02766,0.012696,73.0941,1.176,1.5627,1.1275,0.39,0.158948
8508,317.41976999999997,-56.478649999999995,317.41986470614,-56.47871389914,0.0042469,0.003054,137.29,6456961753003661312,317.41986470614,3.6516,-56.47871389914,3.7455,,,,,,,,,46,1.9851,60.86,4.621,1.176,3,,,6,,false,67.2447,1.34534,21.118221,58.3663,14.721,20.923138,146.009,19.336945,3.039,1.586193,,,0,,,,,486286129,,0.021896,0.273856,0.184703,21.118221,0.021896,67.2447,1.759,3.6516,3.7455,-0.3174,0.297267
8549,48.636953,-46.39501,48.63766094572,-46.39450003742,0.0063731,0.0044574,174.55,4750974938867962880,48.63694060923,0.2166,-46.39506472072,0.2657,29.1566,0.2847,102.4297,169.227,-111.782,0.279,-127.053,0.393,360,1.9409,487.71,1.269,2.997,95,1.0682,0.0712,28,1.073,false,289.797,0.889527,19.532131,38.2959,9.05755,21.380661,517.904,17.962273,1.919,3.418388,,,0,,,,,,,0.004324,0.256808,0.016684,19.50654,0.004265,296.709,0.377,4.4783,6.3584,-0.0689,2.541661
8558,17.07322,-2.446943,17.07368215328,-2.44682675481,0.017653,0.0065824,66.63,2531956308451111680,17.07323964945,0.5683,-2.44699313927,0.4398,14.1099,0.675,20.903,106.284,-99.473,1.019,-37.436,0.582,282,3.0987,405.68,2.382,3.84,95,0.7651,0.1229,15,1.133,true,173.978,0.89842,20.086134,48.398,15.9025,21.126474,317.351,18.494045,2.102,2.632429,,,0,,,105060170732814106,1237657066329408182,13885124,,0.006247,0.35676,0.026194,20.066207,0.006156,177.2,0.676,16.4141,9.2483,0.6435,1.714104
8568,341.376542,-39.98318,341.37578684558,-39.98336004513,0.0104395,0.0098756,58.92,6545628226092520448,341.37667348349,0.4514,-39.98318518072,0.5855,13.9878,0.703,19.8972,157.841,152.858,0.639,39.345,0.607,246,2.14,330.38,2.309,3.37,95,1.0211,0.134,17,1.098,false,176.116,0.968614,20.072868,28.1729,4.47928,21.713964,300.759,18.55235,1.868,3.161615,,,0,,,,,1609841,,0.006576,0.172647,0.027763,20.047277,0.00645,180.317,0.363,10.2923,10.029,0.0491,2.181557
8590,83.088596,-46.316147,83.08852445302,-46.31611416047,0.0116802,0.0112205,131.04,4798794172734617088,83.08862858146,0.5278,-46.31613872563,0.6018,13.1833,0.5693,23.1585,17.1,16.182,0.711,-5.527,0.698,314,2.505,411.53,2.84,3.352,95,0.8158,0.1754,28,1.101,false,136.654,0.889181,20.348309,34.7565,4.78609,21.485952,253.882,18.736315,2.112,2.749638,,,0,,,,,501503452,,0.007583,0.149536,0.034065,20.326454,0.007452,139.433,0.668,11.4843,11.4209,-0.0398,0.213598
8705,14.060856999999999,-40.600895,14.06128783357,-40.60097714158,0.0382053,0.021884,174.3,4987305578755629824,14.06086709603,1.0521,-40.60091605494,0.9705,20.7598,1.9881,10.4419,73.178,-71.876,1.374,13.745,2.4,272,4.5058,404.02,5.15,4.315,95,1.2946,0.274,14,1.2,false,81.4861,0.877152,20.909657,50.3515,12.2434,21.083511,158.942,19.244797,2.568,1.838715,,,0,,,,,9158694,,0.012008,0.26402,0.038474,20.903555,0.011944,81.9454,1.255,22.1038,38.0786,-0.1151,1.214174
8749,58.183871999999994,-27.558515,58.18391958664,-27.55853427495,0.0024114,0.0011433,153.57,5080788672983979904,58.18391958664,1.4833,-27.55853427495,2.2185,,,,,,,,,144,7.0841,292.63,7.493,5.657,3,,,12,,false,71.0,0.907465,21.059221,30.8451,9.64508,21.615578,119.76,19.552116,2.121,2.063461,,,0,,,,,,,0.014148,0.339515,0.134961,21.059221,0.014148,71.0,0.777,1.4833,2.2185,-0.546,0.166976
8759,17.96528,-55.362995,17.96411933806,-55.36304466641,0.0278366,0.0184374,2.34,4913877722646316672,17.96545482766,0.8079,-55.36299668687,0.9974,9.1078,1.057,8.6163,171.129,170.788,1.174,10.797,1.736,210,2.9799,275.37,2.815,1.448,95,0.5629,0.2705,19,1.149,false,86.3611,0.876911,20.846571,33.2801,8.00779,21.53308,144.349,19.34936,2.057,2.18372,,,0,,,,,503361316,,0.011364,0.261262,0.079664,20.834531,0.011246,87.324,0.696,18.4571,27.8235,0.0346,2.381609
8883,73.76498099999999,-49.102491,73.7650484978,-49.1024629281,0.004034,0.0017657,104.1,4785494617523808128,73.7650484978,3.936,-49.1024629281,1.9746,,,,,,,,,58,0.5481,58.13,0.746,0.02776,3,,,6,,false,65.705,1.40874,21.14337,26.6884,6.96871,21.772736,145.621,19.339832,2.622,2.432903,,,0,,,,,501822176,,0.023441,0.283515,0.082,21.14337,0.023441,65.705,1.226,3.936,1.9746,-0.4,0.188473
8992,51.18745,-58.80719,51.18761547617,-58.8071085937,0.010198,0.0036712,12.24,4723905409269501952,51.18761547617,4.1892,-58.8071085937,9.9964,,,,,,,,,60,5.8204,140.17,12.949,5.927,3,,,6,,false,75.2021,1.75762,20.996792,27.5744,5.79909,21.737278,111.678,19.627974,1.852,2.109304,,,0,,,,,499841765,,0.025525,0.228355,0.124826,20.996792,0.025525,75.2021,0.502,4.1892,9.9964,0.448,0.425533
8994,321.71324,-43.716187999999995,321.71283853879,-43.71621335613,0.0252365,0.0176833,111.82,6577101639064635776,321.71328172719,1.0713,-43.71623274017,0.7847,11.474,1.3163,8.7171,72.205,72.073,1.523,-4.361,1.18,263,3.2617,432.87,4.735,4.434,95,1.198,0.2755,17,1.146,false,86.275,0.831201,20.847654,36.2579,3.95485,21.440035,158.358,19.248796,2.256,2.191238,,,0,,,,,488327456,,0.010817,0.11846,0.050051,20.835481,0.010704,87.2478,0.894,24.3333,18.907,-0.2431,1.048574
9019,13.632664,-40.701829,13.63183280372,-40.70185568097,0.019998,0.0188994,12.53,4987466146107762048,13.63282856751,0.9308,-40.7018607439,0.7902,8.4911,2.089,4.0647,169.857,169.853,1.166,-1.138,1.256,356,1.3302,494.4,4.155,6.224,95,1.0732,0.2347,16,1.05,false,81.1076,0.651687,20.914713,40.591,9.53041,21.317467,139.74,19.384596,2.223,1.932871,,,0,,,,,8951259,,0.009149,0.254936,0.064489,20.907047,0.00909,81.6823,0.898,18.9525,19.9476,0.0239,2.27054
9063,28.063682999999997,-56.004599,28.0639032289,-56.00479440098,0.0084583,0.0059228,152.08,4719570515958295808,28.06374290618,0.3505,-56.00459794963,0.3557,12.6921,0.422,30.0753,48.586,-20.169,0.411,44.202,0.501,416,2.8296,565.24,1.954,2.968,95,0.9862,0.1168,28,1.1,false,171.825,0.61821,20.09965,32.6654,4.52714,21.553322,309.627,18.520798,1.992,3.032524,,,0,,,,,503493492,,0.00478,0.150499,0.019932,20.074059,0.004706,175.923,0.506,6.563,7.9718,-0.2883,0.831467
9132,356.83268599999997,-48.993266,356.83216604815,-48.99338981635,0.0151716,0.0093572,6.63,6523885108775801856,356.83281013585,0.5008,-48.99329637504,0.6381,20.7715,0.9215,22.5409,97.385,95.089,0.599,21.025,0.932,509,10.5809,1034.46,5.396,13.89,95,1.1461,0.1751,22,1.351,false,121.776,0.78201,20.473461,33.3184,4.85796,21.53183,232.201,18.833237,2.18,2.698593,,,0,,,,,490313135,,0.007497,0.158329,0.021085,20.452434,0.007373,124.157,0.744,9.4581,15.1089,0.1144,1.306576
9174,25.915644,-62.689048,25.91429613869,-62.68871303686,0.0329867,0.0219877,52.71,4712510551795356416,25.91587253984,1.1091,-62.68906796452,1.1314,14.8279,1.1984,12.3731,181.278,162.741,1.81,-79.857,1.638,153,3.959,235.23,4.581,3.771,95,1.4049,0.3405,15,1.237,false,95.6642,1.03868,20.735493,67.107,14.0079,20.771624,158.203,19.249863,2.355,1.521761,,,0,,,,,499243001,,0.012106,0.226653,0.124535,20.734106,0.012092,95.7865,1.082,29.4309,26.5595,0.3729,2.531939
9291,352.571766,-1.658329,352.57182090444,-1.65835359042,0.002158,0.0016059,32.67,2640759306211074176,352.57182090444,1.7845,-1.65835359042,2.0128,,,,,,,,,60,2.0064,78.0,4.748,2.072,3,,,7,,false,91.2428,1.61968,20.786871,,,,144.968,19.344717,,,,,0,,,,,,,0.019469,,0.065835,20.786871,0.019469,91.2428,,1.7845,2.0128,0.2629,0.216499
9334,17.694733,-62.628954,17.69401240354,-62.62860534157,0.0083742,0.0065763,113.98,4709595810894498304,17.69491571828,0.3968,-62.62897756274,0.3274,18.9433,0.4817,39.3247,125.482,93.444,0.503,-83.749,0.435,380,3.0005,510.82,1.719,2.484,95,1.198,0.1082,27,1.111,false,189.856,0.907451,19.991306,42.2876,5.99634,21.273008,351.025,18.384552,2.072,2.888456,,,0,,,,,499229339,,0.005876,0.153981,0.027737,19.967305,0.005776,194.1,0.607,8.1049,6.9055,-0.1783,1.731448
9377,335.905208,-57.977934,335.90531322508,-57.97796436415,0.0027886,0.0022437,165.63,6408590521351071744,335.90531322508,2.281,-57.97796436415,2.7582,,,,,,,,,67,3.6675,111.47,5.73,2.788,3,,,7,,false,65.8424,1.63896,21.141102,31.8462,9.86141,21.580898,122.185,19.530348,2.339,2.050551,,,0,,,,,488875139,,0.027166,0.336218,0.080499,21.141102,0.027166,65.8424,0.997,2.281,2.7582,-0.1048,0.22868
9384,17.065210999999998,0.844945,17.06501889873,0.84492818529,0.0250622,0.0106946,57.5,2537894422862151680,17.06525535473,0.741,0.84490847497,0.6422,10.8037,0.9187,11.76,53.381,53.197,1.365,-4.435,1.03,237,2.2561,320.2,2.344,2.72,95,1.0759,0.1978,14,1.105,false,127.829,0.886746,20.42079,28.1962,6.33801,21.713066,240.375,18.795673,2.101,2.917393,,,0,,,109010170652154354,1237663785278636662,16791842,,0.00802,0.24407,0.045216,20.396364,0.007863,130.738,0.632,21.9049,16.2069,0.6557,0.694134
9389,79.799379,-52.778110999999996,79.79939858405,-52.77812825485,0.0039258,0.001546,28.78,4771929839493011968,79.79939858405,2.3258,-52.77812825485,3.5203,,,,,,,,,85,1.5159,99.97,2.388,0.3707,3,,,9,,false,71.231,1.34702,21.055695,24.0965,6.78301,21.883657,119.861,19.551199,2.021,2.332459,,,0,,,,,500987386,,0.020716,0.305641,0.119884,21.055695,0.020716,71.231,0.639,2.3258,3.5203,0.6712,0.075348
9400,349.661167,-54.342712999999996,349.66165177453,-54.34293649549,0.0045855,0.0029517,148.33,6499620738281711872,349.66122294283,0.159,-54.34272844988,0.2019,15.3903,0.3014,51.0704,73.176,-56.245,0.217,46.81,0.261,726,2.0535,967.54,1.278,4.192,95,1.0644,0.0525,29,1.054,false,312.088,0.68721,19.451674,37.4315,3.66625,21.405449,532.251,17.932604,1.825,3.472845,,,0,,,,,,,0.003648,0.10638,0.01215,19.426083,0.003612,319.531,0.276,3.4794,4.1991,-0.3766,1.297041
9410,26.523753,-50.194553,26.52407187222,-50.19442677684,0.0157609,0.0142186,147.65,4916776997371305472,26.52381341703,0.734,-50.19457611617,0.7583,13.8136,1.0508,13.1457,50.15,-37.228,0.911,-33.601,0.961,364,12.218,875.17,7.114,28.25,95,1.2401,0.2201,28,1.489,false,114.915,0.929858,20.53643,38.4689,5.33994,21.375769,243.146,18.783226,2.451,2.592543,,,0,,,,,503679910,,0.009207,0.150739,0.02728,20.517178,0.00906,116.97,1.03,14.6767,15.3352,-0.0929,0.864031
9599,74.41974499999999,-48.806044,74.41961077145,-48.80618988098,0.025844,0.0176511,152.39,4785603400455558528,74.41981350432,0.774,-48.80600235171,0.9658,9.6408,0.9455,10.1967,51.797,30.042,1.223,42.194,1.509,181,3.8649,270.15,3.526,2.575,95,0.9842,0.2691,18,1.212,false,98.6772,0.936051,20.701824,32.4875,7.47988,21.559252,176.364,19.13187,2.117,2.427382,,,0,,,,,501822354,,0.010661,0.249994,0.059117,20.685445,0.010513,100.177,0.721,19.7004,24.3181,-0.3055,0.614078
9647,358.889819,-47.59675,358.88997890156,-47.59657013577,0.0052433,0.0037118,178.09,6524290519331290752,358.88988585825,0.1647,-47.59680720153,0.2178,23.6217,0.3227,73.1967,55.176,-14.117,0.228,-53.34,0.325,604,2.4679,823.8,1.308,4.573,95,1.0889,0.0553,23,1.072,false,328.669,0.736234,19.395472,40.6943,4.8076,21.314709,587.148,17.826027,1.91,3.488682,,,0,,,,,,,0.003675,0.128299,0.012653,19.369881,0.003638,336.507,0.358,3.7138,5.2418,-0.0235,0.754955
9666,9.702971999999999,-3.1788019999999997,9.70300356638,-3.17890077914,0.0182601,0.0106037,43.44,2529923100998102144,9.70300021803,0.6441,-3.17883245602,0.518,11.3966,0.8608,13.2388,15.391,-0.752,0.92,15.373,0.954,300,1.8672,383.49,1.744,1.478,95,1.1727,0.1243,16,1.077,false,128.361,0.794187,20.416283,20.3417,4.04156,22.067575,209.79,18.943434,1.793,3.124142,,,0,,,104180097030825708,1237679433985819417,13453398,,0.007261,0.215736,0.045988,20.390692,0.007116,131.423,0.294,14.7283,15.131,0.4951,0.373268
9680,351.51719,-54.561004999999994,351.51682099436,-54.56095881101,0.0208286,0.0104153,155.94,6499424166218843264,351.51731359841,0.5913,-54.56103938337,0.847,11.2401,1.1479,9.7917,66.775,64.267,0.8,-18.129,1.204,332,0.8002,451.33,3.102,2.659,95,1.0745,0.1907,19,1.03,false,92.3224,0.704845,20.7741,31.6651,5.33747,21.587091,147.169,19.328354,1.937,2.258738,,,0,,,,,489654713,,0.008735,0.183033,0.058572,20.760723,0.008639,93.4669,0.566,12.7502,19.487,-0.4875,0.78801
9750,323.828588,-40.041773,323.82866049705,-40.0418083717,0.003271,0.0026947,53.02,6579437001761557888,323.82866049705,3.0749,-40.0418083717,2.9164,,,,,,,,,94,6.8169,213.25,11.756,11.12,3,,,9,,false,68.7742,1.48373,21.093803,65.6063,0.995479,20.796179,165.434,19.201332,3.359,1.594847,,,0,,,,,,,0.023585,0.016709,0.128388,21.093803,0.023585,68.7742,2.078,3.0749,2.9164,0.1842,0.236934
9774,10.752464999999999,-45.284515999999996,10.75257213811,-45.2845338919,0.0104631,0.0037816,155.54,4979504165799578880,10.75257213811,5.533,-45.2845338919,9.6521,,,,,,,,,44,5.6848,112.48,11.82,8.125,3,,,4,,false,57.0813,1.60077,21.296133,9.44759,1.80605,22.90024,135.988,19.414143,2.548,3.486097,,,0,,,,,,,0.030572,0.207573,0.22364,21.296133,0.030572,57.0813,0.996,5.533,9.6521,-0.6716,0.278911
9775,53.260611999999995,-52.603708999999995,53.26025394838,-52.60356680497,0.0128274,0.0105376,175.51,4735784288083194880,53.26072894467,0.4825,-52.60370744692,0.5035,11.2612,0.5248,21.4598,72.21,64.907,0.661,-31.644,0.796,296,1.9427,362.54,1.78,1.23,95,0.9095,0.1589,26,1.081,false,110.772,0.709446,20.57629,39.7475,6.48871,21.34027,195.894,19.017841,2.127,2.322428,,,0,,,,,502412698,,0.00748,0.177266,0.038166,20.561776,0.007394,112.263,0.747,10.5531,12.8146,-0.0309,0.935346
9843,356.57013,-50.711693999999994,356.57023790529,-50.71175068113,0.0393208,0.0074134,166.43,6522939047740248576,356.57023790529,11.7059,-50.71175068113,38.2629,,,,,,,,,38,2.8027,60.4,9.535,3.019,3,,,5,,false,64.7865,2.32625,21.158655,7.74409,4.0893,23.116116,140.065,19.38207,2.281,3.734045,,,0,,,,,490292934,,0.039082,0.573335,0.211509,21.158655,0.039082,64.7865,0.696,11.7059,38.2629,-0.7592,0.3196
9847,21.527355999999997,-2.269506,21.52760223568,-2.26935043084,0.0392001,0.0270003,67.79,2485101204548717824,21.52739377696,1.7433,-2.26955700052,1.2785,12.855,2.006,6.4084,66.005,-46.866,2.37,-46.478,1.771,163,6.0825,298.3,6.108,6.104,95,1.8683,0.3824,12,1.36,false,83.1603,0.876695,20.887577,34.4997,7.21855,21.494003,136.256,19.412003,2.053,2.082001,,,0,,,105270215273727032,1237678889592751074,14035476,,0.011773,0.227191,0.132679,20.877337,0.011669,83.9483,0.707,37.6995,29.0587,0.258,1.047957
9948,33.995625,-6.661331,33.99537924206,-6.66139021013,0.0161171,0.0113178,40.51,2487729307922047616,33.99570614918,0.6418,-6.66137801557,0.6454,15.2802,0.7217,21.1717,73.109,73.058,0.858,2.744,0.899,156,1.0985,185.84,1.571,0.927,95,0.9584,0.2034,14,1.062,false,129.528,0.909358,20.406456,28.0647,8.44828,21.71814,227.704,18.854467,1.975,2.863672,,,0,,,100000339955626750,1237679340031509270,15073082,,0.008105,0.326849,0.047731,20.382825,0.007951,132.378,0.514,13.552,14.2897,0.3358,0.904239
10095,318.854144,-1.956124,318.85413839592,-1.95619533718,0.0033601,0.00181,111.24,2685765993628174208,318.85413839592,3.1998,-1.95619533718,2.0804,,,,,,,,,78,2.6667,109.32,4.806,2.629,3,,,7,,false,80.4937,1.19017,20.922962,36.0528,11.5613,21.446196,134.12,19.429165,2.114,2.017031,,,0,,,105653188541783140,1237666209805567631,4859484,,0.016288,0.348183,0.105437,20.922962,0.016288,80.4937,0.777,3.1998,2.0804,-0.4065,0.257604
10160,337.667391,-0.521677,337.66741112547,-0.52171650149,0.0817938,0.0044204,112.39,2630022094129538560,337.66741112547,75.6482,-0.52171650149,31.4184,,,,,,,,,43,2.2414,60.17,7.272,9.979,3,,,3,,false,68.8369,2.32965,21.092813,669.525,1252.81,18.274126,128.495,19.475681,11.593,-1.201555,,,0,,,107373376673644412,1237663542612460888,7508715,,0.036848,2.031619,0.159628,21.092813,0.036848,68.8369,10.433,75.6482,31.4184,-0.9884,0.159597
10200,15.798138,-0.7380599999999999,15.79793224436,-0.73810040478,0.008397,0.0044254,60.02,2536129912855899904,15.79823592578,0.2844,-0.73810605611,0.2122,27.9413,0.3374,82.817,68.334,68.323,0.472,-1.272,0.354,230,0.6983,356.1,1.217,4.629,95,0.889,0.0641,15,1.032,false,519.285,1.57684,18.898853,36.2845,3.37593,21.43924,940.968,17.31396,1.882,4.12528,,,0,,,107110157980184724,,13915102,,0.004297,0.101056,0.012229,18.873262,0.004238,531.67,0.245,7.6021,5.6835,0.5102,0.754807
