Star Number,RA,Dec,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra_x,ra_error,dec_x,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr,angDist
17713,18.600613,-47.727058,18.60080251115,-47.72699055072,0.0173543,0.0092213,156.01,4932272169927205248,18.60070542716,0.5288,-47.7270791146,0.7086,12.1973,0.869,14.0361,24.758,-14.694,0.684,-19.927,1.017,350,4.591,507.53,3.608,4.4,95,0.7124,0.1706,24,1.179,false,105.641,0.618218,20.627787,32.1553,5.89134,21.57041,186.257,19.072617,2.067,2.497793,,,0,,,,,504064050,,0.006926,0.198943,0.043732,20.610171,0.006832,107.369,0.661,10.9892,16.2924,-0.4484,0.519198
17718,5.135597,-50.376214999999995,5.13571469551,-50.3762470797,0.0418252,0.0043342,100.88,4973805092091218944,5.13571469551,41.0812,-50.3762470797,8.9706,,,,,,,,,42,2.243,58.93,8.451,2.03,3,,,5,,false,58.8394,1.65788,21.263197,32.946,8.53286,21.544035,118.11,19.567175,2.567,1.97686,,,0,,,,,,,0.030716,0.281214,0.158176,21.263197,0.030716,58.8394,1.236,41.0812,8.9706,-0.8706,0.293859
17767,318.272075,-53.228984999999994,318.27207710225,-53.22900137466,0.0022274,0.0017517,127.26,6464482236444184960,318.27207710225,2.0657,-53.22900137466,1.9397,,,,,,,,,191,14.5281,628.97,14.765,24.26,3,,,15,,false,83.1648,1.08871,20.887518,50.8553,13.039,21.0727,172.44,19.156301,2.685,1.916399,,,0,,,,,,,0.014478,0.27839,0.041588,20.887518,0.014478,83.1648,1.361,2.0657,1.9397,-0.2277,0.059123
17829,5.610968,0.006349,5.61098584606,0.00644633825,0.0088608,0.0057497,60.26,2545284382244546176,5.61099229011,0.3412,0.00627997008,0.2753,12.4825,0.4455,28.0216,37.461,1.45,0.51,-37.433,0.418,381,12.0861,1020.55,2.272,19.47,95,1.1083,0.0668,15,1.471,false,450.508,1.67795,19.053112,32.9464,4.79667,21.544022,843.745,17.432367,1.946,4.111654,,,0,,,108000056109728070,1237663784199848203,16650974,,0.004893,0.158097,0.009435,19.027521,0.004816,461.252,0.311,8.2052,6.6518,0.3587,0.356258
17847,304.243817,-53.549717,304.2435643817,-53.54944865553,0.027485,0.0231747,57.93,6473417971738652928,304.24385120702,1.3072,-53.54978688691,1.0628,6.0583,1.4777,4.0997,85.215,38.343,1.625,-76.102,1.528,134,3.3993,195.86,4.669,3.278,95,0.9068,0.4089,13,1.217,false,,,,,,,135.16,19.420773,,,,,0,,,,,481881880,,,,0.077058,,,,,26.3413,24.4669,0.1524,1.106875
17852,20.203141,-39.430789,20.20329345694,-39.4307621477,0.0182107,0.0125263,152.32,4985394696266010624,20.20321644376,0.6385,-39.4308166871,0.6767,5.2017,1.2776,4.0714,18.158,-13.384,0.867,-12.271,1.069,486,4.3012,648.84,3.99,3.961,95,0.9439,0.1893,20,1.141,false,91.4302,0.601159,20.784641,24.453,3.14462,21.867712,159.546,19.240683,2.012,2.627029,,,0,,,,,9178905,,0.007652,0.139652,0.032431,20.764805,0.007532,93.116,0.587,13.9508,17.144,-0.3005,0.434806
17867,40.050034,-9.678942,40.04974276318,-9.67875117428,0.0135039,0.0102513,91.54,5173825773513068032,40.0501083111,0.7058,-9.67898872403,0.5523,10.3346,0.7739,13.3546,97.11,81.078,0.852,-53.449,0.64,189,4.7666,311.32,2.949,5.187,95,1.2603,0.194,16,1.257,false,160.644,1.15206,20.172705,23.316,4.10827,21.919409,275.051,18.649364,1.857,3.270044,,,0,,,96380400499185717,,15358768,,0.008259,0.191327,0.054376,20.147114,0.008089,164.476,0.337,13.5018,10.254,-0.015,1.241013
17953,354.803716,-42.445156999999995,354.80360903236,-42.44522083716,0.0143982,0.0119833,168.55,6532440713694451328,354.80378029242,0.5402,-42.44519010557,0.7265,6.9957,0.8885,7.8736,29.263,28.435,0.753,6.915,0.913,265,2.5872,344.86,2.311,1.994,95,0.7227,0.1917,16,1.114,false,112.299,0.726989,20.56143,26.2253,6.00228,21.79174,190.019,19.050903,1.926,2.740837,,,0,,,,,,,0.00755,0.248512,0.060791,20.539716,0.00742,114.567,0.483,12.0876,14.3108,-0.0717,0.365462
17966,332.959221,1.363175,332.95924727566,1.36314174072,0.0018293,0.0016207,45.89,2682099667810120960,332.95924727566,1.7314,1.36314174072,1.7249,,,,,,,,,100,2.2912,129.39,3.821,2.316,3,,,8,,false,114.281,1.24181,20.542433,34.3665,14.0089,21.498205,184.905,19.080524,1.919,2.417681,,,0,,,109633329591946235,1237678617942885725,16182706,,0.012115,0.442591,0.087666,20.542433,0.012115,114.281,0.524,1.7314,1.7249,0.1204,0.152574
17999,324.057997,-45.879245999999995,324.05802729737,-45.87929686425,0.0133703,0.0083236,75.89,6563935605797290752,324.05802729737,13.1248,-45.87929686425,8.7055,,,,,,,,,58,3.5517,97.62,10.226,4.806,3,,,3,,false,66.6293,1.46833,21.128204,60.5852,15.7082,20.882626,84.7595,19.927423,2.181,0.955202,,,0,,,,,,,0.024085,0.281517,0.175437,21.128204,0.024085,66.6293,0.969,13.1248,8.7055,0.2265,0.198231
18008,27.679834999999997,-60.826812999999994,27.67909186558,-60.82693675763,0.0112112,0.0083304,86.07,4714445383022248320,27.67996228257,0.4518,-60.82679227491,0.39,7.3712,0.5091,14.4774,100.847,95.464,0.696,32.509,0.524,330,3.3941,473.88,2.512,4.155,95,1.0555,0.1258,24,1.135,false,172.547,0.804904,20.095097,37.0734,5.89218,21.415888,295.58,18.571207,1.928,2.844681,,,0,,,,,,,0.005766,0.172582,0.022375,20.071754,0.005671,176.297,0.47,11.1994,8.3463,0.0412,1.378074
18024,324.742227,-55.022112,324.74219872979,-55.02183671748,0.0087415,0.008553,11.91,6461600141589583104,324.74228375878,0.4402,-55.02218827103,0.3347,8.461,0.6489,13.0393,79.856,10.967,0.535,-79.1,0.537,557,2.459,713.26,1.79,2.542,95,0.9096,0.0991,20,1.074,false,152.835,0.595796,20.22681,34.3151,6.05441,21.499828,271.312,18.664223,2.0,2.835606,,,0,,,,,,,0.00505,0.191583,0.026268,20.203606,0.004976,156.136,0.543,8.5611,8.7336,0.0088,0.992733
18044,12.681282,-54.762369,12.68074166561,-54.76218274576,0.0384296,0.0276406,7.4,4920871063275474816,12.68147113056,1.045,-54.76241703167,1.2769,8.0056,1.5078,5.3094,108.381,94.698,1.761,-52.714,2.41,143,3.0564,208.98,4.849,3.64,95,1.28,0.3698,13,1.188,false,81.5077,1.2797,20.90937,35.2121,7.0088,21.471811,165.448,19.201242,2.462,2.270569,,,0,,,,,,,0.017268,0.216129,0.130014,20.895781,0.017058,82.5343,1.089,27.8537,38.2754,0.0854,1.307365
18052,352.790481,-58.418164999999995,352.79027239677,-58.41821230031,0.0066892,0.0041741,148.35,6489571511240994432,352.79058705304,0.2105,-58.41818594113,0.2591,8.6192,0.3103,27.7768,37.549,37.078,0.309,5.931,0.377,480,2.7394,653.8,1.53,4.112,95,1.1186,0.0673,28,1.09,false,259.469,0.780349,19.652153,32.688,4.33773,21.55257,440.339,18.138426,1.823,3.414145,,,0,,,,,489377732,,0.004272,0.144105,0.016068,19.626562,0.004215,265.657,0.282,4.9945,6.101,-0.4005,0.428576
18064,317.019085,-61.505798,317.01932978543,-61.50574876943,0.0107009,0.006957,177.71,6452557036408708736,317.01913471938,0.3661,-61.50583524689,0.5281,9.2544,0.5842,15.842,28.583,-20.939,0.428,-19.457,0.655,363,2.715,488.61,2.525,4.946,95,1.1257,0.1188,22,1.102,false,145.864,0.85683,20.277498,27.3299,4.89165,21.746946,261.452,18.704414,1.98,3.042532,,,0,,,,,,,0.006948,0.19435,0.027197,20.251907,0.006811,149.343,0.493,6.9646,10.696,-0.0354,0.456238
18083,328.505083,-59.542815,328.50494921858,-59.54252461822,0.0086693,0.006427,2.2,6410377399544482048,328.50516197324,0.3608,-59.54287846093,0.3762,6.0968,0.5394,11.3029,83.23,24.265,0.392,-79.615,0.533,506,2.525,623.32,1.837,2.404,95,1.3829,0.1022,26,1.08,false,142.695,0.583274,20.301344,29.443,5.29562,21.666086,250.747,18.749805,1.964,2.916281,,,0,,,,,,,0.005224,0.195301,0.026065,20.276934,0.00514,145.94,0.495,6.4308,8.6665,0.0233,1.073502
18088,7.338603,-44.807558,7.33830599217,-44.80759772069,0.0240672,0.0136536,150.56,4980201771567726080,7.33868188043,0.7809,-44.80759061819,1.059,5.6184,1.5118,3.7163,60.025,60.004,1.052,1.598,1.36,319,5.5358,496.3,5.586,5.809,95,0.8644,0.2394,16,1.228,false,97.1737,1.12949,20.718494,24.9801,5.69406,21.844555,154.033,19.278862,1.842,2.565693,,,0,,,,,503997657,,0.012917,0.247502,0.064326,20.699702,0.012706,98.8703,0.426,16.7718,22.0081,-0.4555,0.771953
18133,338.948337,-54.959832999999996,338.94850059531,-54.95972354421,0.008237,0.0058673,178.89,6506859549176121216,338.94837196196,0.2997,-54.95987620231,0.3934,8.2414,0.4809,17.1367,38.157,-16.617,0.365,-34.348,0.503,423,2.753,563.93,1.97,3.769,95,1.1209,0.099,23,1.096,false,168.215,0.690328,20.122704,32.9078,4.97899,21.545296,279.027,18.633781,1.854,2.911514,,,0,,,,,489034653,,0.005239,0.164297,0.024754,20.098363,0.005155,172.029,0.387,5.8684,8.2363,-0.0134,0.519238
18151,17.254442,-53.704699,17.25356988497,-53.70479890843,0.0051029,0.0044732,162.78,4915007986239588608,17.25465677759,0.2214,-53.70469867733,0.2333,10.9574,0.3026,36.2143,146.507,144.761,0.282,22.553,0.317,433,1.5944,563.75,1.354,3.172,95,1.0689,0.0685,29,1.054,false,264.571,0.838853,19.631012,35.8933,4.59613,21.45101,446.282,18.123873,1.822,3.327137,,,0,,,,,503398728,,0.004409,0.139056,0.018041,19.605421,0.004347,270.881,0.294,4.5318,5.0509,-0.0745,1.892967
18168,344.93824,0.780513,344.93820529078,0.78049212629,0.0206169,0.0152467,60.98,2651982257621118848,344.93827548366,1.1126,0.78046530823,0.9751,8.0895,1.0198,7.9324,16.905,15.792,1.218,-6.034,1.014,123,0.2497,127.82,1.019,0.1895,95,1.5624,0.2275,12,1.014,false,101.916,1.26089,20.66676,37.6213,8.03154,21.399958,175.318,19.138327,2.089,2.261631,,,0,,,108933449381947019,1237663445443216103,16379409,,0.013712,0.231804,0.080801,20.653331,0.013551,103.184,0.718,19.4867,16.667,0.2516,0.145799
18229,29.296689999999998,-49.826875,29.29679907821,-49.82691395341,0.0024398,0.0016621,4.75,4940643443439140224,29.29679907821,1.6687,-49.82691395341,2.4353,,,,,,,,,104,2.7886,142.8,4.401,1.59,3,,,12,,false,62.9748,1.33621,21.18945,7.36072,1.70068,23.171242,118.575,19.562914,2.0,3.608328,,,0,,,,,,,0.023202,0.250872,0.146249,21.18945,0.023202,62.9748,0.431,1.6687,2.4353,0.0648,0.289543
18266,318.264742,-42.084315,318.2648678309,-42.08410467864,0.033302,0.0250301,71.76,6580676117005684992,318.26476172616,1.457,-42.08436765788,1.0743,7.8593,2.3705,3.3154,61.766,-17.718,2.028,-59.17,1.639,137,1.0846,189.11,3.275,1.536,95,1.2029,0.3712,11,1.065,false,88.0084,0.922338,20.826057,34.8533,12.8218,21.482931,151.16,19.299303,2.114,2.183628,,,0,,,,,,,0.011707,0.39943,0.068802,20.814019,0.011586,88.9896,0.753,32.5844,25.9574,0.1696,0.828439
18274,320.493895,-41.875129,320.49482284993,-41.87495973652,0.0038038,0.0028392,70.51,6580507788647430144,320.49538431613,0.1941,-41.87569761578,0.1524,3.0329,0.2615,11.5976,190.819,94.066,0.23,-166.023,0.18,543,2.2317,673.89,0.719,2.129,95,1.2505,0.0446,21,1.068,false,444.533,0.843708,19.067608,111.833,4.84629,20.21712,497.802,18.005253,1.371,2.211866,,,0,,,,,488315605,,0.003441,0.047133,0.012197,19.055067,0.003427,449.697,0.007,3.7089,2.9622,0.1834,2.560722
18310,328.079636,-41.303976,328.07967646809,-41.3040244552,0.0024918,0.0012015,78.25,6572335947647223296,328.07967646809,2.4519,-41.3040244552,1.2811,,,,,,,,,69,0.9956,75.19,0.0,0.0,3,,,8,,false,72.4194,1.21788,21.03773,29.1886,14.4813,21.675508,111.591,19.628822,1.944,2.046686,,,0,,,,,,,0.018466,0.53867,0.219381,21.03773,0.018466,72.4194,0.603,2.4519,1.2811,0.3024,0.205928
18319,318.752599,-55.725162,318.75246439531,-55.72493925456,0.0243784,0.0220722,125.33,6463092385027274880,318.75264474093,0.9847,-55.72523275515,1.1211,3.8182,1.5813,2.4147,69.88,22.852,1.489,-66.038,1.419,155,1.8625,186.3,2.596,1.253,95,0.8293,0.3144,12,1.107,false,80.4768,0.888546,20.923191,27.1961,8.24895,21.752275,124.319,19.511553,1.883,2.240723,,,0,,,,,488581977,,0.0123,0.32933,0.072544,20.910135,0.012161,81.4503,0.514,23.6322,22.8693,-0.0935,0.847048
18346,300.971961,-54.838575,300.97198286682,-54.83860634732,0.0011043,9.907E-4,108.97,6473089316546505984,300.97198286682,1.0929,-54.83860634732,1.0033,,,,,,,,,116,0.4325,116.88,0.0,0.0,3,,,10,,false,88.375,1.18133,20.821543,134.034,84.9607,20.020508,164.495,19.207514,3.378,0.812994,,,0,,,,,481532520,,0.014773,0.688227,0.075978,20.821543,0.014773,88.375,2.177,1.0929,1.0033,-0.0667,0.121616
18374,53.846734999999995,-55.575578,53.84684416523,-55.57554772755,0.0023257,0.0015821,95.04,4730727943344548352,53.84684416523,2.3208,-55.57554772755,1.5891,,,,,,,,,68,1.3401,78.5,0.0,0.01836,3,,,8,,false,68.7512,1.17075,21.094166,29.4341,6.81842,21.666416,99.9677,19.748247,1.882,1.918169,,,0,,,,,502302099,,0.018693,0.251527,0.157481,21.094166,0.018693,68.7512,0.558,2.3208,1.5891,-0.069,0.247457
18382,310.096307,-57.00703,310.09610571078,-57.00639844119,0.0050828,0.0041555,113.98,6467992431610451840,310.09635528647,0.2483,-57.0071604672,0.2271,15.5977,0.3483,44.7855,174.161,30.579,0.307,-171.456,0.267,386,-0.1732,468.99,0.931,1.762,95,1.0357,0.0674,19,0.993,false,334.705,0.734219,19.375713,34.0004,3.69833,21.50983,587.559,17.825268,1.857,3.684563,,,0,,,,,486171292,,0.003642,0.118132,0.009591,19.350122,0.003606,342.687,0.278,4.9416,4.3224,-0.1489,2.3076
18396,28.111966,-0.081899,28.11199079514,-0.08195835073,0.0024268,0.0020775,10.84,2506252269214004608,28.11199079514,2.0909,-0.08195835073,2.4153,,,,,,,,,79,3.1487,118.38,4.541,1.316,3,,,7,,false,74.0759,1.176,21.013174,23.9875,3.75978,21.88858,159.613,19.240227,2.479,2.648354,,,0,,,,,15162773,,0.017456,0.170201,0.103606,21.013174,0.017456,74.0759,1.05,2.0909,2.4153,0.0575,0.231559
18400,326.290066,-53.831047999999996,326.29058528195,-53.83119798665,0.0051356,0.0043625,119.02,6462119454675277824,326.29007936134,0.2164,-53.83106241377,0.1717,12.038,0.2997,40.1632,73.781,-67.18,0.311,30.504,0.279,612,2.8862,854.81,1.231,3.886,95,1.0657,0.0591,24,1.083,false,297.183,0.712,19.504808,49.9405,5.12218,21.09241,507.213,17.984919,1.875,3.107491,,,0,,,,,488745261,,0.003789,0.111394,0.01468,19.479217,0.003748,304.27,0.378,4.9645,4.5563,-0.1377,1.228311
18443,35.446141,-8.525400000000001,35.44618640228,-8.52543637247,0.0077976,0.0015257,27.78,5176681995484674560,35.44618640228,3.8765,-8.52543637247,6.9356,,,,,,,,,45,0.8301,47.15,0.0,0.0,3,,,6,,false,65.5599,1.62406,21.145771,27.4065,12.9478,21.74391,104.469,19.70043,2.012,2.04348,,,0,,,,,15080091,,0.027037,0.512947,0.158232,21.145771,0.027037,65.5599,0.671,3.8765,6.9356,0.8968,0.208023
18449,85.032912,-57.529421,85.03290915508,-57.52925680583,0.008494,0.0076728,10.36,4766108445116281344,85.03293797534,0.3499,-57.52941140749,0.376,6.9153,0.3669,18.8459,34.959,3.481,0.483,-34.785,0.525,294,4.0041,441.46,2.265,5.142,95,1.1842,0.1107,27,1.17,false,223.045,0.885392,19.816383,50.6683,6.49559,21.076702,369.863,18.327793,1.885,2.748909,,,0,,,,,500477177,,0.005115,0.139217,0.025609,19.794539,0.005043,227.578,0.442,7.7007,8.4687,0.036,0.591125
18465,337.515408,-62.455472,337.51549592477,-62.4554173237,0.011227,0.0072266,158.65,6405169425281356416,337.5154625921,0.3708,-62.45550149788,0.4828,6.4332,0.5798,11.0955,19.254,-3.468,0.493,-18.939,0.67,478,2.4442,609.37,2.413,3.062,95,1.2304,0.1297,28,1.08,false,119.371,0.620124,20.49512,34.8434,4.18745,21.483242,197.453,19.009237,1.946,2.474005,,,0,,,,,486666595,,0.006277,0.130513,0.030252,20.47792,0.006198,121.277,0.543,7.8745,10.7825,-0.2948,0.245295
18479,346.063619,-46.616684,346.06397723611,-46.61682283668,0.0065273,0.0024916,22.65,6539367258992458112,346.06364364689,0.2016,-46.61669813338,0.3128,12.1267,0.392,30.9366,58.696,-51.555,0.214,28.058,0.374,699,4.5958,1116.79,1.936,9.125,95,0.9637,0.0575,23,1.125,false,318.45,0.696317,19.429764,44.9332,4.15514,21.207123,547.556,17.901825,1.861,3.305298,,,0,,,,,490329431,,0.003637,0.100441,0.010504,19.404173,0.003601,326.045,0.335,3.4067,6.0998,0.6225,1.017106
18493,349.472623,-40.179701,349.47269574994,-40.17977690819,0.022169,0.0165176,87.67,6548480354960769536,349.4726713859,0.7509,-40.17974345809,1.009,7.3433,1.0232,7.1772,8.613,-4.188,1.373,7.526,0.998,194,2.2918,256.42,3.292,3.499,95,1.0121,0.2029,14,1.119,false,106.669,0.863907,20.617273,38.8281,8.57888,21.365677,196.775,19.012968,2.209,2.352709,,,0,,,,,,,0.009215,0.239905,0.056409,20.602219,0.009099,108.158,0.824,22.1608,16.5286,0.0243,0.338697
18544,34.995923,-8.316981,34.99618088643,-8.31646706139,0.0363063,0.023262,31.44,2486179138260810368,34.99595316781,0.966,-8.31703813503,1.0701,11.9022,1.3723,8.6735,138.132,-50.698,1.718,-128.492,2.08,108,0.5601,137.45,1.712,0.5805,95,1.208,0.3297,11,1.036,false,91.1063,1.41956,20.788496,37.7332,14.6021,21.396732,158.504,19.247791,2.154,2.148941,,,0,,,98020349959910162,1237653502042374923,15079302,,0.01714,0.420171,0.142563,20.777074,0.016965,92.0698,0.798,27.4314,33.2684,0.3789,2.065681
18547,14.585619999999999,-45.940113,14.58529312912,-45.94024433122,0.0034608,0.0022679,146.66,4981456279974340864,14.58575584589,0.133,-45.94010908085,0.153,10.2637,0.2462,41.6806,78.535,72.4,0.168,30.432,0.198,731,2.4862,1098.19,1.24,6.283,95,1.0284,0.0392,30,1.066,false,420.917,0.761132,19.126875,37.3396,4.1751,21.408117,739.218,17.575964,1.845,3.832153,,,0,,,,,503985167,,0.003383,0.121433,0.009939,19.101284,0.003357,430.956,0.247,2.6847,3.1485,-0.3712,0.945075
18548,16.755097,-48.671212999999995,16.75518747562,-48.67123130436,0.00504,0.0023974,158.97,4932295053512898560,16.75518747562,2.8773,-48.67123130436,4.7822,,,,,,,,,43,2.7814,66.79,7.061,2.2,3,,,5,,false,61.5893,1.77276,21.213604,54.5492,3.67533,20.99657,108.011,19.66423,2.639,1.33234,,,0,,,,,,,0.031373,0.073206,0.188773,21.213604,0.031373,61.5893,1.389,2.8773,4.7822,-0.4785,0.224961
18591,309.402824,-55.948212,309.40289357,-55.94827600041,0.0048346,0.0018859,103.73,6469791331418404608,309.40289357,4.7177,-55.94827600041,2.1618,,,,,,,,,56,1.099,62.16,4.466,1.108,3,,,6,,false,72.9879,1.60851,21.02924,10.6331,1.99697,22.771893,137.596,19.40138,2.031,3.370512,,,0,,,,,,,0.024086,0.203928,0.171121,21.02924,0.024086,72.9879,0.496,4.7177,2.1618,-0.4481,0.269725
18598,67.437192,-56.23632,67.43736928315,-56.23621025352,0.0096789,0.0076485,2.8,4775808916514706176,67.43720374151,0.3876,-56.23631436508,0.4313,10.3115,0.4476,23.0357,31.261,-20.701,0.476,-23.425,0.594,354,4.1009,534.58,2.722,5.862,95,1.0313,0.1237,26,1.158,false,179.921,0.740781,20.04966,50.6043,11.0892,21.078074,319.752,18.485863,2.058,2.592211,,,0,,,,,502022280,,0.005251,0.23794,0.02575,20.030414,0.005184,183.139,0.638,7.654,9.6746,0.0232,0.53095
18640,320.612923,-57.861031,320.61388275396,-57.8608603725,0.0078884,0.0059952,176.94,6459392601413356672,320.61279435869,0.3251,-57.86110354245,0.3691,14.0005,0.4589,30.5108,141.298,-130.275,0.376,-54.712,0.484,364,3.1358,507.51,1.886,3.1,95,1.107,0.0963,22,1.118,false,192.068,0.755999,19.978727,39.132,5.35699,21.357212,338.306,18.424622,1.965,2.932591,,,0,,,,,486333386,,0.005085,0.148658,0.01914,19.954081,0.005004,196.478,0.494,6.0015,7.8836,-0.0296,1.937962
18655,32.604670999999996,-45.750465,32.60463836354,-45.75053920738,0.0065728,0.0049935,154.86,4943208638428351104,32.60474136566,0.2829,-45.75046322849,0.3263,8.3434,0.3876,21.5271,23.532,16.171,0.333,17.095,0.398,404,0.3166,458.99,0.643,0.3809,95,1.0977,0.094,28,1.01,false,171.304,0.667823,20.10295,23.8515,3.79748,21.894754,299.567,18.556662,1.888,3.338093,,,0,,,,,504842958,,0.005051,0.172887,0.023507,20.077359,0.004968,175.39,0.358,5.3135,6.317,-0.2093,0.279443
18661,9.596204,-61.957153,9.59544448046,-61.95726216779,0.0314025,0.0169388,152.66,4902542548037744512,9.59639768989,0.8198,-61.95716072216,0.9421,9.2079,0.9899,9.3019,103.381,100.83,1.3,22.826,1.823,239,9.4593,526.65,4.211,5.571,95,0.889,0.2427,18,1.467,false,98.2814,0.85538,20.706188,52.4981,9.23417,21.038183,187.207,19.06709,2.439,1.971094,,,0,,,,,,,0.009843,0.190996,0.035879,20.697872,0.009774,99.0371,1.108,20.842,28.9595,-0.4726,1.344199
18666,21.443075,-53.480436999999995,21.44314688439,-53.4804621352,0.0021691,0.0015728,107.02,4914472558437033600,21.44314688439,2.1246,-53.4804621352,1.6324,,,,,,,,,78,1.1493,87.03,0.0,0.0,3,,,9,,false,,,,,,,106.126,19.683344,,,,,0,,,,,,,,,0.174912,,,,,2.1246,1.6324,-0.18,0.178618
18688,29.792893999999997,-49.638991999999995,29.79253742812,-49.63917716367,0.0207124,0.0150588,165.88,4940640488503204736,29.79303346792,0.8023,-49.63900210805,1.0357,8.5104,1.1389,7.4727,82.313,72.278,0.969,39.388,1.291,428,57.2423,6003.94,11.55,401.0,95,1.0717,0.2452,29,3.518,false,179.908,1.66115,20.049742,40.7594,4.79868,21.312971,440.918,18.137001,2.677,3.17597,,,0,,,,,503729749,,0.010397,0.127856,0.016138,20.024151,0.010172,184.199,1.17,15.453,20.42,-0.1516,1.06555
18693,11.703311,-57.210936999999994,11.70308387586,-57.21104285498,0.0157114,0.0118998,1.73,4908005845223174784,11.70342251072,0.5948,-57.21095072522,0.7453,5.4011,0.8157,6.6215,46.176,41.262,0.746,20.729,0.988,233,1.4373,265.41,1.35,0.5379,95,1.3694,0.1949,20,1.067,false,96.3589,0.681565,20.727636,24.2829,4.26474,21.87529,158.276,19.24936,1.895,2.625931,,,0,,,,,503308100,,0.008159,0.190705,0.032237,20.707818,0.008028,98.1339,0.469,11.9038,15.7084,0.017,0.584198
18701,61.248124999999995,-52.297335999999994,61.24787126349,-52.29675106224,0.0351884,0.0291857,138.35,4828438178745531264,61.24820926586,1.7096,-52.2974078431,1.1995,6.9075,1.1656,5.9261,154.922,46.51,1.925,-147.776,1.996,130,2.788,178.39,3.09,1.773,95,0.8496,0.4318,14,1.179,false,90.8841,1.04205,20.791147,36.6844,5.68869,21.42734,151.962,19.293554,2.076,2.133785,,,0,,,,,502249208,,0.01275,0.16839,0.088599,20.779994,0.012626,91.8225,0.722,31.9758,32.6739,-0.1837,2.178616
18727,358.942881,0.274138,358.94285043892,0.27466772629,0.0062847,0.0022433,92.34,2642170284572435456,358.94291472037,0.2378,0.27402167645,0.1419,13.1014,0.2185,59.9535,146.079,14.463,0.398,-145.361,0.145,353,3.1119,610.71,1.063,9.399,95,1.1182,0.0369,15,1.119,false,906.274,1.40269,18.294218,55.7762,5.82414,20.97242,1523.26,16.79096,1.742,4.181459,,,0,,,108323589428429584,1237666408441970920,16551469,452514675,0.003227,0.113407,0.007751,18.268627,0.003207,927.889,0.097,6.2801,2.2561,-0.0994,1.910186
18737,39.046316999999995,-2.424522,39.04636349377,-2.4245526149,0.0057371,0.0019316,23.87,2496304433467255680,39.04636349377,2.917,-2.4245526149,5.3044,,,,,,,,,84,3.4134,129.22,6.7,3.925,3,,,9,,false,82.538,1.64442,20.895731,32.7757,9.38774,21.549664,147.174,19.328318,2.18,2.221346,,,0,,,105090390463220998,1237678889063547948,,,0.021806,0.310994,0.087915,20.895731,0.021806,82.538,0.814,2.917,5.3044,0.6979,0.20028
18743,325.361117,-60.845717,325.36114551357,-60.84576898455,0.0034029,0.0011442,1.87,6410043216729556352,325.36114551357,1.149,-60.84576898455,3.4013,,,,,,,,,129,4.7271,213.37,7.586,5.576,3,,,10,,false,73.9868,1.41083,21.01448,37.2808,10.9419,21.409828,127.548,19.483711,2.228,1.926117,,,0,,,,,,,0.020886,0.318675,0.085085,21.01448,0.020886,73.9868,0.903,1.149,3.4013,0.0855,0.19371
18773,319.632343,-58.865268,319.6321528312,-58.86518404918,0.0180525,0.0160702,174.49,6453328206376478336,319.63240542919,0.8991,-58.8653193955,0.8973,4.4811,1.3449,3.332,42.32,29.387,0.965,-30.453,1.119,267,2.9742,342.88,3.394,2.601,95,0.9556,0.2262,16,1.132,false,87.0787,0.649301,20.837587,24.8135,5.52374,21.851822,143.453,19.356123,1.932,2.495699,,,0,,,,,,,0.008552,0.241712,0.049102,20.820007,0.008429,88.5001,0.526,16.0896,18.0352,-0.0223,0.465445
18776,29.526524,-56.13858,29.52663233356,-56.13857911617,0.0090993,0.0027368,148.56,4719331436603016960,29.52663233356,5.2892,-56.13857911617,7.8938,,,,,,,,,60,2.2248,80.92,5.176,1.748,3,,,6,,false,72.6256,1.26466,21.034643,,,,105.596,19.688782,,,,,0,,,,,,,0.019106,,0.122015,21.034643,0.019106,72.6256,,5.2892,7.8938,-0.8027,0.217326
