Star Number,RA,Dec,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra_x,ra_error,dec_x,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr,angDist
2940,335.64117699999997,-0.951666,335.64104489238,-0.95202441297,0.022704,0.016109,48.56,2677647332912408960,335.64121665309,0.7759,-0.95163495781,0.9131,10.2633,0.8685,11.8174,95.769,38.641,1.241,87.627,1.166,134,0.9523,153.62,1.514,0.7368,95,1.3237,0.2327,12,1.057,false,134.683,1.19228,20.364084,50.1493,10.231,21.087881,212.036,18.931873,1.947,2.156008,,,0,,,106853356411688284,1237656906344432562,7457367,,0.009999,0.221519,0.060591,20.352537,0.009901,136.123,0.59,20.0833,19.2777,0.328,1.375122
2946,13.527878999999999,0.966541,13.52808037301,0.96685241044,0.0214232,0.0118207,44.39,2537513579521274880,13.52790928092,0.7158,0.96645727548,0.4187,8.8982,0.8244,10.794,96.88,-38.49,1.07,-88.905,1.088,416,3.2834,572.06,2.92,4.45,95,1.1995,0.1456,15,1.116,false,136.877,0.718218,20.346544,31.1986,3.86134,21.603205,243.071,18.78356,2.004,2.819645,,,0,,,109160135279250375,,16753871,,0.006328,0.134407,0.034782,20.323585,0.006221,139.802,0.55,17.2033,17.3991,0.5331,1.334993
2989,17.02336,-43.234252999999995,17.023451673,-43.23426882971,0.0015528,7.456E-4,138.19,4982877879790153344,17.023451673,1.1749,-43.23426882971,1.2596,,,,,,,,,235,5.0352,354.89,5.004,8.08,3,,,15,,false,80.6358,0.789355,20.921047,33.3466,6.75205,21.530912,142.528,19.36315,2.181,2.167763,,,0,,,,,9130503,,0.01098,0.219858,0.066144,20.921047,0.01098,80.6358,0.823,1.1749,1.2596,-0.6229,0.247102
3006,351.836188,-55.015071999999996,351.83629057671,-55.01507216355,0.0015152,0.0013273,169.87,6499319540815325184,351.83629057671,1.3335,-55.01507216355,1.5097,,,,,,,,,139,2.0466,169.59,4.837,4.915,3,,,12,,false,69.9199,1.01511,21.075865,40.0553,4.94315,21.331894,117.365,19.574047,2.251,1.757847,,,0,,,,,,,0.016002,0.134018,0.13676,21.075865,0.016002,69.9199,0.949,1.3335,1.5097,-0.0459,0.211729
3018,7.952297,-57.217265999999995,7.95177538166,-57.21760686147,0.0065861,0.0052477,132.88,4918699562169861120,7.95245473755,0.2597,-57.21726124427,0.2694,12.5118,0.3458,36.1795,113.565,82.763,0.369,77.764,0.367,423,2.7682,549.16,1.264,2.223,95,1.2234,0.0821,28,1.097,false,227.735,0.715952,19.793793,36.0972,8.83126,21.444857,393.913,18.259396,1.888,3.185461,,,0,,,,,,,0.004387,0.265642,0.026855,19.768202,0.004325,233.166,0.38,6.0034,5.9053,-0.2228,1.593601
3062,350.440258,0.36674,350.44033528501,0.36669273018,0.0020056,0.0012862,34.76,2645197652402201728,350.44033528501,1.557,0.36669273018,1.8035,,,,,,,,,94,3.2846,139.51,5.707,3.656,3,,,10,,false,87.0963,1.19777,20.837368,28.3991,16.1902,21.70528,123.732,19.516695,1.747,2.188585,,,0,,,,,16448508,,0.015183,0.61898,0.076828,20.837368,0.015183,87.0963,0.385,1.557,1.8035,0.395,0.326136
3073,32.239619,-3.803047,32.23947398511,-3.80324104867,0.0258131,0.0167959,48.01,2491606220281544704,32.23965192356,1.5734,-3.80309116156,1.2425,7.5638,1.7235,4.3886,52.28,39.948,1.379,33.725,1.328,112,1.4033,132.83,2.478,0.9284,95,0.9943,0.393,10,1.095,false,97.3869,0.999571,20.716116,24.7067,10.2779,21.856504,169.862,19.172655,1.998,2.683849,,,0,,,103430322395746674,1237669771375739600,15219715,,0.011479,0.45167,0.05535,20.695332,0.011274,99.2691,0.564,22.2344,21.3085,0.4032,0.871406
3094,355.456122,-41.090506,355.4561747498,-41.09055694426,0.0066878,0.0013107,129.87,6534097368479699712,355.4561747498,5.2011,-41.09055694426,4.4039,,,,,,,,,105,2.4819,138.54,5.267,2.257,3,,,7,,false,79.2786,1.37531,20.939476,55.2076,18.5777,20.983545,124.592,19.509172,2.268,1.474373,,,0,,,,,,,0.019036,0.365368,0.076229,20.939476,0.019036,79.2786,1.001,5.2011,4.4039,-0.9239,0.232635
3109,308.108159,-48.082895,308.10807746444,-48.08269190405,0.0129254,0.0088984,26.01,6668339801132752512,308.10819942255,0.468,-48.08295416655,0.5079,11.268,0.6526,17.2668,61.791,18.332,0.612,-59.009,0.764,265,0.2062,279.5,0.0,0.0,95,1.4164,0.1507,16,1.008,false,119.976,0.791774,20.489632,24.0938,4.64786,21.883781,201.454,18.987457,1.88,2.896324,,,0,,,,,,,0.007677,0.209465,0.039639,20.465514,0.00753,122.671,0.414,9.8021,12.2542,0.2884,0.756985
3124,35.825219,-5.397018999999999,35.82508803767,-5.39699060529,0.014178,0.0104323,80.69,2489411457633407360,35.82527873367,0.7553,-5.39706458609,0.5688,6.1802,0.8901,6.9431,45.845,42.716,0.887,-16.646,0.66,145,-0.2467,152.12,0.251,0.02655,95,1.0654,0.2152,12,0.983,false,153.17,1.05552,20.224432,28.4837,5.8628,21.702051,242.985,18.783947,1.772,2.918104,,,0,,,101520358251443980,1237679321787925177,15241245,,0.007973,0.223494,0.049635,20.199995,0.007817,156.657,0.304,14.0928,10.5472,0.099,0.480376
3141,308.45362,-63.842588,308.4536421167,-63.84261335651,0.0041112,0.0014259,0.2,6429613187969377024,308.4536421167,1.426,-63.84261335651,4.1112,,,,,,,,,81,4.4582,144.26,4.887,7.09,3,,,7,,false,68.3256,1.32841,21.100908,37.6362,8.96246,21.399529,106.547,19.679045,2.11,1.720484,,,0,,,,,485765171,,0.021288,0.258566,0.140745,21.100908,0.021288,68.3256,0.813,1.426,4.1112,0.0089,0.097799
3200,326.797174,-45.442555,326.79721392145,-45.44257222621,0.0030088,9.401E-4,49.45,6564546556305000448,326.79721392145,2.3665,-45.44257222621,2.0824,,,,,,,,,165,4.6944,258.61,5.694,30.13,3,,,8,,false,62.4567,0.80844,21.19842,44.1382,6.61719,21.226505,99.0697,19.758043,2.293,1.468462,,,0,,,,,,,0.014321,0.162797,0.120311,21.19842,0.014321,62.4567,1.026,2.3665,2.0824,0.8189,0.118379
3220,35.386013999999996,-3.38782,35.38641084467,-3.38754427714,0.0252544,0.0210029,77.39,2493314689552071040,35.38601476326,1.2078,-3.38789207398,0.9435,9.2972,1.2981,7.1622,118.482,-88.963,1.585,-78.254,1.329,122,10.195,373.83,4.079,6.518,95,1.3663,0.3116,11,1.736,false,132.854,1.18124,20.378931,30.0687,5.62254,21.643257,223.198,18.876173,1.906,2.767084,,,0,,,103930353861155111,1237678887988232951,15254405,,0.010039,0.203041,0.051675,20.356797,0.009852,135.59,0.46,25.0681,21.2248,0.0787,1.737569
3244,44.243251,-59.791560999999994,44.24333849609,-59.79125190172,0.0307866,0.0238195,64.61,4726616422691388032,44.24334194802,1.0845,-59.79157278887,1.1401,5.2005,1.2758,4.0763,72.201,0.391,1.839,-72.2,1.582,110,0.3227,146.74,3.371,2.202,95,1.1148,0.3242,11,1.019,false,83.1609,0.839844,20.88757,36.2702,10.2566,21.439667,114.416,19.60168,1.812,1.837986,,,0,,,,,499815525,,0.011306,0.307039,0.080421,20.88148,0.011246,83.6287,0.499,29.629,25.2448,0.197,1.123983
3254,351.127235,-52.362427,351.12735268039,-52.36249126285,0.0020932,9.681E-4,157.97,6501216374468069888,351.12735268039,1.1924,-52.36249126285,1.974,,,,,,,,,182,3.4588,249.54,3.35,1.173,3,,,8,,false,67.2555,0.865029,21.118048,124.042,43.419,20.104622,103.897,19.706385,3.389,0.398237,,,0,,,,,490193443,,0.014234,0.380056,0.089854,21.118048,0.014234,67.2555,2.216,1.1924,1.974,-0.5088,0.34706
3288,324.005062,-52.485836,324.00498135155,-52.48584603665,0.0044498,0.0041,4.03,6465487808546859776,324.00509939538,0.2049,-52.48588334879,0.2139,10.6046,0.2978,35.6084,18.223,16.174,0.259,-8.395,0.275,346,5.3523,671.02,1.756,11.07,95,1.0419,0.0621,21,1.211,false,457.081,1.11516,19.037382,45.0165,6.36409,21.205112,780.706,17.516676,1.807,3.688437,,,0,,,,,488707840,,0.003822,0.153518,0.010293,19.011791,0.00378,467.983,0.227,4.1018,4.4482,0.0115,0.180456
3289,45.334008999999995,-62.381491,45.33300683991,-62.38176162226,0.0071898,0.0060226,72.05,4721577399555694208,45.33418730272,0.3187,-62.38145410297,0.2758,11.1873,0.3259,34.3258,141.238,123.128,0.438,69.193,0.384,273,1.1626,353.76,1.124,1.442,95,0.986,0.09,24,1.049,false,233.7,0.838406,19.76572,47.1027,5.18419,21.155928,394.936,18.25658,1.891,2.899347,,,0,,,,,499493825,,0.004771,0.11953,0.018373,19.741558,0.004701,238.959,0.425,7.0873,6.143,0.1039,1.935557
3295,1.08076,-57.356578,1.0796208582,-57.35648896917,0.0026716,0.0019608,140.25,4919443824167795328,1.08101396711,0.1035,-57.35660079794,0.1134,23.0325,0.1523,151.2425,170.94,169.078,0.142,-25.16,0.15,457,2.8645,769.38,0.931,8.18,95,1.1109,0.0326,29,1.096,false,904.895,1.5217,18.295872,49.7668,4.5255,21.096193,1573.76,16.755552,1.794,4.340641,,,0,,,,,503181562,,0.003305,0.09877,0.006712,18.270281,0.003282,926.477,0.127,2.2783,2.4065,-0.2953,2.23517
3306,38.118452,-61.784617,38.11862395571,-61.78462154677,0.006609,0.0044524,106.28,4725404352856269440,38.11862395571,6.4657,-61.78462154677,4.6581,,,,,,,,,50,3.4134,84.75,11.606,30.78,3,,,6,,false,77.8675,1.47126,20.958977,20.0903,13.2539,22.081078,102.305,19.723152,1.572,2.357925,,,0,,,,,499730333,,0.020698,0.716284,0.151101,20.958977,0.020698,77.8675,0.186,6.4657,4.6581,-0.2131,0.293132
3307,11.145538,-47.320187,11.14474577966,-47.32027372329,0.025241,0.0136531,166.7,4975305233972448384,11.14573722879,0.8481,-47.32019444834,0.8869,6.688,1.4477,4.6197,152.272,151.223,0.917,17.838,1.561,343,6.3248,543.34,5.075,5.525,95,0.6114,0.2371,19,1.252,false,86.5353,0.664661,20.844383,30.6144,5.76163,21.623728,145.169,19.343212,2.031,2.280516,,,0,,,,,503956305,,0.008783,0.204354,0.045639,20.830617,0.008683,87.6395,0.657,14.5005,24.7639,-0.281,1.958412
3314,346.223372,-46.072413,346.22329639647,-46.07234160097,0.0262564,0.0161059,17.08,6539498654930588928,346.22344809985,0.6412,-46.0724508551,1.1594,10.567,1.5908,6.6425,34.132,23.68,1.074,-24.582,1.571,238,3.1022,313.3,3.681,3.533,95,1.3647,0.2178,14,1.146,false,100.106,0.761581,20.68622,35.3496,8.32231,21.46758,190.817,19.046352,2.259,2.421228,,,0,,,,,490331048,,0.008707,0.255629,0.039041,20.669949,0.008591,101.617,0.864,17.2192,25.5401,0.2745,0.318937
3322,337.63664,-44.189319999999995,337.6366763665,-44.18935705357,0.0035459,0.0019231,37.72,6520557917871227392,337.6366763665,2.6495,-44.18935705357,3.0417,,,,,,,,,77,1.6716,93.19,0.0,0.0,3,,,6,,false,64.5205,1.34996,21.163122,26.8082,13.9886,21.767874,106.09,19.683708,2.06,2.084166,,,0,,,,,,,0.022883,0.566547,0.111165,21.163122,0.022883,64.5205,0.713,2.6495,3.0417,0.5329,0.163114
3325,320.321297,-43.600204999999995,320.32119593895,-43.60009431294,0.0284075,0.0197201,89.35,6577266771967389952,320.32132931519,1.1138,-43.60024237153,1.0193,6.5732,1.7873,3.6778,39.775,21.732,1.79,-33.313,1.215,185,1.7507,220.23,2.924,1.636,95,0.7993,0.3143,10,1.092,false,86.9995,0.836899,20.838575,31.0665,5.51595,21.607813,140.249,19.38065,1.969,2.227163,,,0,,,,,,,0.010802,0.192796,0.082176,20.825761,0.010683,88.0324,0.602,28.4066,19.7215,0.0085,0.477699
3344,38.339698999999996,0.525693,38.33934018359,0.52606504749,0.0088653,0.006992,54.74,2500525669059077760,38.33978517554,0.4506,0.52563079488,0.3932,8.0141,0.5256,15.2464,139.894,100.119,0.517,-97.707,0.479,207,1.6314,273.12,1.628,2.52,95,1.0673,0.1218,15,1.081,false,212.683,1.04682,19.868036,27.8088,8.70407,21.728086,373.221,18.31798,1.886,3.410107,,,0,,,108630383396131372,1237663784751071510,17022401,,0.006012,0.339843,0.027111,19.842445,0.005902,217.755,0.345,8.2882,7.6674,0.2203,1.860743
3360,0.806811,-60.968238,0.80650697165,-60.9682674981,0.0341443,0.01498,167.17,4905648835890438016,0.80692836235,0.8742,-60.96823271454,1.2212,8.7629,1.1621,7.5402,46.673,46.012,1.043,7.826,2.13,205,2.5651,262.08,3.158,1.878,95,0.8225,0.244,18,1.13,false,87.9472,0.918999,20.826813,30.4342,5.19485,21.630136,153.231,19.284527,2.088,2.34561,,,0,,,,,502962374,,0.011675,0.185346,0.072204,20.811885,0.011525,89.1647,0.704,16.4576,33.4571,-0.3703,0.541667
3389,18.918488999999997,-2.875314,18.91850626496,-2.87505888977,0.0235695,0.0099454,34.18,2531731213509978496,18.91853451373,0.7068,-2.87537102992,0.6184,8.7244,0.8297,10.5153,70.518,6.348,0.987,-70.232,1.28,242,0.5836,282.63,0.918,0.2942,95,1.1432,0.1747,14,1.026,false,114.433,0.723662,20.540993,23.013,3.65875,21.933609,203.937,18.974155,1.983,2.959454,,,0,,,104550189184920090,1237657065793323964,13926531,,0.007398,0.17264,0.051398,20.515964,0.007253,117.101,0.508,15.5882,20.2841,0.6711,0.920492
3393,300.801936,-54.844913999999996,300.80178779258,-54.84458959254,0.0102116,0.0092851,88.59,6473087190536270336,300.80196339051,0.4591,-54.84498160849,0.4135,9.9939,0.5869,17.0281,91.09,22.749,0.629,-88.204,0.572,251,0.6932,293.01,1.699,1.924,95,1.1144,0.1426,17,1.03,false,168.526,0.945789,20.120703,48.2388,7.39041,21.13005,279.605,18.631533,1.945,2.498518,,,0,,,,,481532325,,0.006687,0.166363,0.032108,20.103074,0.006598,171.284,0.539,10.2111,9.2857,0.0047,1.207598
3404,315.012026,-57.44591,315.01212667456,-57.44596301661,0.0277251,0.0220204,163.13,6456472672193169536,315.01204793212,0.8246,-57.44594465359,1.0286,5.1056,1.3738,3.7163,10.39,-9.533,1.39,4.132,1.702,163,1.9366,196.61,1.392,0.3284,95,1.3576,0.3056,13,1.109,false,82.0975,0.819235,20.901543,32.4067,6.20543,21.561954,129.737,19.465233,1.975,2.096722,,,0,,,,,486255123,,0.011179,0.207922,0.068371,20.891044,0.011078,82.8952,0.627,22.5566,27.2906,-0.128,0.272875
3413,85.219897,-49.951907999999996,85.21987404736,-49.95176073915,0.0300301,0.0215245,48.75,4793652753284304384,85.21987485306,1.0317,-49.95189963913,1.1198,5.5392,1.0586,5.2324,31.253,0.117,1.679,-31.252,1.609,121,2.0281,157.63,2.576,1.044,95,1.2876,0.3701,12,1.134,false,81.7617,0.956205,20.905993,29.0232,13.6775,21.68168,137.476,19.402328,2.036,2.279352,,,0,,,,,,,0.012993,0.511673,0.104408,20.892248,0.012837,82.8033,0.662,26.6677,25.5723,0.3188,0.532798
3425,320.25957,-45.232819,320.2596178494,-45.23286064854,0.0031038,0.0012608,60.82,6576550508861261312,320.2596178494,2.7789,-45.23286064854,1.8712,,,,,,,,,85,2.7243,118.77,2.374,0.4584,3,,,7,,false,74.9994,1.16076,20.999722,57.8631,17.8412,20.932537,140.934,19.375359,2.651,1.557179,,,0,,,,,,,0.017028,0.334781,0.100692,20.999722,0.017028,74.9994,1.374,2.7789,1.8712,0.6585,0.192863
3464,338.517437,-52.281284,338.5175835109,-52.28129896084,0.0133948,0.0098406,170.43,6510553354195806592,338.51748315229,0.4449,-52.28131014463,0.5401,4.906,0.7264,6.7539,14.042,-13.815,0.632,-2.516,0.825,379,5.1349,599.74,3.022,5.047,95,1.1092,0.1493,22,1.193,false,131.677,0.613448,20.388594,26.973,3.94376,21.761219,216.338,18.91006,1.848,2.851158,,,0,,,,,489100839,,0.00576,0.158772,0.036399,20.365152,0.005665,134.551,0.389,9.956,13.3092,-0.1022,0.327144
3504,348.173736,-0.600934,348.17378783444,-0.60096074696,0.0026986,0.0017075,27.92,2639061862122000512,348.17378783444,1.968,-0.60096074696,2.5149,,,,,,,,,53,3.5428,90.73,5.904,4.361,3,,,5,,false,96.5407,2.87497,20.72559,46.0776,10.3144,21.179817,140.449,19.3791,1.932,1.800716,,,0,,,,1237666407363511338,8462273,,0.03245,0.243055,0.112653,20.72559,0.03245,96.5407,0.624,1.968,2.5149,0.3651,0.209973
3521,2.842683,-53.732343,2.84198402857,-53.73254754092,0.0118621,0.0088606,148.42,4924035423382437376,2.8428577189,0.4344,-53.73231910655,0.4961,10.9889,0.6718,16.3569,127.141,116.288,0.612,51.398,0.698,458,2.3521,596.74,2.915,4.473,95,1.04,0.1401,27,1.078,false,112.994,0.603049,20.554728,31.6368,5.86197,21.58806,204.205,18.97273,2.087,2.61533,,,0,,,,,503275317,,0.006416,0.201195,0.039649,20.535089,0.006323,115.056,0.663,9.776,11.1198,-0.2553,1.660704
3535,31.164130999999998,-51.383983,31.16425374861,-51.3839710289,0.0044268,0.0015898,89.75,4936506492284886016,31.16425374861,4.4268,-51.3839710289,1.5899,,,,,,,,,53,1.7952,66.99,3.675,1.094,3,,,6,,false,70.251,1.35336,21.070736,9.69339,10.4409,22.872353,120.522,19.545227,1.854,3.327126,,,0,,,,,,,0.021097,1.169466,0.166238,21.070736,0.021097,70.251,0.325,4.4268,1.5899,0.0105,0.279133
3539,15.785174,-42.406279,15.785237994,-42.40629388703,0.0802936,0.0349618,82.39,4986193835061054848,15.785237994,79.7208,-42.40629388703,36.2488,,,,,,,,,44,5.5309,109.74,20.768,7.33,3,,,2,,false,66.4206,2.67496,21.131609,,,,104.197,19.703257,,,,,0,,,,,9137648,,0.043813,,0.18945,21.131609,0.043813,66.4206,,79.7208,36.2488,0.2373,0.17835
3540,339.270916,-52.906664,339.27102206235,-52.90669091443,0.0020411,0.0013581,51.75,6507454415032885632,339.27102206235,1.81,-52.90669091443,1.6536,,,,,,,,,94,2.4899,125.68,3.655,1.344,3,,,9,,false,70.0494,1.02347,21.073856,31.4111,8.1618,21.595835,96.9082,19.781994,1.832,1.813841,,,0,,,,,489095138,,0.016101,0.28213,0.1738,21.073856,0.016101,70.0494,0.522,1.81,1.6536,0.3771,0.249838
3559,322.449789,-42.754303,322.44971522693,-42.75433369112,0.0194379,0.0144131,55.57,6578674597821321600,322.44982228279,0.8279,-42.75433581015,0.6347,7.0506,1.1727,6.0123,17.693,17.687,1.136,-0.477,1.009,364,5.8864,596.31,4.315,8.831,95,1.2532,0.1839,18,1.227,false,102.616,0.677152,20.659332,61.8026,18.6765,20.861025,189.847,19.051888,2.452,1.809137,,,0,,,,,488339144,,0.007676,0.328117,0.064899,20.653709,0.007642,103.149,1.143,17.9846,16.1902,0.2724,0.224135
3583,79.058072,-53.881495,79.05810368393,-53.8818250841,0.0281897,0.0149082,119.24,4770287001617198720,79.05810296479,0.6877,-53.88143691613,0.6347,8.454,0.7875,10.7347,87.338,-0.095,1.606,87.338,1.176,228,3.072,313.25,2.883,2.652,95,0.9684,0.2247,18,1.148,false,110.564,0.840023,20.578333,30.738,3.57528,21.619354,187.519,19.06528,1.974,2.554073,,,0,,,,,500961474,,0.008697,0.126318,0.059697,20.55974,0.008564,112.474,0.559,25.6532,18.9426,-0.5021,1.190203
3587,8.892736,-56.181745,8.89267067378,-56.18166107527,0.0059397,0.0048383,160.67,4920500420482975872,8.89281868428,0.2428,-56.18176991124,0.2729,7.601,0.3422,22.2112,30.712,18.535,0.307,-24.488,0.367,403,1.8451,547.75,1.464,3.302,95,0.9842,0.0752,29,1.065,false,250.032,0.759636,19.692379,45.9107,8.95843,21.183758,410.918,18.213509,1.827,2.970249,,,0,,,,,503242192,,0.004298,0.211875,0.02449,19.667199,0.00424,255.898,0.351,4.9709,5.8292,-0.128,0.329263
3591,315.945678,-47.770329,315.94565077182,-47.77044210347,0.0234152,0.016016,96.28,6479954838947697280,315.94572228198,0.8954,-47.7703552887,0.7595,4.8962,1.1934,4.1026,22.327,10.814,1.461,19.533,1.013,231,4.2185,341.6,4.501,11.84,95,1.2982,0.235,15,1.204,false,109.005,0.756218,20.593754,23.0945,5.79533,21.929773,188.868,19.057503,1.945,2.872271,,,0,,,,,,,0.00802,0.272469,0.042127,20.569994,0.007867,111.416,0.483,23.3405,16.1247,-0.0843,0.412468
3628,313.27931,-55.635852,313.27980603389,-55.6359982768,0.0134953,0.0086185,106.29,6469992920003316352,313.27926936057,0.6268,-55.63587812547,0.4351,12.7242,0.9091,13.996,73.324,-68.158,0.814,27.034,0.567,347,3.8458,498.15,3.11,6.062,95,0.9106,0.1492,20,1.15,false,137.198,0.669978,20.343998,35.2447,5.96248,21.470808,249.926,18.753365,2.079,2.717444,,,0,,,,,486263274,,0.005975,0.183699,0.02331,20.322663,0.005884,139.92,0.64,13.1771,9.0975,-0.2422,1.137219
3633,357.208925,-43.182311999999996,357.20879977228,-43.18192167618,0.0119712,0.0102846,135.68,6532854924634673920,357.20897993281,0.515,-43.18239076181,0.5595,12.2063,0.6175,19.7663,109.605,29.558,0.676,-105.544,0.685,289,2.1265,363.95,1.437,1.035,95,1.2845,0.1387,17,1.089,false,146.352,0.698027,20.27387,34.6797,8.08775,21.488354,254.563,18.733408,1.976,2.754946,,,0,,,,,,,0.005866,0.253223,0.038321,20.25193,0.005775,149.339,0.532,11.1398,11.1798,-0.1507,1.443106
3647,317.18595,-47.365448,317.18610272393,-47.36552802909,0.0100426,0.008733,102.05,6480023798943210752,317.1859724872,0.4998,-47.36548653987,0.4275,10.6527,0.7044,15.1221,21.933,-19.848,0.63,9.335,0.541,422,4.4649,597.77,2.781,4.503,95,1.341,0.1235,19,1.158,false,145.49,0.618191,20.280285,40.3417,6.87505,21.324158,259.786,18.711355,2.063,2.612803,,,0,,,,,,,0.005374,0.185053,0.033364,20.260689,0.005303,148.14,0.64,9.9891,8.7941,-0.0571,0.470831
3693,359.142795,-45.557122,359.14293552447,-45.55717620211,0.0014588,8.924E-4,134.73,6530891952782081920,359.14293552447,1.2118,-45.55717620211,1.2067,,,,,,,,,242,3.5688,322.68,4.4,2.738,3,,,10,,false,77.655,0.784054,20.961943,44.0872,10.1278,21.227762,130.696,19.457237,2.251,1.770525,,,0,,,,,,,0.011303,0.249432,0.067679,20.961943,0.011303,77.655,0.947,1.2118,1.2067,-0.4554,0.40441
3699,54.333166999999996,-52.590854,54.33322068547,-52.59086794488,0.0030212,0.0024964,136.73,4733103923547373312,54.33322068547,2.7555,-52.59086794488,2.787,,,,,,,,,58,3.6692,99.45,8.044,3.147,3,,,7,,false,89.1997,3.61026,20.811459,32.1091,7.56607,21.571972,109.984,19.644575,1.593,1.927397,,,0,,,,,,,0.04403,0.255854,0.155039,20.811459,0.04403,89.1997,0.268,2.7555,2.787,-0.1882,0.127693
3731,86.119526,-53.654491,86.11949572875,-53.65458142529,0.0142167,0.0105862,133.79,4768794547726822272,86.11954300715,0.5596,-53.65445737632,0.5253,5.5415,0.524,10.5754,28.614,6.304,0.775,27.911,0.765,310,1.0463,371.67,2.475,2.716,95,1.1512,0.1556,26,1.042,false,122.594,1.32243,20.466194,39.56,6.4809,21.3454,226.733,18.859108,2.172,2.486292,,,0,,,,,500535071,,0.012032,0.177892,0.030138,20.448779,0.01185,124.576,0.768,12.6091,12.4576,-0.2864,0.331876
3746,24.923534999999998,-50.736005999999996,24.9228059537,-50.73602802649,0.044867,0.0143316,154.61,4917404784149152128,24.92370499184,0.9702,-50.73602423107,1.1133,7.9436,1.3595,5.8432,128.027,128.024,1.472,0.855,2.59,212,3.2576,372.61,4.651,3.848,95,1.09,0.2958,16,1.163,false,90.3908,0.893323,20.797056,35.8814,6.36219,21.451368,159.614,19.240217,2.163,2.211151,,,0,,,,,503678496,,0.011078,0.192534,0.059892,20.784528,0.010959,91.4399,0.798,23.1889,40.9965,-0.7365,1.662965
3747,68.555718,-51.413768999999995,68.55580415443,-51.41369468457,0.0112458,0.0076838,158.38,4781305031545163904,68.55573311408,0.3782,-51.41376222229,0.4202,11.546,0.3939,29.3126,18.174,-9.969,0.511,-15.196,0.666,313,6.3886,610.09,3.092,10.69,95,0.9289,0.109,24,1.267,false,268.866,1.34287,19.613525,39.9445,6.26015,21.3349,493.688,18.014263,1.985,3.320637,,,0,,,,,502207595,,0.006083,0.170181,0.019355,19.587934,0.00597,275.279,0.457,8.2579,10.8312,-0.2582,0.330144
3768,330.295813,-57.700008999999994,330.29558631146,-57.70006198343,0.0096515,0.0091791,29.58,6412165549048757376,330.29590143373,0.441,-57.70003858293,0.4119,9.0865,0.5836,15.5696,38.251,37.887,0.578,5.265,0.587,396,3.6992,567.6,2.671,4.653,95,1.0813,0.1307,24,1.134,false,145.335,0.661117,20.28144,38.8061,5.76379,21.366291,274.347,18.652145,2.155,2.714146,,,0,,,,,488798495,,0.005656,0.161286,0.028409,20.260159,0.005572,148.212,0.716,9.2964,9.5386,0.0431,0.475964
3778,59.682717,-49.117211999999995,59.68258737194,-49.11720555039,0.0166353,0.0095982,121.44,4831268557897624320,59.68277053786,0.6335,-49.11720297184,0.5636,8.1006,0.5729,14.1409,26.98,26.974,0.961,0.58,0.749,268,2.674,366.17,2.573,3.727,95,1.2135,0.1684,23,1.118,false,115.951,0.722837,20.52668,36.0502,5.85184,21.446274,208.01,18.952684,2.105,2.493589,,,0,,,,,502485530,,0.007308,0.176264,0.046153,20.509137,0.007207,117.84,0.699,15.0502,11.9311,-0.4575,0.306317
3807,333.311283,-44.430236,333.31133499609,-44.43028775959,0.0027852,0.0021944,56.27,6567975078373024128,333.31133499609,2.6173,-44.43028775959,2.3922,,,,,,,,,87,5.0271,163.64,7.074,3.108,3,,,9,,false,70.1296,1.32284,21.072615,26.4673,4.29575,21.781769,107.39,19.67049,1.909,2.111279,,,0,,,,,489956185,,0.020664,0.176241,0.104013,21.072615,0.020664,70.1296,0.558,2.6173,2.3922,0.217,0.229321
3817,352.951859,-2.23536,352.95187663704,-2.23539119421,0.0041817,0.0024286,177.34,2640662617907748224,352.95187663704,2.4337,-2.23539119421,4.1788,,,,,,,,,55,1.1707,61.87,4.858,1.411,3,,,7,,false,85.645,1.74022,20.855612,52.1244,17.9703,21.04594,159.825,19.238783,2.475,1.807158,,,0,,,105313529517927939,1237678881017561904,8646829,,0.022233,0.374327,0.040888,20.855612,0.022233,85.645,1.166,2.4337,4.1788,-0.0528,0.128982
